graphid,repeatid,vertices, edges, ticks, min-degree, d-bound, nodes-deleted
928,4,100,6,1,4,62,0
929,0,100,6,5,5,52,0
929,1,100,6,1,5,52,0
929,2,100,6,1,5,52,0
929,3,100,6,1,5,52,0
929,4,100,6,2,5,52,0
930,0,100,6,5,5,52,0
930,1,100,6,1,5,52,0
930,2,100,6,2,5,52,0
930,3,100,6,1,5,52,0
930,4,100,6,1,5,52,0
931,0,100,6,5,5,52,0
931,1,100,6,1,5,52,0
931,2,100,6,1,5,52,0
931,3,100,6,1,5,52,0
931,4,100,6,1,5,52,0
932,0,100,6,5,5,52,0
932,1,100,6,1,5,52,0
932,2,100,6,1,5,52,0
932,3,100,6,1,5,52,0
932,4,100,6,1,5,52,0
933,0,100,6,5,4,62,0
933,1,100,6,1,4,62,0
933,2,100,6,2,4,62,0
933,3,100,6,1,4,62,0
933,4,100,6,1,4,62,0
934,0,100,6,5,6,45,0
934,1,100,6,1,6,45,0
934,2,100,6,2,6,45,0
934,3,100,6,1,6,45,0
934,4,100,6,1,6,45,0
935,0,100,6,5,6,45,0
935,1,100,6,1,6,45,0
935,2,100,6,1,6,45,0
935,3,100,6,2,6,45,0
935,4,100,6,1,6,45,0
936,0,100,6,5,5,52,0
936,1,100,6,1,5,52,0
936,2,100,6,1,5,52,0
936,3,100,6,1,5,52,0
936,4,100,6,1,5,52,0
937,0,100,6,5,4,62,0
937,1,100,6,1,4,62,0
937,2,100,6,1,4,62,0
937,3,100,6,1,4,62,0
937,4,100,6,1,4,62,0
938,0,100,6,5,4,62,0
938,1,100,6,1,4,62,0
938,2,100,6,1,4,62,0
938,3,100,6,1,4,62,0
938,4,100,6,1,4,62,0
939,0,100,6,4,6,45,0
939,1,100,6,1,6,45,0
939,2,100,6,1,6,45,0
939,3,100,6,1,6,45,0
939,4,100,6,1,6,45,0
940,0,100,6,4,2,100,0
940,1,100,6,1,2,100,0
940,2,100,6,2,2,100,0
940,3,100,6,1,2,100,0
940,4,100,6,1,2,100,0
941,0,100,6,5,3,77,0
941,1,100,6,1,3,77,0
941,2,100,6,1,3,77,0
941,3,100,6,1,3,77,0
941,4,100,6,1,3,77,0
942,0,100,6,5,5,52,0
942,1,100,6,1,5,52,0
942,2,100,6,1,5,52,0
942,3,100,6,1,5,52,0
942,4,100,6,1,5,52,0
943,0,100,6,4,4,62,0
943,1,100,6,1,4,62,0
943,2,100,6,1,4,62,0
943,3,100,6,1,4,62,0
943,4,100,6,1,4,62,0
944,0,100,6,5,4,62,0
944,1,100,6,1,4,62,0
944,2,100,6,1,4,62,0
944,3,100,6,1,4,62,0
944,4,100,6,1,4,62,0
945,0,100,6,5,3,77,0
945,1,100,6,1,3,77,0
945,2,100,6,1,3,77,0
945,3,100,6,1,3,77,0
945,4,100,6,1,3,77,0
946,0,100,6,5,5,52,0
946,1,100,6,1,5,52,0
946,2,100,6,1,5,52,0
946,3,100,6,2,5,52,0
946,4,100,6,2,5,52,0
947,0,100,6,5,3,77,0
947,1,100,6,1,3,77,0
947,2,100,6,2,3,77,0
947,3,100,6,1,3,77,0
947,4,100,6,1,3,77,0
948,0,100,6,5,5,52,0
948,1,100,6,1,5,52,0
948,2,100,6,1,5,52,0
948,3,100,6,2,5,52,0
948,4,100,6,1,5,52,0
949,0,100,6,5,5,52,0
949,1,100,6,1,5,52,0
949,2,100,6,1,5,52,0
949,3,100,6,1,5,52,0
949,4,100,6,1,5,52,0
950,0,100,6,5,6,45,0
950,1,100,6,1,6,45,0
950,2,100,6,1,6,45,0
950,3,100,6,2,6,45,0
950,4,100,6,1,6,45,0
951,0,100,6,5,6,45,0
951,1,100,6,1,6,45,0
951,2,100,6,1,6,45,0
951,3,100,6,1,6,45,0
951,4,100,6,1,6,45,0
952,0,100,6,4,5,52,0
952,1,100,6,1,5,52,0
952,2,100,6,2,5,52,0
952,3,100,6,1,5,52,0
952,4,100,6,1,5,52,0
953,0,100,6,5,6,45,0
953,1,100,6,1,6,45,0
953,2,100,6,1,6,45,0
953,3,100,6,1,6,45,0
953,4,100,6,1,6,45,0
954,0,100,6,5,3,77,0
954,1,100,6,1,3,77,0
954,2,100,6,1,3,77,0
954,3,100,6,1,3,77,0
954,4,100,6,1,3,77,0
955,0,100,6,5,4,62,0
955,1,100,6,1,4,62,0
955,2,100,6,1,4,62,0
955,3,100,6,1,4,62,0
955,4,100,6,2,4,62,0
956,0,100,6,5,1,100,0
956,1,100,6,1,1,100,0
956,2,100,6,1,1,100,0
956,3,100,6,1,1,100,0
956,4,100,6,1,1,100,0
957,0,100,6,4,3,77,0
957,1,100,6,1,3,77,0
957,2,100,6,1,3,77,0
957,3,100,6,1,3,77,0
957,4,100,6,1,3,77,0
958,0,100,6,5,6,45,0
958,1,100,6,1,6,45,0
958,2,100,6,1,6,45,0
958,3,100,6,1,6,45,0
958,4,100,6,1,6,45,0
959,0,100,6,5,5,52,0
959,1,100,6,1,5,52,0
959,2,100,6,1,5,52,0
959,3,100,6,1,5,52,0
959,4,100,6,1,5,52,0
960,0,100,6,4,3,77,0
960,1,100,6,1,3,77,0
960,2,100,6,1,3,77,0
960,3,100,6,1,3,77,0
960,4,100,6,1,3,77,0
961,0,100,6,5,5,52,0
961,1,100,6,2,5,52,0
961,2,100,6,1,5,52,0
961,3,100,6,1,5,52,0
961,4,100,6,1,5,52,0
962,0,100,6,5,5,52,0
962,1,100,6,1,5,52,0
962,2,100,6,1,5,52,0
962,3,100,6,1,5,52,0
962,4,100,6,1,5,52,0
963,0,100,6,4,4,62,0
963,1,100,6,1,4,62,0
963,2,100,6,1,4,62,0
963,3,100,6,1,4,62,0
963,4,100,6,1,4,62,0
964,0,100,6,4,5,52,0
964,1,100,6,2,5,52,0
964,2,100,6,1,5,52,0
964,3,100,6,1,5,52,0
964,4,100,6,1,5,52,0
965,0,100,6,5,5,52,0
965,1,100,6,1,5,52,0
965,2,100,6,1,5,52,0
965,3,100,6,1,5,52,0
965,4,100,6,1,5,52,0
966,0,100,6,5,6,45,0
966,1,100,6,1,6,45,0
966,2,100,6,1,6,45,0
966,3,100,6,1,6,45,0
966,4,100,6,1,6,45,0
967,0,100,6,5,5,52,0
967,1,100,6,2,5,52,0
967,2,100,6,1,5,52,0
967,3,100,6,1,5,52,0
967,4,100,6,1,5,52,0
968,0,100,6,5,3,77,0
968,1,100,6,2,3,77,0
968,2,100,6,2,3,77,0
968,3,100,6,1,3,77,0
968,4,100,6,1,3,77,0
969,0,100,6,4,3,77,0
969,1,100,6,1,3,77,0
969,2,100,6,1,3,77,0
969,3,100,6,1,3,77,0
969,4,100,6,1,3,77,0
970,0,100,6,5,3,77,0
970,1,100,6,1,3,77,0
970,2,100,6,1,3,77,0
970,3,100,6,1,3,77,0
970,4,100,6,2,3,77,0
971,0,100,6,5,4,62,0
971,1,100,6,1,4,62,0
971,2,100,6,1,4,62,0
971,3,100,6,1,4,62,0
971,4,100,6,1,4,62,0
972,0,100,6,5,4,62,0
972,1,100,6,2,4,62,0
972,2,100,6,1,4,62,0
972,3,100,6,1,4,62,0
972,4,100,6,1,4,62,0
973,0,100,6,5,5,52,0
973,1,100,6,1,5,52,0
973,2,100,6,1,5,52,0
973,3,100,6,1,5,52,0
973,4,100,6,1,5,52,0
974,0,100,6,5,4,62,0
974,1,100,6,1,4,62,0
974,2,100,6,1,4,62,0
974,3,100,6,1,4,62,0
974,4,100,6,1,4,62,0
975,0,100,6,5,2,100,0
975,1,100,6,1,2,100,0
975,2,100,6,1,2,100,0
975,3,100,6,1,2,100,0
975,4,100,6,1,2,100,0
976,0,100,6,5,5,52,0
976,1,100,6,1,5,52,0
976,2,100,6,1,5,52,0
976,3,100,6,1,5,52,0
976,4,100,6,1,5,52,0
977,0,100,6,5,5,52,0
977,1,100,6,1,5,52,0
977,2,100,6,1,5,52,0
977,3,100,6,1,5,52,0
977,4,100,6,1,5,52,0
978,0,100,6,4,5,52,0
978,1,100,6,1,5,52,0
978,2,100,6,1,5,52,0
978,3,100,6,1,5,52,0
978,4,100,6,1,5,52,0
979,0,100,6,5,4,62,0
979,1,100,6,1,4,62,0
979,2,100,6,1,4,62,0
979,3,100,6,1,4,62,0
979,4,100,6,1,4,62,0
980,0,100,6,5,5,52,0
980,1,100,6,2,5,52,0
980,2,100,6,1,5,52,0
980,3,100,6,1,5,52,0
980,4,100,6,1,5,52,0
981,0,100,6,5,6,45,0
981,1,100,6,1,6,45,0
981,2,100,6,1,6,45,0
981,3,100,6,1,6,45,0
981,4,100,6,2,6,45,0
982,0,100,6,5,4,62,0
982,1,100,6,1,4,62,0
982,2,100,6,1,4,62,0
982,3,100,6,1,4,62,0
982,4,100,6,1,4,62,0
983,0,100,6,5,5,52,0
983,1,100,6,1,5,52,0
983,2,100,6,1,5,52,0
983,3,100,6,2,5,52,0
983,4,100,6,1,5,52,0
984,0,100,6,4,5,52,0
984,1,100,6,1,5,52,0
984,2,100,6,1,5,52,0
984,3,100,6,1,5,52,0
984,4,100,6,1,5,52,0
985,0,100,6,5,2,100,0
985,1,100,6,1,2,100,0
985,2,100,6,1,2,100,0
985,3,100,6,1,2,100,0
985,4,100,6,1,2,100,0
986,0,100,6,5,5,52,0
986,1,100,6,1,5,52,0
986,2,100,6,2,5,52,0
986,3,100,6,1,5,52,0
986,4,100,6,1,5,52,0
987,0,100,6,5,5,52,0
987,1,100,6,1,5,52,0
987,2,100,6,2,5,52,0
987,3,100,6,2,5,52,0
987,4,100,6,1,5,52,0
988,0,100,6,4,4,62,0
988,1,100,6,1,4,62,0
988,2,100,6,1,4,62,0
988,3,100,6,1,4,62,0
988,4,100,6,1,4,62,0
989,0,100,6,5,4,62,0
989,1,100,6,2,4,62,0
989,2,100,6,1,4,62,0
989,3,100,6,1,4,62,0
989,4,100,6,1,4,62,0
990,0,100,6,5,4,62,0
990,1,100,6,1,4,62,0
990,2,100,6,1,4,62,0
990,3,100,6,1,4,62,0
990,4,100,6,2,4,62,0
991,0,100,6,5,5,52,0
991,1,100,6,2,5,52,0
991,2,100,6,1,5,52,0
991,3,100,6,1,5,52,0
991,4,100,6,2,5,52,0
992,0,100,6,5,5,52,0
992,1,100,6,1,5,52,0
992,2,100,6,1,5,52,0
992,3,100,6,1,5,52,0
992,4,100,6,2,5,52,0
993,0,100,6,5,6,45,0
993,1,100,6,1,6,45,0
993,2,100,6,1,6,45,0
993,3,100,6,1,6,45,0
993,4,100,6,1,6,45,0
994,0,100,6,5,5,52,0
994,1,100,6,1,5,52,0
994,2,100,6,2,5,52,0
994,3,100,6,1,5,52,0
994,4,100,6,1,5,52,0
995,0,100,6,5,7,39,0
995,1,100,6,1,7,39,0
995,2,100,6,1,7,39,0
995,3,100,6,1,7,39,0
995,4,100,6,1,7,39,0
996,0,100,6,5,4,62,0
996,1,100,6,1,4,62,0
996,2,100,6,1,4,62,0
996,3,100,6,2,4,62,0
996,4,100,6,1,4,62,0
997,0,100,6,5,6,45,0
997,1,100,6,1,6,45,0
997,2,100,6,1,6,45,0
997,3,100,6,1,6,45,0
997,4,100,6,2,6,45,0
998,0,100,6,5,5,52,0
998,1,100,6,1,5,52,0
998,2,100,6,1,5,52,0
998,3,100,6,1,5,52,0
998,4,100,6,1,5,52,0
999,0,100,6,5,3,77,0
999,1,100,6,1,3,77,0
999,2,100,6,1,3,77,0
999,3,100,6,2,3,77,0
999,4,100,6,1,3,77,0
0,0,1000,2,10,1,1000,13
0,1,1000,2,1,1,1000,13
0,2,1000,2,1,1,1000,13
0,3,1000,2,1,1,1000,13
0,4,1000,2,1,1,1000,13
1,0,1000,2,9,1,1000,14
1,1,1000,2,1,1,1000,14
1,2,1000,2,1,1,1000,14
1,3,1000,2,1,1,1000,14
1,4,1000,2,1,1,1000,14
2,0,1000,2,8,1,1000,13
2,1,1000,2,1,1,1000,13
2,2,1000,2,1,1,1000,13
2,3,1000,2,1,1,1000,13
2,4,1000,2,4,1,1000,13
3,0,1000,2,8,1,1000,13
3,1,1000,2,1,1,1000,13
3,2,1000,2,1,1,1000,13
3,3,1000,2,1,1,1000,13
3,4,1000,2,1,1,1000,13
4,0,1000,2,10,1,1000,11
4,1,1000,2,2,1,1000,11
4,2,1000,2,1,1,1000,11
4,3,1000,2,1,1,1000,11
4,4,1000,2,3,1,1000,11
5,0,1000,2,9,1,1000,14
5,1,1000,2,1,1,1000,14
5,2,1000,2,2,1,1000,14
5,3,1000,2,1,1,1000,14
5,4,1000,2,2,1,1000,14
6,0,1000,2,9,1,1000,14
6,1,1000,2,1,1,1000,14
6,2,1000,2,2,1,1000,14
6,3,1000,2,1,1,1000,14
6,4,1000,2,1,1,1000,14
7,0,1000,2,10,1,1000,14
7,1,1000,2,1,1,1000,14
7,2,1000,2,1,1,1000,14
7,3,1000,2,1,1,1000,14
7,4,1000,2,1,1,1000,14
8,0,1000,2,11,1,1000,12
8,1,1000,2,2,1,1000,12
8,2,1000,2,1,1,1000,12
8,3,1000,2,1,1,1000,12
8,4,1000,2,1,1,1000,12
9,0,1000,2,10,1,1000,14
9,1,1000,2,2,1,1000,14
9,2,1000,2,1,1,1000,14
9,3,1000,2,1,1,1000,14
9,4,1000,2,1,1,1000,14
10,0,1000,2,8,1,1000,13
10,1,1000,2,2,1,1000,13
10,2,1000,2,1,1,1000,13
10,3,1000,2,2,1,1000,13
10,4,1000,2,2,1,1000,13
11,0,1000,2,10,1,1000,14
11,1,1000,2,3,1,1000,14
11,2,1000,2,1,1,1000,14
11,3,1000,2,2,1,1000,14
11,4,1000,2,4,1,1000,14
12,0,1000,2,10,1,1000,12
12,1,1000,2,1,1,1000,12
12,2,1000,2,1,1,1000,12
12,3,1000,2,1,1,1000,12
12,4,1000,2,1,1,1000,12
13,0,1000,2,10,1,1000,12
13,1,1000,2,1,1,1000,12
13,2,1000,2,1,1,1000,12
13,3,1000,2,2,1,1000,12
13,4,1000,2,1,1,1000,12
14,0,1000,2,10,1,1000,14
14,1,1000,2,1,1,1000,14
14,2,1000,2,1,1,1000,14
14,3,1000,2,4,1,1000,14
14,4,1000,2,1,1,1000,14
15,0,1000,2,10,1,1000,11
15,1,1000,2,1,1,1000,11
15,2,1000,2,1,1,1000,11
15,3,1000,2,1,1,1000,11
15,4,1000,2,1,1,1000,11
16,0,1000,2,9,1,1000,12
16,1,1000,2,1,1,1000,12
16,2,1000,2,1,1,1000,12
16,3,1000,2,3,1,1000,12
16,4,1000,2,1,1,1000,12
17,0,1000,2,10,1,1000,14
17,1,1000,2,1,1,1000,14
17,2,1000,2,1,1,1000,14
17,3,1000,2,1,1,1000,14
17,4,1000,2,1,1,1000,14
18,0,1000,2,10,1,1000,14
18,1,1000,2,1,1,1000,14
18,2,1000,2,1,1,1000,14
18,3,1000,2,2,1,1000,14
18,4,1000,2,1,1,1000,14
19,0,1000,2,10,1,1000,13
19,1,1000,2,1,1,1000,13
19,2,1000,2,2,1,1000,13
19,3,1000,2,1,1,1000,13
19,4,1000,2,1,1,1000,13
20,0,1000,2,9,1,1000,13
20,1,1000,2,1,1,1000,13
20,2,1000,2,1,1,1000,13
20,3,1000,2,1,1,1000,13
20,4,1000,2,1,1,1000,13
21,0,1000,2,9,1,1000,14
21,1,1000,2,1,1,1000,14
21,2,1000,2,1,1,1000,14
21,3,1000,2,1,1,1000,14
21,4,1000,2,2,1,1000,14
22,0,1000,2,9,1,1000,10
22,1,1000,2,2,1,1000,10
22,2,1000,2,1,1,1000,10
22,3,1000,2,1,1,1000,10
22,4,1000,2,1,1,1000,10
23,0,1000,2,9,1,1000,11
23,1,1000,2,1,1,1000,11
23,2,1000,2,1,1,1000,11
23,3,1000,2,1,1,1000,11
23,4,1000,2,7,1,1000,11
24,0,1000,2,10,1,1000,11
24,1,1000,2,5,1,1000,11
24,2,1000,2,1,1,1000,11
24,3,1000,2,1,1,1000,11
24,4,1000,2,1,1,1000,11
25,0,1000,2,10,1,1000,10
25,1,1000,2,1,1,1000,10
25,2,1000,2,1,1,1000,10
25,3,1000,2,1,1,1000,10
25,4,1000,2,1,1,1000,10
26,0,1000,2,10,1,1000,12
26,1,1000,2,2,1,1000,12
26,2,1000,2,1,1,1000,12
26,3,1000,2,1,1,1000,12
26,4,1000,2,2,1,1000,12
27,0,1000,2,9,1,1000,14
27,1,1000,2,1,1,1000,14
27,2,1000,2,2,1,1000,14
27,3,1000,2,1,1,1000,14
27,4,1000,2,1,1,1000,14
28,0,1000,2,9,1,1000,12
28,1,1000,2,1,1,1000,12
28,2,1000,2,1,1,1000,12
28,3,1000,2,1,1,1000,12
28,4,1000,2,1,1,1000,12
29,0,1000,2,9,1,1000,13
29,1,1000,2,1,1,1000,13
29,2,1000,2,1,1,1000,13
29,3,1000,2,1,1,1000,13
29,4,1000,2,1,1,1000,13
30,0,1000,2,12,1,1000,8
30,1,1000,2,2,1,1000,8
30,2,1000,2,1,1,1000,8
30,3,1000,2,1,1,1000,8
30,4,1000,2,1,1,1000,8
31,0,1000,2,11,1,1000,14
31,1,1000,2,1,1,1000,14
31,2,1000,2,1,1,1000,14
31,3,1000,2,1,1,1000,14
31,4,1000,2,1,1,1000,14
32,0,1000,2,8,1,1000,12
32,1,1000,2,1,1,1000,12
32,2,1000,2,1,1,1000,12
32,3,1000,2,1,1,1000,12
32,4,1000,2,4,1,1000,12
33,0,1000,2,9,1,1000,13
33,1,1000,2,1,1,1000,13
33,2,1000,2,2,1,1000,13
33,3,1000,2,1,1,1000,13
33,4,1000,2,1,1,1000,13
34,0,1000,2,11,1,1000,14
34,1,1000,2,5,1,1000,14
34,2,1000,2,1,1,1000,14
34,3,1000,2,1,1,1000,14
34,4,1000,2,1,1,1000,14
35,0,1000,2,10,1,1000,7
35,1,1000,2,1,1,1000,7
35,2,1000,2,2,1,1000,7
35,3,1000,2,1,1,1000,7
35,4,1000,2,1,1,1000,7
36,0,1000,2,10,1,1000,14
36,1,1000,2,1,1,1000,14
36,2,1000,2,1,1,1000,14
36,3,1000,2,1,1,1000,14
36,4,1000,2,3,1,1000,14
37,0,1000,2,10,1,1000,7
37,1,1000,2,1,1,1000,7
37,2,1000,2,2,1,1000,7
37,3,1000,2,1,1,1000,7
37,4,1000,2,1,1,1000,7
38,0,1000,2,10,1,1000,12
38,1,1000,2,3,1,1000,12
38,2,1000,2,1,1,1000,12
38,3,1000,2,1,1,1000,12
38,4,1000,2,1,1,1000,12
39,0,1000,2,10,1,1000,14
39,1,1000,2,1,1,1000,14
39,2,1000,2,3,1,1000,14
39,3,1000,2,1,1,1000,14
39,4,1000,2,3,1,1000,14
40,0,1000,2,12,1,1000,14
40,1,1000,2,1,1,1000,14
40,2,1000,2,2,1,1000,14
40,3,1000,2,1,1,1000,14
40,4,1000,2,1,1,1000,14
41,0,1000,2,10,1,1000,14
41,1,1000,2,1,1,1000,14
41,2,1000,2,3,1,1000,14
41,3,1000,2,1,1,1000,14
41,4,1000,2,2,1,1000,14
42,0,1000,2,10,1,1000,14
42,1,1000,2,1,1,1000,14
42,2,1000,2,1,1,1000,14
42,3,1000,2,1,1,1000,14
42,4,1000,2,1,1,1000,14
43,0,1000,2,11,1,1000,14
43,1,1000,2,1,1,1000,14
43,2,1000,2,1,1,1000,14
43,3,1000,2,1,1,1000,14
43,4,1000,2,1,1,1000,14
44,0,1000,2,10,1,1000,10
44,1,1000,2,1,1,1000,10
44,2,1000,2,1,1,1000,10
44,3,1000,2,2,1,1000,10
44,4,1000,2,1,1,1000,10
45,0,1000,2,10,1,1000,12
45,1,1000,2,2,1,1000,12
45,2,1000,2,1,1,1000,12
45,3,1000,2,1,1,1000,12
45,4,1000,2,1,1,1000,12
46,0,1000,2,9,1,1000,12
46,1,1000,2,1,1,1000,12
46,2,1000,2,1,1,1000,12
46,3,1000,2,1,1,1000,12
46,4,1000,2,1,1,1000,12
47,0,1000,2,9,1,1000,13
47,1,1000,2,1,1,1000,13
47,2,1000,2,1,1,1000,13
47,3,1000,2,2,1,1000,13
47,4,1000,2,2,1,1000,13
48,0,1000,2,10,1,1000,14
48,1,1000,2,1,1,1000,14
48,2,1000,2,2,1,1000,14
48,3,1000,2,1,1,1000,14
48,4,1000,2,1,1,1000,14
49,0,1000,2,9,1,1000,12
49,1,1000,2,1,1,1000,12
49,2,1000,2,1,1,1000,12
49,3,1000,2,1,1,1000,12
49,4,1000,2,7,1,1000,12
50,0,1000,2,9,1,1000,13
50,1,1000,2,1,1,1000,13
50,2,1000,2,2,1,1000,13
50,3,1000,2,2,1,1000,13
50,4,1000,2,1,1,1000,13
51,0,1000,2,11,1,1000,13
51,1,1000,2,4,1,1000,13
51,2,1000,2,2,1,1000,13
51,3,1000,2,1,1,1000,13
51,4,1000,2,3,1,1000,13
52,0,1000,2,10,1,1000,14
52,1,1000,2,1,1,1000,14
52,2,1000,2,1,1,1000,14
52,3,1000,2,1,1,1000,14
52,4,1000,2,2,1,1000,14
53,0,1000,2,11,1,1000,14
53,1,1000,2,1,1,1000,14
53,2,1000,2,2,1,1000,14
53,3,1000,2,1,1,1000,14
53,4,1000,2,1,1,1000,14
54,0,1000,2,12,1,1000,13
54,1,1000,2,3,1,1000,13
54,2,1000,2,2,1,1000,13
54,3,1000,2,3,1,1000,13
54,4,1000,2,1,1,1000,13
55,0,1000,2,10,1,1000,13
55,1,1000,2,2,1,1000,13
55,2,1000,2,1,1,1000,13
55,3,1000,2,1,1,1000,13
55,4,1000,2,1,1,1000,13
56,0,1000,2,10,1,1000,13
56,1,1000,2,1,1,1000,13
56,2,1000,2,1,1,1000,13
56,3,1000,2,1,1,1000,13
56,4,1000,2,3,1,1000,13
57,0,1000,2,10,1,1000,13
57,1,1000,2,1,1,1000,13
57,2,1000,2,1,1,1000,13
57,3,1000,2,1,1,1000,13
57,4,1000,2,1,1,1000,13
58,0,1000,2,9,1,1000,7
58,1,1000,2,1,1,1000,7
58,2,1000,2,1,1,1000,7
58,3,1000,2,1,1,1000,7
58,4,1000,2,1,1,1000,7
59,0,1000,2,9,1,1000,12
59,1,1000,2,1,1,1000,12
59,2,1000,2,2,1,1000,12
59,3,1000,2,1,1,1000,12
59,4,1000,2,1,1,1000,12
60,0,1000,2,9,1,1000,14
60,1,1000,2,1,1,1000,14
60,2,1000,2,1,1,1000,14
60,3,1000,2,1,1,1000,14
60,4,1000,2,1,1,1000,14
61,0,1000,2,10,1,1000,14
61,1,1000,2,1,1,1000,14
61,2,1000,2,2,1,1000,14
61,3,1000,2,4,1,1000,14
61,4,1000,2,1,1,1000,14
62,0,1000,2,9,1,1000,14
62,1,1000,2,2,1,1000,14
62,2,1000,2,1,1,1000,14
62,3,1000,2,1,1,1000,14
62,4,1000,2,5,1,1000,14
63,0,1000,2,11,1,1000,13
63,1,1000,2,2,1,1000,13
63,2,1000,2,4,1,1000,13
63,3,1000,2,1,1,1000,13
63,4,1000,2,1,1,1000,13
64,0,1000,2,10,1,1000,13
64,1,1000,2,1,1,1000,13
64,2,1000,2,2,1,1000,13
64,3,1000,2,1,1,1000,13
64,4,1000,2,1,1,1000,13
65,0,1000,2,10,1,1000,14
65,1,1000,2,1,1,1000,14
65,2,1000,2,4,1,1000,14
65,3,1000,2,1,1,1000,14
65,4,1000,2,1,1,1000,14
66,0,1000,2,8,1,1000,11
66,1,1000,2,1,1,1000,11
66,2,1000,2,2,1,1000,11
66,3,1000,2,1,1,1000,11
66,4,1000,2,1,1,1000,11
67,0,1000,2,8,1,1000,12
67,1,1000,2,1,1,1000,12
67,2,1000,2,3,1,1000,12
67,3,1000,2,1,1,1000,12
67,4,1000,2,1,1,1000,12
68,0,1000,2,10,1,1000,12
68,1,1000,2,1,1,1000,12
68,2,1000,2,1,1,1000,12
68,3,1000,2,1,1,1000,12
68,4,1000,2,1,1,1000,12
69,0,1000,2,10,1,1000,11
69,1,1000,2,1,1,1000,11
69,2,1000,2,2,1,1000,11
69,3,1000,2,2,1,1000,11
69,4,1000,2,1,1,1000,11
70,0,1000,2,9,1,1000,14
70,1,1000,2,1,1,1000,14
70,2,1000,2,1,1,1000,14
70,3,1000,2,1,1,1000,14
70,4,1000,2,1,1,1000,14
71,0,1000,2,10,1,1000,14
71,1,1000,2,1,1,1000,14
71,2,1000,2,1,1,1000,14
71,3,1000,2,1,1,1000,14
71,4,1000,2,1,1,1000,14
72,0,1000,2,10,1,1000,13
72,1,1000,2,1,1,1000,13
72,2,1000,2,2,1,1000,13
72,3,1000,2,3,1,1000,13
72,4,1000,2,1,1,1000,13
73,0,1000,2,9,1,1000,11
73,1,1000,2,2,1,1000,11
73,2,1000,2,3,1,1000,11
73,3,1000,2,2,1,1000,11
73,4,1000,2,1,1,1000,11
74,0,1000,2,11,1,1000,13
74,1,1000,2,1,1,1000,13
74,2,1000,2,1,1,1000,13
74,3,1000,2,1,1,1000,13
74,4,1000,2,1,1,1000,13
75,0,1000,2,10,1,1000,13
75,1,1000,2,1,1,1000,13
75,2,1000,2,1,1,1000,13
75,3,1000,2,1,1,1000,13
75,4,1000,2,1,1,1000,13
76,0,1000,2,8,1,1000,12
76,1,1000,2,1,1,1000,12
76,2,1000,2,2,1,1000,12
76,3,1000,2,1,1,1000,12
76,4,1000,2,2,1,1000,12
77,0,1000,2,11,1,1000,14
77,1,1000,2,4,1,1000,14
77,2,1000,2,1,1,1000,14
77,3,1000,2,1,1,1000,14
77,4,1000,2,1,1,1000,14
78,0,1000,2,9,1,1000,11
78,1,1000,2,1,1,1000,11
78,2,1000,2,4,1,1000,11
78,3,1000,2,1,1,1000,11
78,4,1000,2,2,1,1000,11
79,0,1000,2,9,1,1000,14
79,1,1000,2,1,1,1000,14
79,2,1000,2,2,1,1000,14
79,3,1000,2,1,1,1000,14
79,4,1000,2,1,1,1000,14
80,0,1000,2,9,1,1000,14
80,1,1000,2,1,1,1000,14
80,2,1000,2,1,1,1000,14
80,3,1000,2,1,1,1000,14
80,4,1000,2,4,1,1000,14
81,0,1000,2,9,1,1000,14
81,1,1000,2,3,1,1000,14
81,2,1000,2,1,1,1000,14
81,3,1000,2,1,1,1000,14
81,4,1000,2,3,1,1000,14
82,0,1000,2,10,1,1000,12
82,1,1000,2,1,1,1000,12
82,2,1000,2,2,1,1000,12
82,3,1000,2,3,1,1000,12
82,4,1000,2,1,1,1000,12
83,0,1000,2,10,1,1000,9
83,1,1000,2,1,1,1000,9
83,2,1000,2,1,1,1000,9
83,3,1000,2,1,1,1000,9
83,4,1000,2,2,1,1000,9
84,0,1000,2,11,1,1000,13
84,1,1000,2,2,1,1000,13
84,2,1000,2,1,1,1000,13
84,3,1000,2,1,1,1000,13
84,4,1000,2,1,1,1000,13
85,0,1000,2,10,1,1000,14
85,1,1000,2,3,1,1000,14
85,2,1000,2,1,1,1000,14
85,3,1000,2,1,1,1000,14
85,4,1000,2,1,1,1000,14
86,0,1000,2,9,1,1000,13
86,1,1000,2,1,1,1000,13
86,2,1000,2,1,1,1000,13
86,3,1000,2,1,1,1000,13
86,4,1000,2,6,1,1000,13
87,0,1000,2,11,1,1000,13
87,1,1000,2,4,1,1000,13
87,2,1000,2,1,1,1000,13
87,3,1000,2,3,1,1000,13
87,4,1000,2,1,1,1000,13
88,0,1000,2,9,1,1000,13
88,1,1000,2,2,1,1000,13
88,2,1000,2,1,1,1000,13
88,3,1000,2,1,1,1000,13
88,4,1000,2,3,1,1000,13
89,0,1000,2,8,1,1000,14
89,1,1000,2,3,1,1000,14
89,2,1000,2,2,1,1000,14
89,3,1000,2,3,1,1000,14
89,4,1000,2,1,1,1000,14
90,0,1000,2,11,1,1000,13
90,1,1000,2,1,1,1000,13
90,2,1000,2,4,1,1000,13
90,3,1000,2,3,1,1000,13
90,4,1000,2,1,1,1000,13
91,0,1000,2,10,1,1000,10
91,1,1000,2,1,1,1000,10
91,2,1000,2,2,1,1000,10
91,3,1000,2,1,1,1000,10
