graphid,repeatid,vertices, edges, ticks, min-degree, d-bound, nodes-deleted
357,3,1000,3,1,1,1000,2
357,4,1000,3,1,1,1000,2
358,0,1000,3,7,1,1000,1
358,1,1000,3,1,1,1000,1
358,2,1000,3,1,1,1000,1
358,3,1000,3,1,1,1000,1
358,4,1000,3,1,1,1000,1
359,0,1000,3,8,1,1000,0
359,1,1000,3,1,1,1000,0
359,2,1000,3,1,1,1000,0
359,3,1000,3,1,1,1000,0
359,4,1000,3,1,1,1000,0
360,0,1000,3,8,1,1000,1
360,1,1000,3,1,1,1000,1
360,2,1000,3,1,1,1000,1
360,3,1000,3,2,1,1000,1
360,4,1000,3,1,1,1000,1
361,0,1000,3,7,1,1000,1
361,1,1000,3,1,1,1000,1
361,2,1000,3,1,1,1000,1
361,3,1000,3,1,1,1000,1
361,4,1000,3,1,1,1000,1
362,0,1000,3,7,1,1000,4
362,1,1000,3,5,1,1000,4
362,2,1000,3,1,1,1000,4
362,3,1000,3,1,1,1000,4
362,4,1000,3,2,1,1000,4
363,0,1000,3,7,1,1000,2
363,1,1000,3,4,1,1000,2
363,2,1000,3,1,1,1000,2
363,3,1000,3,1,1,1000,2
363,4,1000,3,3,1,1000,2
364,0,1000,3,9,1,1000,1
364,1,1000,3,1,1,1000,1
364,2,1000,3,2,1,1000,1
364,3,1000,3,1,1,1000,1
364,4,1000,3,1,1,1000,1
365,0,1000,3,8,1,1000,2
365,1,1000,3,2,1,1000,2
365,2,1000,3,1,1,1000,2
365,3,1000,3,1,1,1000,2
365,4,1000,3,2,1,1000,2
366,0,1000,3,8,1,1000,3
366,1,1000,3,1,1,1000,3
366,2,1000,3,1,1,1000,3
366,3,1000,3,1,1,1000,3
366,4,1000,3,1,1,1000,3
367,0,1000,3,7,1,1000,2
367,1,1000,3,1,1,1000,2
367,2,1000,3,3,1,1000,2
367,3,1000,3,1,1,1000,2
367,4,1000,3,1,1,1000,2
368,0,1000,3,7,1,1000,4
368,1,1000,3,1,1,1000,4
368,2,1000,3,1,1,1000,4
368,3,1000,3,1,1,1000,4
368,4,1000,3,2,1,1000,4
369,0,1000,3,9,1,1000,3
369,1,1000,3,1,1,1000,3
369,2,1000,3,1,1,1000,3
369,3,1000,3,1,1,1000,3
369,4,1000,3,1,1,1000,3
370,0,1000,3,8,1,1000,2
370,1,1000,3,1,1,1000,2
370,2,1000,3,1,1,1000,2
370,3,1000,3,1,1,1000,2
370,4,1000,3,1,1,1000,2
371,0,1000,3,8,1,1000,4
371,1,1000,3,1,1,1000,4
371,2,1000,3,1,1,1000,4
371,3,1000,3,1,1,1000,4
371,4,1000,3,2,1,1000,4
372,0,1000,3,7,1,1000,2
372,1,1000,3,1,1,1000,2
372,2,1000,3,1,1,1000,2
372,3,1000,3,2,1,1000,2
372,4,1000,3,2,1,1000,2
373,0,1000,3,7,1,1000,4
373,1,1000,3,3,1,1000,4
373,2,1000,3,1,1,1000,4
373,3,1000,3,2,1,1000,4
373,4,1000,3,2,1,1000,4
374,0,1000,3,8,1,1000,4
374,1,1000,3,1,1,1000,4
374,2,1000,3,1,1,1000,4
374,3,1000,3,2,1,1000,4
374,4,1000,3,1,1,1000,4
375,0,1000,3,8,1,1000,5
375,1,1000,3,1,1,1000,5
375,2,1000,3,1,1,1000,5
375,3,1000,3,1,1,1000,5
375,4,1000,3,1,1,1000,5
376,0,1000,3,7,1,1000,0
376,1,1000,3,1,1,1000,0
376,2,1000,3,2,1,1000,0
376,3,1000,3,2,1,1000,0
376,4,1000,3,1,1,1000,0
377,0,1000,3,9,1,1000,3
377,1,1000,3,1,1,1000,3
377,2,1000,3,2,1,1000,3
377,3,1000,3,1,1,1000,3
377,4,1000,3,1,1,1000,3
378,0,1000,3,7,1,1000,3
378,1,1000,3,1,1,1000,3
378,2,1000,3,3,1,1000,3
378,3,1000,3,2,1,1000,3
378,4,1000,3,1,1,1000,3
379,0,1000,3,7,1,1000,1
379,1,1000,3,1,1,1000,1
379,2,1000,3,1,1,1000,1
379,3,1000,3,2,1,1000,1
379,4,1000,3,1,1,1000,1
380,0,1000,3,8,1,1000,2
380,1,1000,3,1,1,1000,2
380,2,1000,3,1,1,1000,2
380,3,1000,3,1,1,1000,2
380,4,1000,3,1,1,1000,2
381,0,1000,3,7,1,1000,3
381,1,1000,3,1,1,1000,3
381,2,1000,3,1,1,1000,3
381,3,1000,3,1,1,1000,3
381,4,1000,3,2,1,1000,3
382,0,1000,3,7,1,1000,2
382,1,1000,3,1,1,1000,2
382,2,1000,3,1,1,1000,2
382,3,1000,3,1,1,1000,2
382,4,1000,3,6,1,1000,2
383,0,1000,3,7,1,1000,4
383,1,1000,3,1,1,1000,4
383,2,1000,3,1,1,1000,4
383,3,1000,3,1,1,1000,4
383,4,1000,3,3,1,1000,4
384,0,1000,3,9,1,1000,0
384,1,1000,3,1,1,1000,0
384,2,1000,3,3,1,1000,0
384,3,1000,3,2,1,1000,0
384,4,1000,3,1,1,1000,0
385,0,1000,3,8,1,1000,1
385,1,1000,3,1,1,1000,1
385,2,1000,3,1,1,1000,1
385,3,1000,3,1,1,1000,1
385,4,1000,3,1,1,1000,1
386,0,1000,3,6,1,1000,2
386,1,1000,3,1,1,1000,2
386,2,1000,3,1,1,1000,2
386,3,1000,3,1,1,1000,2
386,4,1000,3,3,1,1000,2
387,0,1000,3,8,1,1000,0
387,1,1000,3,1,1,1000,0
387,2,1000,3,1,1,1000,0
387,3,1000,3,1,1,1000,0
387,4,1000,3,1,1,1000,0
388,0,1000,3,7,1,1000,3
388,1,1000,3,1,1,1000,3
388,2,1000,3,1,1,1000,3
388,3,1000,3,1,1,1000,3
388,4,1000,3,2,1,1000,3
389,0,1000,3,8,1,1000,1
389,1,1000,3,1,1,1000,1
389,2,1000,3,1,1,1000,1
389,3,1000,3,1,1,1000,1
389,4,1000,3,1,1,1000,1
390,0,1000,3,7,1,1000,0
390,1,1000,3,1,1,1000,0
390,2,1000,3,1,1,1000,0
390,3,1000,3,1,1,1000,0
390,4,1000,3,1,1,1000,0
391,0,1000,3,8,1,1000,2
391,1,1000,3,1,1,1000,2
391,2,1000,3,1,1,1000,2
391,3,1000,3,1,1,1000,2
391,4,1000,3,1,1,1000,2
392,0,1000,3,9,1,1000,4
392,1,1000,3,1,1,1000,4
392,2,1000,3,2,1,1000,4
392,3,1000,3,2,1,1000,4
392,4,1000,3,1,1,1000,4
393,0,1000,3,8,1,1000,2
393,1,1000,3,1,1,1000,2
393,2,1000,3,1,1,1000,2
393,3,1000,3,1,1,1000,2
393,4,1000,3,5,1,1000,2
394,0,1000,3,8,1,1000,11
394,1,1000,3,1,1,1000,11
394,2,1000,3,2,1,1000,11
394,3,1000,3,1,1,1000,11
394,4,1000,3,1,1,1000,11
395,0,1000,3,8,1,1000,4
395,1,1000,3,1,1,1000,4
395,2,1000,3,1,1,1000,4
395,3,1000,3,2,1,1000,4
395,4,1000,3,1,1,1000,4
396,0,1000,3,8,1,1000,1
396,1,1000,3,2,1,1000,1
396,2,1000,3,1,1,1000,1
396,3,1000,3,2,1,1000,1
396,4,1000,3,1,1,1000,1
397,0,1000,3,7,1,1000,4
397,1,1000,3,1,1,1000,4
397,2,1000,3,1,1,1000,4
397,3,1000,3,1,1,1000,4
397,4,1000,3,1,1,1000,4
398,0,1000,3,9,1,1000,3
398,1,1000,3,1,1,1000,3
398,2,1000,3,1,1,1000,3
398,3,1000,3,1,1,1000,3
398,4,1000,3,1,1,1000,3
399,0,1000,3,8,1,1000,0
399,1,1000,3,1,1,1000,0
399,2,1000,3,1,1,1000,0
399,3,1000,3,1,1,1000,0
399,4,1000,3,1,1,1000,0
400,0,1000,4,7,2,1000,1
400,1,1000,4,1,2,1000,1
400,2,1000,4,1,2,1000,1
400,3,1000,4,1,2,1000,1
400,4,1000,4,1,2,1000,1
401,0,1000,4,6,1,1000,0
401,1,1000,4,1,1,1000,0
401,2,1000,4,1,1,1000,0
401,3,1000,4,2,1,1000,0
401,4,1000,4,1,1,1000,0
402,0,1000,4,7,2,1000,0
402,1,1000,4,2,2,1000,0
402,2,1000,4,1,2,1000,0
402,3,1000,4,1,2,1000,0
402,4,1000,4,1,2,1000,0
403,0,1000,4,6,2,1000,1
403,1,1000,4,3,2,1000,1
403,2,1000,4,1,2,1000,1
403,3,1000,4,1,2,1000,1
403,4,1000,4,1,2,1000,1
404,0,1000,4,6,1,1000,0
404,1,1000,4,1,1,1000,0
404,2,1000,4,1,1,1000,0
404,3,1000,4,1,1,1000,0
404,4,1000,4,1,1,1000,0
405,0,1000,4,6,1,1000,0
405,1,1000,4,1,1,1000,0
405,2,1000,4,1,1,1000,0
405,3,1000,4,1,1,1000,0
405,4,1000,4,1,1,1000,0
406,0,1000,4,6,1,1000,0
406,1,1000,4,2,1,1000,0
406,2,1000,4,1,1,1000,0
406,3,1000,4,1,1,1000,0
406,4,1000,4,1,1,1000,0
407,0,1000,4,6,2,1000,2
407,1,1000,4,1,2,1000,2
407,2,1000,4,2,2,1000,2
407,3,1000,4,1,2,1000,2
407,4,1000,4,1,2,1000,2
408,0,1000,4,7,2,1000,0
408,1,1000,4,1,2,1000,0
408,2,1000,4,1,2,1000,0
408,3,1000,4,1,2,1000,0
408,4,1000,4,1,2,1000,0
409,0,1000,4,5,1,1000,0
409,1,1000,4,1,1,1000,0
409,2,1000,4,1,1,1000,0
409,3,1000,4,1,1,1000,0
409,4,1000,4,1,1,1000,0
410,0,1000,4,6,1,1000,2
410,1,1000,4,1,1,1000,2
410,2,1000,4,1,1,1000,2
410,3,1000,4,1,1,1000,2
410,4,1000,4,1,1,1000,2
411,0,1000,4,7,1,1000,0
411,1,1000,4,1,1,1000,0
411,2,1000,4,1,1,1000,0
411,3,1000,4,1,1,1000,0
411,4,1000,4,1,1,1000,0
412,0,1000,4,6,1,1000,0
412,1,1000,4,1,1,1000,0
412,2,1000,4,2,1,1000,0
412,3,1000,4,1,1,1000,0
412,4,1000,4,1,1,1000,0
413,0,1000,4,7,1,1000,1
413,1,1000,4,1,1,1000,1
413,2,1000,4,3,1,1000,1
413,3,1000,4,1,1,1000,1
413,4,1000,4,1,1,1000,1
414,0,1000,4,6,1,1000,1
414,1,1000,4,1,1,1000,1
414,2,1000,4,1,1,1000,1
414,3,1000,4,1,1,1000,1
414,4,1000,4,1,1,1000,1
415,0,1000,4,7,1,1000,0
415,1,1000,4,1,1,1000,0
415,2,1000,4,1,1,1000,0
415,3,1000,4,1,1,1000,0
415,4,1000,4,2,1,1000,0
416,0,1000,4,7,1,1000,0
416,1,1000,4,1,1,1000,0
416,2,1000,4,1,1,1000,0
416,3,1000,4,2,1,1000,0
416,4,1000,4,1,1,1000,0
417,0,1000,4,6,1,1000,0
417,1,1000,4,1,1,1000,0
417,2,1000,4,1,1,1000,0
417,3,1000,4,2,1,1000,0
417,4,1000,4,1,1,1000,0
418,0,1000,4,7,1,1000,0
418,1,1000,4,1,1,1000,0
418,2,1000,4,1,1,1000,0
418,3,1000,4,1,1,1000,0
418,4,1000,4,1,1,1000,0
419,0,1000,4,6,1,1000,0
419,1,1000,4,1,1,1000,0
419,2,1000,4,1,1,1000,0
419,3,1000,4,1,1,1000,0
419,4,1000,4,1,1,1000,0
420,0,1000,4,6,1,1000,1
420,1,1000,4,4,1,1000,1
420,2,1000,4,2,1,1000,1
420,3,1000,4,2,1,1000,1
420,4,1000,4,1,1,1000,1
421,0,1000,4,6,1,1000,1
421,1,1000,4,1,1,1000,1
421,2,1000,4,1,1,1000,1
421,3,1000,4,1,1,1000,1
421,4,1000,4,1,1,1000,1
422,0,1000,4,7,1,1000,1
422,1,1000,4,2,1,1000,1
422,2,1000,4,1,1,1000,1
422,3,1000,4,1,1,1000,1
422,4,1000,4,1,1,1000,1
423,0,1000,4,7,1,1000,0
423,1,1000,4,1,1,1000,0
423,2,1000,4,1,1,1000,0
423,3,1000,4,1,1,1000,0
423,4,1000,4,1,1,1000,0
424,0,1000,4,6,2,1000,2
424,1,1000,4,1,2,1000,2
424,2,1000,4,1,2,1000,2
424,3,1000,4,1,2,1000,2
424,4,1000,4,1,2,1000,2
425,0,1000,4,6,1,1000,0
425,1,1000,4,1,1,1000,0
425,2,1000,4,1,1,1000,0
425,3,1000,4,1,1,1000,0
425,4,1000,4,2,1,1000,0
426,0,1000,4,6,1,1000,0
426,1,1000,4,1,1,1000,0
426,2,1000,4,3,1,1000,0
426,3,1000,4,1,1,1000,0
426,4,1000,4,1,1,1000,0
427,0,1000,4,6,1,1000,0
427,1,1000,4,1,1,1000,0
427,2,1000,4,1,1,1000,0
427,3,1000,4,1,1,1000,0
427,4,1000,4,1,1,1000,0
428,0,1000,4,6,1,1000,0
428,1,1000,4,1,1,1000,0
428,2,1000,4,1,1,1000,0
428,3,1000,4,2,1,1000,0
428,4,1000,4,1,1,1000,0
429,0,1000,4,7,1,1000,0
429,1,1000,4,1,1,1000,0
429,2,1000,4,1,1,1000,0
429,3,1000,4,1,1,1000,0
429,4,1000,4,1,1,1000,0
430,0,1000,4,6,1,1000,1
430,1,1000,4,1,1,1000,1
430,2,1000,4,1,1,1000,1
430,3,1000,4,1,1,1000,1
430,4,1000,4,1,1,1000,1
431,0,1000,4,6,1,1000,0
431,1,1000,4,1,1,1000,0
431,2,1000,4,1,1,1000,0
431,3,1000,4,3,1,1000,0
431,4,1000,4,1,1,1000,0
432,0,1000,4,7,1,1000,2
432,1,1000,4,1,1,1000,2
432,2,1000,4,1,1,1000,2
432,3,1000,4,2,1,1000,2
432,4,1000,4,1,1,1000,2
433,0,1000,4,6,1,1000,0
433,1,1000,4,1,1,1000,0
433,2,1000,4,1,1,1000,0
433,3,1000,4,1,1,1000,0
433,4,1000,4,1,1,1000,0
434,0,1000,4,6,1,1000,0
434,1,1000,4,1,1,1000,0
434,2,1000,4,1,1,1000,0
434,3,1000,4,1,1,1000,0
434,4,1000,4,1,1,1000,0
435,0,1000,4,6,1,1000,0
435,1,1000,4,1,1,1000,0
435,2,1000,4,1,1,1000,0
435,3,1000,4,1,1,1000,0
435,4,1000,4,1,1,1000,0
436,0,1000,4,6,1,1000,0
436,1,1000,4,1,1,1000,0
436,2,1000,4,1,1,1000,0
436,3,1000,4,1,1,1000,0
436,4,1000,4,1,1,1000,0
437,0,1000,4,6,1,1000,0
437,1,1000,4,1,1,1000,0
437,2,1000,4,1,1,1000,0
437,3,1000,4,1,1,1000,0
437,4,1000,4,1,1,1000,0
438,0,1000,4,8,1,1000,0
438,1,1000,4,2,1,1000,0
438,2,1000,4,2,1,1000,0
438,3,1000,4,2,1,1000,0
438,4,1000,4,1,1,1000,0
439,0,1000,4,7,1,1000,1
439,1,1000,4,1,1,1000,1
439,2,1000,4,1,1,1000,1
439,3,1000,4,1,1,1000,1
439,4,1000,4,1,1,1000,1
440,0,1000,4,6,1,1000,1
440,1,1000,4,2,1,1000,1
440,2,1000,4,1,1,1000,1
440,3,1000,4,1,1,1000,1
440,4,1000,4,2,1,1000,1
441,0,1000,4,7,1,1000,0
441,1,1000,4,1,1,1000,0
441,2,1000,4,1,1,1000,0
441,3,1000,4,1,1,1000,0
441,4,1000,4,1,1,1000,0
442,0,1000,4,7,1,1000,0
442,1,1000,4,1,1,1000,0
442,2,1000,4,1,1,1000,0
442,3,1000,4,1,1,1000,0
442,4,1000,4,1,1,1000,0
443,0,1000,4,5,2,1000,1
443,1,1000,4,1,2,1000,1
443,2,1000,4,2,2,1000,1
443,3,1000,4,1,2,1000,1
443,4,1000,4,1,2,1000,1
444,0,1000,4,7,1,1000,1
444,1,1000,4,1,1,1000,1
444,2,1000,4,1,1,1000,1
444,3,1000,4,1,1,1000,1
444,4,1000,4,1,1,1000,1
445,0,1000,4,7,1,1000,0
445,1,1000,4,1,1,1000,0
445,2,1000,4,1,1,1000,0
445,3,1000,4,1,1,1000,0
445,4,1000,4,1,1,1000,0
446,0,1000,4,8,1,1000,0
446,1,1000,4,2,1,1000,0
446,2,1000,4,1,1,1000,0
446,3,1000,4,1,1,1000,0
446,4,1000,4,2,1,1000,0
447,0,1000,4,7,1,1000,1
447,1,1000,4,1,1,1000,1
447,2,1000,4,1,1,1000,1
447,3,1000,4,1,1,1000,1
447,4,1000,4,1,1,1000,1
448,0,1000,4,7,1,1000,1
448,1,1000,4,1,1,1000,1
448,2,1000,4,1,1,1000,1
448,3,1000,4,2,1,1000,1
448,4,1000,4,1,1,1000,1
449,0,1000,4,6,1,1000,0
449,1,1000,4,1,1,1000,0
449,2,1000,4,1,1,1000,0
449,3,1000,4,1,1,1000,0
449,4,1000,4,1,1,1000,0
450,0,1000,4,7,1,1000,0
450,1,1000,4,1,1,1000,0
450,2,1000,4,1,1,1000,0
450,3,1000,4,1,1,1000,0
450,4,1000,4,1,1,1000,0
451,0,1000,4,7,1,1000,1
451,1,1000,4,1,1,1000,1
451,2,1000,4,1,1,1000,1
451,3,1000,4,1,1,1000,1
451,4,1000,4,1,1,1000,1
452,0,1000,4,7,1,1000,1
452,1,1000,4,2,1,1000,1
452,2,1000,4,1,1,1000,1
452,3,1000,4,1,1,1000,1
452,4,1000,4,1,1,1000,1
453,0,1000,4,6,1,1000,0
453,1,1000,4,3,1,1000,0
453,2,1000,4,1,1,1000,0
453,3,1000,4,1,1,1000,0
453,4,1000,4,1,1,1000,0
454,0,1000,4,7,1,1000,0
454,1,1000,4,1,1,1000,0
454,2,1000,4,3,1,1000,0
454,3,1000,4,1,1,1000,0
454,4,1000,4,1,1,1000,0
455,0,1000,4,7,1,1000,1
455,1,1000,4,1,1,1000,1
455,2,1000,4,1,1,1000,1
455,3,1000,4,1,1,1000,1
455,4,1000,4,1,1,1000,1
456,0,1000,4,8,1,1000,0
456,1,1000,4,1,1,1000,0
456,2,1000,4,1,1,1000,0
456,3,1000,4,1,1,1000,0
456,4,1000,4,1,1,1000,0
457,0,1000,4,6,1,1000,0
457,1,1000,4,1,1,1000,0
457,2,1000,4,1,1,1000,0
457,3,1000,4,1,1,1000,0
457,4,1000,4,2,1,1000,0
458,0,1000,4,7,1,1000,0
458,1,1000,4,3,1,1000,0
458,2,1000,4,1,1,1000,0
458,3,1000,4,1,1,1000,0
458,4,1000,4,2,1,1000,0
459,0,1000,4,7,1,1000,0
459,1,1000,4,1,1,1000,0
459,2,1000,4,1,1,1000,0
459,3,1000,4,1,1,1000,0
459,4,1000,4,1,1,1000,0
460,0,1000,4,7,1,1000,0
460,1,1000,4,2,1,1000,0
460,2,1000,4,1,1,1000,0
460,3,1000,4,1,1,1000,0
460,4,1000,4,1,1,1000,0
461,0,1000,4,7,1,1000,0
461,1,1000,4,1,1,1000,0
461,2,1000,4,1,1,1000,0
461,3,1000,4,3,1,1000,0
461,4,1000,4,1,1,1000,0
462,0,1000,4,8,1,1000,0
462,1,1000,4,1,1,1000,0
462,2,1000,4,1,1,1000,0
462,3,1000,4,1,1,1000,0
462,4,1000,4,2,1,1000,0
463,0,1000,4,6,2,1000,0
463,1,1000,4,1,2,1000,0
463,2,1000,4,2,2,1000,0
463,3,1000,4,1,2,1000,0
463,4,1000,4,1,2,1000,0
464,0,1000,4,7,1,1000,0
464,1,1000,4,2,1,1000,0
464,2,1000,4,1,1,1000,0
464,3,1000,4,1,1,1000,0
464,4,1000,4,1,1,1000,0
465,0,1000,4,8,1,1000,0
465,1,1000,4,1,1,1000,0
465,2,1000,4,1,1,1000,0
465,3,1000,4,1,1,1000,0
465,4,1000,4,1,1,1000,0
466,0,1000,4,7,1,1000,0
466,1,1000,4,1,1,1000,0
466,2,1000,4,4,1,1000,0
466,3,1000,4,1,1,1000,0
466,4,1000,4,1,1,1000,0
467,0,1000,4,7,1,1000,0
467,1,1000,4,1,1,1000,0
467,2,1000,4,1,1,1000,0
467,3,1000,4,1,1,1000,0
467,4,1000,4,1,1,1000,0
468,0,1000,4,7,1,1000,0
468,1,1000,4,1,1,1000,0
468,2,1000,4,1,1,1000,0
468,3,1000,4,1,1,1000,0
468,4,1000,4,1,1,1000,0
469,0,1000,4,8,1,1000,1
469,1,1000,4,1,1,1000,1
469,2,1000,4,1,1,1000,1
469,3,1000,4,1,1,1000,1
469,4,1000,4,3,1,1000,1
470,0,1000,4,7,1,1000,2
470,1,1000,4,2,1,1000,2
470,2,1000,4,1,1,1000,2
470,3,1000,4,1,1,1000,2
470,4,1000,4,1,1,1000,2
471,0,1000,4,7,1,1000,0
471,1,1000,4,1,1,1000,0
471,2,1000,4,1,1,1000,0
471,3,1000,4,1,1,1000,0
471,4,1000,4,2,1,1000,0
472,0,1000,4,8,1,1000,1
472,1,1000,4,1,1,1000,1
472,2,1000,4,2,1,1000,1
472,3,1000,4,1,1,1000,1
472,4,1000,4,1,1,1000,1
473,0,1000,4,7,1,1000,0
473,1,1000,4,1,1,1000,0
473,2,1000,4,1,1,1000,0
473,3,1000,4,1,1,1000,0
473,4,1000,4,1,1,1000,0
474,0,1000,4,7,1,1000,0
474,1,1000,4,1,1,1000,0
474,2,1000,4,1,1,1000,0
474,3,1000,4,1,1,1000,0
474,4,1000,4,1,1,1000,0
475,0,1000,4,7,1,1000,2
475,1,1000,4,1,1,1000,2
475,2,1000,4,1,1,1000,2
475,3,1000,4,1,1,1000,2
475,4,1000,4,1,1,1000,2
476,0,1000,4,7,1,1000,0
476,1,1000,4,1,1,1000,0
476,2,1000,4,1,1,1000,0
476,3,1000,4,1,1,1000,0
476,4,1000,4,2,1,1000,0
477,0,1000,4,7,2,1000,0
477,1,1000,4,1,2,1000,0
477,2,1000,4,1,2,1000,0
477,3,1000,4,3,2,1000,0
477,4,1000,4,2,2,1000,0
478,0,1000,4,6,1,1000,0
478,1,1000,4,1,1,1000,0
478,2,1000,4,1,1,1000,0
478,3,1000,4,1,1,1000,0
478,4,1000,4,1,1,1000,0
479,0,1000,4,6,1,1000,1
479,1,1000,4,1,1,1000,1
479,2,1000,4,1,1,1000,1
479,3,1000,4,1,1,1000,1
479,4,1000,4,1,1,1000,1
480,0,1000,4,6,1,1000,1
480,1,1000,4,1,1,1000,1
480,2,1000,4,2,1,1000,1
480,3,1000,4,1,1,1000,1
480,4,1000,4,1,1,1000,1
481,0,1000,4,6,1,1000,0
481,1,1000,4,1,1,1000,0
481,2,1000,4,2,1,1000,0
481,3,1000,4,1,1,1000,0
481,4,1000,4,1,1,1000,0
482,0,1000,4,6,1,1000,1
482,1,1000,4,1,1,1000,1
482,2,1000,4,1,1,1000,1
482,3,1000,4,1,1,1000,1
482,4,1000,4,1,1,1000,1
483,0,1000,4,7,1,1000,0
483,1,1000,4,1,1,1000,0
483,2,1000,4,2,1,1000,0
483,3,1000,4,1,1,1000,0
483,4,1000,4,1,1,1000,0
484,0,1000,4,8,1,1000,1
484,1,1000,4,1,1,1000,1
484,2,1000,4,1,1,1000,1
484,3,1000,4,1,1,1000,1
484,4,1000,4,1,1,1000,1
485,0,1000,4,6,1,1000,0
485,1,1000,4,1,1,1000,0
485,2,1000,4,2,1,1000,0
485,3,1000,4,1,1,1000,0
485,4,1000,4,1,1,1000,0
486,0,1000,4,8,1,1000,0
486,1,1000,4,2,1,1000,0
486,2,1000,4,1,1,1000,0
486,3,1000,4,1,1,1000,0
486,4,1000,4,2,1,1000,0
487,0,1000,4,6,1,1000,0
487,1,1000,4,1,1,1000,0
487,2,1000,4,1,1,1000,0
487,3,1000,4,1,1,1000,0
487,4,1000,4,1,1,1000,0
488,0,1000,4,7,2,1000,0
488,1,1000,4,1,2,1000,0
488,2,1000,4,2,2,1000,0
488,3,1000,4,1,2,1000,0
488,4,1000,4,1,2,1000,0
489,0,1000,4,6,1,1000,0
489,1,1000,4,1,1,1000,0
489,2,1000,4,1,1,1000,0
489,3,1000,4,1,1,1000,0
489,4,1000,4,1,1,1000,0
490,0,1000,4,7,1,1000,1
490,1,1000,4,1,1,1000,1
490,2,1000,4,1,1,1000,1
490,3,1000,4,1,1,1000,1
490,4,1000,4,1,1,1000,1
491,0,1000,4,7,2,1000,1
491,1,1000,4,1,2,1000,1
491,2,1000,4,1,2,1000,1
491,3,1000,4,1,2,1000,1
491,4,1000,4,3,2,1000,1
492,0,1000,4,6,1,1000,0
492,1,1000,4,1,1,1000,0
492,2,1000,4,2,1,1000,0
492,3,1000,4,1,1,1000,0
492,4,1000,4,1,1,1000,0
493,0,1000,4,6,1,1000,0
493,1,1000,4,1,1,1000,0
493,2,1000,4,1,1,1000,0
493,3,1000,4,1,1,1000,0
493,4,1000,4,1,1,1000,0
494,0,1000,4,7,1,1000,0
494,1,1000,4,2,1,1000,0
494,2,1000,4,3,1,1000,0
494,3,1000,4,1,1,1000,0
494,4,1000,4,1,1,1000,0
495,0,1000,4,7,2,1000,1
495,1,1000,4,1,2,1000,1
495,2,1000,4,1,2,1000,1
495,3,1000,4,1,2,1000,1
495,4,1000,4,1,2,1000,1
496,0,1000,4,7,1,1000,0
496,1,1000,4,1,1,1000,0
496,2,1000,4,1,1,1000,0
496,3,1000,4,1,1,1000,0
496,4,1000,4,1,1,1000,0
497,0,1000,4,6,2,1000,0
497,1,1000,4,1,2,1000,0
497,2,1000,4,2,2,1000,0
497,3,1000,4,1,2,1000,0
497,4,1000,4,1,2,1000,0
498,0,1000,4,7,1,1000,1
498,1,1000,4,1,1,1000,1
498,2,1000,4,2,1,1000,1
498,3,1000,4,1,1,1000,1
498,4,1000,4,1,1,1000,1
499,0,1000,4,7,1,1000,1
499,1,1000,4,3,1,1000,1
499,2,1000,4,1,1,1000,1
499,3,1000,4,1,1,1000,1
499,4,1000,4,1,1,1000,1
500,0,1000,4,7,1,1000,0
500,1,1000,4,1,1,1000,0
500,2,1000,4,1,1,1000,0
500,3,1000,4,1,1,1000,0
500,4,1000,4,1,1,1000,0
501,0,1000,4,7,1,1000,0
501,1,1000,4,1,1,1000,0
501,2,1000,4,2,1,1000,0
501,3,1000,4,1,1,1000,0
501,4,1000,4,3,1,1000,0
502,0,1000,4,8,1,1000,0
502,1,1000,4,1,1,1000,0
502,2,1000,4,2,1,1000,0
502,3,1000,4,1,1,1000,0
502,4,1000,4,1,1,1000,0
503,0,1000,4,7,1,1000,0
503,1,1000,4,1,1,1000,0
503,2,1000,4,1,1,1000,0
503,3,1000,4,1,1,1000,0
503,4,1000,4,2,1,1000,0
504,0,1000,4,6,1,1000,1
504,1,1000,4,2,1,1000,1
504,2,1000,4,2,1,1000,1
504,3,1000,4,1,1,1000,1
504,4,1000,4,1,1,1000,1
505,0,1000,4,6,1,1000,1
505,1,1000,4,1,1,1000,1
505,2,1000,4,2,1,1000,1
505,3,1000,4,1,1,1000,1
505,4,1000,4,1,1,1000,1
506,0,1000,4,6,1,1000,0
506,1,1000,4,1,1,1000,0
506,2,1000,4,1,1,1000,0
506,3,1000,4,1,1,1000,0
506,4,1000,4,1,1,1000,0
507,0,1000,4,8,1,1000,0
507,1,1000,4,1,1,1000,0
507,2,1000,4,1,1,1000,0
507,3,1000,4,1,1,1000,0
507,4,1000,4,1,1,1000,0
508,0,1000,4,6,1,1000,1
508,1,1000,4,2,1,1000,1
508,2,1000,4,2,1,1000,1
508,3,1000,4,1,1,1000,1
508,4,1000,4,1,1,1000,1
509,0,1000,4,7,2,1000,0
509,1,1000,4,1,2,1000,0
509,2,1000,4,1,2,1000,0
509,3,1000,4,1,2,1000,0
509,4,1000,4,1,2,1000,0
510,0,1000,4,8,1,1000,0
510,1,1000,4,3,1,1000,0
510,2,1000,4,1,1,1000,0
510,3,1000,4,1,1,1000,0
510,4,1000,4,1,1,1000,0
511,0,1000,4,7,1,1000,0
511,1,1000,4,1,1,1000,0
511,2,1000,4,1,1,1000,0
511,3,1000,4,1,1,1000,0
511,4,1000,4,2,1,1000,0
512,0,1000,4,7,1,1000,1
512,1,1000,4,1,1,1000,1
512,2,1000,4,1,1,1000,1
