graphid,repeatid,vertices, edges, ticks, num-messages-sent,num-bits-sent,num-broadcasts-sent
465,4,100,15,12,1818,1818,62
466,0,100,15,42,2043,2043,70
466,1,100,15,21,2823,2823,96
466,2,100,15,12,2072,2072,71
466,3,100,15,9,2175,2175,73
466,4,100,15,12,2412,2412,81
467,0,100,15,9,1989,1989,66
467,1,100,15,30,2898,2898,96
467,2,100,15,18,2196,2196,74
467,3,100,15,15,2281,2281,77
467,4,100,15,21,2073,2073,69
468,0,100,15,12,2347,2347,79
468,1,100,15,9,2296,2296,76
468,2,100,15,12,2278,2278,77
468,3,100,15,12,2235,2235,77
468,4,100,15,18,2283,2283,78
469,0,100,15,12,2434,2434,83
469,1,100,15,15,2335,2335,78
469,2,100,15,27,2217,2217,75
469,3,100,15,18,1792,1792,60
469,4,100,15,6,2065,2065,70
470,0,100,15,15,2211,2211,76
470,1,100,15,27,2093,2093,70
470,2,100,15,12,2334,2334,79
470,3,100,15,18,2433,2433,84
470,4,100,15,15,2044,2044,69
471,0,100,15,12,2480,2480,85
471,1,100,15,12,2509,2509,86
471,2,100,15,30,2135,2135,72
471,3,100,15,42,2876,2876,96
471,4,100,15,12,2448,2448,85
472,0,100,15,12,2608,2608,88
472,1,100,15,48,2920,2920,97
472,2,100,15,15,2789,2789,95
472,3,100,15,12,1949,1949,66
472,4,100,15,51,2291,2291,78
473,0,100,15,9,2071,2071,71
473,1,100,15,42,3069,3069,104
473,2,100,15,33,1825,1825,60
473,3,100,15,15,2187,2187,73
473,4,100,15,24,2065,2065,70
474,0,100,15,21,2459,2459,84
474,1,100,15,24,2669,2669,90
474,2,100,15,15,2445,2445,83
474,3,100,15,12,2584,2584,86
474,4,100,15,18,1988,1988,69
475,0,100,15,24,2756,2756,93
475,1,100,15,15,2177,2177,72
475,2,100,15,18,2309,2309,78
475,3,100,15,18,1919,1919,65
475,4,100,15,12,2143,2143,73
476,0,100,15,9,2007,2007,68
476,1,100,15,12,2061,2061,70
476,2,100,15,18,2061,2061,70
476,3,100,15,12,1788,1788,63
476,4,100,15,12,1970,1970,66
477,0,100,15,30,2180,2180,74
477,1,100,15,12,2224,2224,75
477,2,100,15,45,2005,2005,68
477,3,100,15,30,2412,2412,80
477,4,100,15,15,2118,2118,72
478,0,100,15,12,2329,2329,77
478,1,100,15,18,2714,2714,91
478,2,100,15,18,2408,2408,81
478,3,100,15,21,2024,2024,70
478,4,100,15,15,2013,2013,68
479,0,100,15,18,2388,2388,81
479,1,100,15,21,2282,2282,78
479,2,100,15,15,2500,2500,84
479,3,100,15,36,1607,1607,55
479,4,100,15,15,2355,2355,77
480,0,100,15,9,1935,1935,65
480,1,100,15,24,2168,2168,74
480,2,100,15,33,2297,2297,78
480,3,100,15,21,2962,2962,97
480,4,100,15,15,2188,2188,73
481,0,100,15,27,2290,2290,78
481,1,100,15,21,1702,1702,56
481,2,100,15,21,1831,1831,61
481,3,100,15,24,2185,2185,74
481,4,100,15,21,2227,2227,77
482,0,100,15,18,2777,2777,95
482,1,100,15,15,2038,2038,69
482,2,100,15,24,2307,2307,78
482,3,100,15,21,1964,1964,65
482,4,100,15,15,2066,2066,71
483,0,100,15,12,2047,2047,68
483,1,100,15,9,2187,2187,72
483,2,100,15,9,2152,2152,72
483,3,100,15,45,2391,2391,82
483,4,100,15,15,2452,2452,84
484,0,100,15,24,2323,2323,79
484,1,100,15,81,2238,2238,75
484,2,100,15,21,2648,2648,90
484,3,100,15,21,2234,2234,76
484,4,100,15,18,1943,1943,66
485,0,100,15,9,1776,1776,60
485,1,100,15,33,2255,2255,77
485,2,100,15,39,1952,1952,66
485,3,100,15,24,2182,2182,73
485,4,100,15,36,2339,2339,77
486,0,100,15,21,2450,2450,83
486,1,100,15,9,2039,2039,69
486,2,100,15,12,2491,2491,82
486,3,100,15,12,1872,1872,62
486,4,100,15,9,2260,2260,77
487,0,100,15,36,2664,2664,87
487,1,100,15,9,2397,2397,82
487,2,100,15,24,2516,2516,84
487,3,100,15,9,2056,2056,70
487,4,100,15,15,2446,2446,83
488,0,100,15,12,2127,2127,72
488,1,100,15,21,1825,1825,63
488,2,100,15,12,2346,2346,81
488,3,100,15,36,2265,2265,77
488,4,100,15,21,2203,2203,74
489,0,100,15,21,2162,2162,73
489,1,100,15,33,2188,2188,74
489,2,100,15,15,2187,2187,72
489,3,100,15,21,2392,2392,81
489,4,100,15,12,2171,2171,74
490,0,100,15,18,2226,2226,75
490,1,100,15,18,2478,2478,85
490,2,100,15,24,1914,1914,65
490,3,100,15,24,2283,2283,77
490,4,100,15,9,2086,2086,71
491,0,100,15,12,2101,2101,69
491,1,100,15,24,2371,2371,80
491,2,100,15,18,2209,2209,75
491,3,100,15,42,2315,2315,78
491,4,100,15,18,2348,2348,78
492,0,100,15,15,2993,2993,102
492,1,100,15,9,1953,1953,66
492,2,100,15,9,2122,2122,72
492,3,100,15,18,1959,1959,66
492,4,100,15,15,1909,1909,65
493,0,100,15,18,2647,2647,90
493,1,100,15,18,1728,1728,58
493,2,100,15,15,2546,2546,86
493,3,100,15,18,2372,2372,82
493,4,100,15,9,2271,2271,74
494,0,100,15,12,2665,2665,88
494,1,100,15,18,2771,2771,95
494,2,100,15,15,2311,2311,77
494,3,100,15,12,2137,2137,72
494,4,100,15,30,2123,2123,72
495,0,100,15,6,1893,1893,64
495,1,100,15,30,2702,2702,93
495,2,100,15,18,2101,2101,72
495,3,100,15,33,2031,2031,71
495,4,100,15,48,2387,2387,81
496,0,100,15,12,2271,2271,76
496,1,100,15,15,2521,2521,87
496,2,100,15,81,2797,2797,100
496,3,100,15,24,2080,2080,71
496,4,100,15,48,2344,2344,79
497,0,100,15,12,2431,2431,82
497,1,100,15,15,1623,1623,56
497,2,100,15,30,2504,2504,83
497,3,100,15,12,1906,1906,64
497,4,100,15,21,2367,2367,80
498,0,100,15,12,2066,2066,69
498,1,100,15,18,2659,2659,90
498,2,100,15,12,2446,2446,82
498,3,100,15,9,1861,1861,62
498,4,100,15,27,2277,2277,79
499,0,100,15,36,2310,2310,78
499,1,100,15,12,1983,1983,64
499,2,100,15,9,1823,1823,63
499,3,100,15,18,1968,1968,66
499,4,100,15,24,1975,1975,68
500,0,100,15,21,2416,2416,82
500,1,100,15,15,2368,2368,80
500,2,100,15,24,2445,2445,82
500,3,100,15,12,1735,1735,61
500,4,100,15,21,2316,2316,79
501,0,100,15,12,2215,2215,74
501,1,100,15,24,2052,2052,70
501,2,100,15,21,2045,2045,68
501,3,100,15,18,2784,2784,95
501,4,100,15,48,2299,2299,78
502,0,100,15,30,2773,2773,95
502,1,100,15,9,2201,2201,73
502,2,100,15,18,1866,1866,65
502,3,100,15,18,1970,1970,68
502,4,100,15,18,2648,2648,90
503,0,100,15,15,2323,2323,78
503,1,100,15,66,2459,2459,84
503,2,100,15,27,2168,2168,72
503,3,100,15,9,2463,2463,83
503,4,100,15,12,2344,2344,78
504,0,100,15,12,2553,2553,85
504,1,100,15,33,2627,2627,87
504,2,100,15,18,2556,2556,86
504,3,100,15,36,2276,2276,77
504,4,100,15,21,1937,1937,65
505,0,100,15,24,1774,1774,60
505,1,100,15,15,2047,2047,70
505,2,100,15,21,1799,1799,62
505,3,100,15,42,2471,2471,84
505,4,100,15,15,1986,1986,69
506,0,100,15,93,2302,2302,77
506,1,100,15,12,1767,1767,60
506,2,100,15,9,2410,2410,82
506,3,100,15,63,2652,2652,88
506,4,100,15,15,2276,2276,77
507,0,100,15,27,2094,2094,72
507,1,100,15,18,2166,2166,73
507,2,100,15,27,2757,2757,92
507,3,100,15,12,2309,2309,79
507,4,100,15,33,2766,2766,96
508,0,100,15,12,2056,2056,71
508,1,100,15,42,2769,2769,95
508,2,100,15,9,1841,1841,62
508,3,100,15,18,2182,2182,74
508,4,100,15,21,2000,2000,66
509,0,100,15,15,1924,1924,66
509,1,100,15,15,2424,2424,81
509,2,100,15,24,2188,2188,74
509,3,100,15,18,2133,2133,71
509,4,100,15,18,1998,1998,69
510,0,100,15,24,2122,2122,71
510,1,100,15,9,2019,2019,69
510,2,100,15,27,2473,2473,84
510,3,100,15,24,2470,2470,83
510,4,100,15,39,2430,2430,83
511,0,100,15,12,2512,2512,85
511,1,100,15,12,2631,2631,88
511,2,100,15,33,2353,2353,79
511,3,100,15,9,2260,2260,76
511,4,100,15,18,2049,2049,70
512,0,100,15,9,1849,1849,63
512,1,100,15,15,2427,2427,81
512,2,100,15,24,2767,2767,94
512,3,100,15,15,2087,2087,71
512,4,100,15,12,2246,2246,75
513,0,100,15,18,1909,1909,63
513,1,100,15,21,2539,2539,85
513,2,100,15,21,2261,2261,76
513,3,100,15,18,2068,2068,72
513,4,100,15,9,1685,1685,58
514,0,100,15,15,2617,2617,89
514,1,100,15,123,2738,2738,93
514,2,100,15,87,2445,2445,84
514,3,100,15,18,2084,2084,72
514,4,100,15,33,2188,2188,75
515,0,100,15,15,2532,2532,85
515,1,100,15,39,1935,1935,66
515,2,100,15,18,2681,2681,92
515,3,100,15,45,2525,2525,87
515,4,100,15,21,2343,2343,79
516,0,100,15,12,2205,2205,75
516,1,100,15,33,2429,2429,83
516,2,100,15,42,2421,2421,82
516,3,100,15,36,1927,1927,66
516,4,100,15,9,2316,2316,77
517,0,100,15,21,2311,2311,77
517,1,100,15,21,2498,2498,86
517,2,100,15,30,2412,2412,82
517,3,100,15,21,1939,1939,66
517,4,100,15,9,1799,1799,61
518,0,100,15,21,2121,2121,72
518,1,100,15,42,2891,2891,100
518,2,100,15,9,2286,2286,78
518,3,100,15,51,1941,1941,66
518,4,100,15,15,2787,2787,94
519,0,100,15,21,2172,2172,72
519,1,100,15,21,2387,2387,77
519,2,100,15,12,1772,1772,62
519,3,100,15,72,1875,1875,65
519,4,100,15,18,2250,2250,76
520,0,100,15,9,2050,2050,69
520,1,100,15,15,2307,2307,77
520,2,100,15,24,2156,2156,76
520,3,100,15,24,2418,2418,82
520,4,100,15,12,1998,1998,66
521,0,100,15,18,2707,2707,92
521,1,100,15,27,2537,2537,85
521,2,100,15,36,2366,2366,79
521,3,100,15,27,2206,2206,73
521,4,100,15,27,2756,2756,93
522,0,100,15,21,2179,2179,73
522,1,100,15,15,2370,2370,80
522,2,100,15,12,2573,2573,86
522,3,100,15,15,3004,3004,101
522,4,100,15,18,2329,2329,78
523,0,100,15,9,2612,2612,88
523,1,100,15,15,2433,2433,83
523,2,100,15,24,2067,2067,70
523,3,100,15,33,2390,2390,79
523,4,100,15,27,2444,2444,81
524,0,100,15,30,2278,2278,78
524,1,100,15,9,2194,2194,76
524,2,100,15,12,2228,2228,77
524,3,100,15,18,2251,2251,78
524,4,100,15,9,2085,2085,72
525,0,100,15,24,1996,1996,68
525,1,100,15,33,2119,2119,74
525,2,100,15,21,3058,3058,103
525,3,100,15,45,2459,2459,83
525,4,100,15,21,2154,2154,74
526,0,100,15,27,2039,2039,69
526,1,100,15,12,2205,2205,76
526,2,100,15,15,1815,1815,60
526,3,100,15,36,2568,2568,88
526,4,100,15,24,2514,2514,86
527,0,100,15,15,2299,2299,78
527,1,100,15,9,2080,2080,70
527,2,100,15,36,2427,2427,81
527,3,100,15,54,2049,2049,70
527,4,100,15,24,2513,2513,87
528,0,100,15,15,2427,2427,81
528,1,100,15,39,2302,2302,79
528,2,100,15,21,2254,2254,77
528,3,100,15,12,1921,1921,65
528,4,100,15,27,2294,2294,77
529,0,100,15,30,2834,2834,97
529,1,100,15,15,2142,2142,73
529,2,100,15,9,2014,2014,67
529,3,100,15,18,2752,2752,93
529,4,100,15,63,2548,2548,88
530,0,100,15,15,2000,2000,68
530,1,100,15,27,2936,2936,100
530,2,100,15,15,2267,2267,77
530,3,100,15,15,2430,2430,83
530,4,100,15,81,1960,1960,66
531,0,100,15,21,2221,2221,74
531,1,100,15,30,2113,2113,71
531,2,100,15,33,2567,2567,87
531,3,100,15,33,2306,2306,77
531,4,100,15,36,2381,2381,83
532,0,100,15,9,2242,2242,75
532,1,100,15,27,2945,2945,99
532,2,100,15,27,2479,2479,85
532,3,100,15,12,2544,2544,87
532,4,100,15,9,2167,2167,72
533,0,100,15,21,2424,2424,81
533,1,100,15,12,2451,2451,82
533,2,100,15,12,2355,2355,79
533,3,100,15,12,2360,2360,82
533,4,100,15,24,2311,2311,77
534,0,100,15,18,2288,2288,79
534,1,100,15,12,2402,2402,82
534,2,100,15,12,2171,2171,72
534,3,100,15,9,2768,2768,93
534,4,100,15,15,2304,2304,76
535,0,100,15,30,1774,1774,62
535,1,100,15,12,2388,2388,81
535,2,100,15,12,1791,1791,63
535,3,100,15,24,2259,2259,77
535,4,100,15,21,2640,2640,89
536,0,100,15,15,2625,2625,94
536,1,100,15,30,2171,2171,75
536,2,100,15,30,2345,2345,80
536,3,100,15,21,2227,2227,77
536,4,100,15,18,2610,2610,86
537,0,100,15,15,2349,2349,80
537,1,100,15,18,2180,2180,74
537,2,100,15,75,2548,2548,87
537,3,100,15,15,1947,1947,67
537,4,100,15,123,2613,2613,89
538,0,100,15,36,2577,2577,86
538,1,100,15,21,2474,2474,83
538,2,100,15,21,2292,2292,77
538,3,100,15,66,2484,2484,85
538,4,100,15,18,2848,2848,94
539,0,100,15,12,2289,2289,77
539,1,100,15,21,2144,2144,73
539,2,100,15,36,2565,2565,88
539,3,100,15,21,2796,2796,95
539,4,100,15,45,2718,2718,92
540,0,100,15,18,1999,1999,68
540,1,100,15,15,2372,2372,81
540,2,100,15,30,3337,3337,112
540,3,100,15,30,2416,2416,82
540,4,100,15,24,2172,2172,73
541,0,100,15,18,2225,2225,75
541,1,100,15,18,2556,2556,87
541,2,100,15,9,2026,2026,68
541,3,100,15,15,2249,2249,76
541,4,100,15,9,2189,2189,75
542,0,100,15,15,2238,2238,77
542,1,100,15,57,2430,2430,83
542,2,100,15,30,2105,2105,71
542,3,100,15,9,1978,1978,64
542,4,100,15,18,2205,2205,77
543,0,100,15,9,2220,2220,74
543,1,100,15,9,2527,2527,82
543,2,100,15,12,2589,2589,87
543,3,100,15,12,2029,2029,70
543,4,100,15,21,2368,2368,81
544,0,100,15,30,2578,2578,88
544,1,100,15,12,1958,1958,67
544,2,100,15,15,2200,2200,75
544,3,100,15,39,2326,2326,81
544,4,100,15,21,2332,2332,78
545,0,100,15,36,2278,2278,77
545,1,100,15,18,2626,2626,89
545,2,100,15,12,1776,1776,60
545,3,100,15,12,2534,2534,84
545,4,100,15,63,2425,2425,82
546,0,100,15,15,2239,2239,75
546,1,100,15,48,2329,2329,78
546,2,100,15,12,2037,2037,68
546,3,100,15,57,2421,2421,82
546,4,100,15,6,1955,1955,66
547,0,100,15,39,2358,2358,79
547,1,100,15,21,2433,2433,82
547,2,100,15,15,2147,2147,73
547,3,100,15,12,2049,2049,69
547,4,100,15,24,1876,1876,63
548,0,100,15,18,2361,2361,78
548,1,100,15,21,1949,1949,65
548,2,100,15,15,2047,2047,70
548,3,100,15,15,2422,2422,83
548,4,100,15,15,1796,1796,62
549,0,100,15,45,2334,2334,81
549,1,100,15,18,2331,2331,77
549,2,100,15,12,2171,2171,72
549,3,100,15,33,2117,2117,74
549,4,100,15,39,1845,1845,62
550,0,100,15,21,1963,1963,66
550,1,100,15,15,2243,2243,77
550,2,100,15,9,1885,1885,63
550,3,100,15,27,2180,2180,73
550,4,100,15,21,2158,2158,71
551,0,100,15,27,2232,2232,74
551,1,100,15,21,2648,2648,89
551,2,100,15,12,2619,2619,88
551,3,100,15,39,1839,1839,63
551,4,100,15,18,2482,2482,84
552,0,100,15,36,2061,2061,71
552,1,100,15,18,2239,2239,75
552,2,100,15,15,2148,2148,75
552,3,100,15,27,2376,2376,81
552,4,100,15,18,2403,2403,82
553,0,100,15,12,2082,2082,70
553,1,100,15,9,2267,2267,76
553,2,100,15,9,1865,1865,63
553,3,100,15,18,2618,2618,89
553,4,100,15,33,2073,2073,71
554,0,100,15,21,1907,1907,66
554,1,100,15,15,2521,2521,84
554,2,100,15,12,2225,2225,74
554,3,100,15,12,2113,2113,73
554,4,100,15,15,2272,2272,74
555,0,100,15,21,2204,2204,74
555,1,100,15,18,2168,2168,73
555,2,100,15,21,2431,2431,84
555,3,100,15,24,2424,2424,83
555,4,100,15,9,2304,2304,77
556,0,100,15,12,1966,1966,65
556,1,100,15,12,2088,2088,73
556,2,100,15,9,2002,2002,66
556,3,100,15,9,1939,1939,67
556,4,100,15,15,2012,2012,70
557,0,100,15,33,2115,2115,73
557,1,100,15,27,2138,2138,74
557,2,100,15,24,2300,2300,77
557,3,100,15,24,2196,2196,74
557,4,100,15,12,2169,2169,73
558,0,100,15,18,2649,2649,89
558,1,100,15,15,2082,2082,71
558,2,100,15,12,1823,1823,63
558,3,100,15,48,3232,3232,108
558,4,100,15,15,1878,1878,63
559,0,100,15,12,2243,2243,74
559,1,100,15,30,2473,2473,82
559,2,100,15,18,2129,2129,74
559,3,100,15,24,2141,2141,72
559,4,100,15,12,1903,1903,64
560,0,100,15,12,2234,2234,75
560,1,100,15,30,2191,2191,77
560,2,100,15,27,2536,2536,86
560,3,100,15,12,2168,2168,73
560,4,100,15,24,2272,2272,76
561,0,100,15,18,1976,1976,68
561,1,100,15,15,2077,2077,71
561,2,100,15,15,2363,2363,78
561,3,100,15,39,2907,2907,102
561,4,100,15,24,2138,2138,74
562,0,100,15,15,2308,2308,77
562,1,100,15,69,2525,2525,86
562,2,100,15,27,2490,2490,83
562,3,100,15,15,2350,2350,77
562,4,100,15,24,2481,2481,86
563,0,100,15,12,2313,2313,79
563,1,100,15,9,2143,2143,72
563,2,100,15,12,2431,2431,83
563,3,100,15,18,2271,2271,76
563,4,100,15,15,2268,2268,75
564,0,100,15,15,2315,2315,78
564,1,100,15,21,2632,2632,88
564,2,100,15,9,2153,2153,73
564,3,100,15,18,2514,2514,86
564,4,100,15,12,2089,2089,70
565,0,100,15,15,1940,1940,65
565,1,100,15,21,2638,2638,88
565,2,100,15,21,2529,2529,85
565,3,100,15,12,2406,2406,82
565,4,100,15,33,2052,2052,70
566,0,100,15,24,2482,2482,86
566,1,100,15,15,1968,1968,68
566,2,100,15,27,2241,2241,76
566,3,100,15,15,2303,2303,78
566,4,100,15,30,2658,2658,92
567,0,100,15,15,1920,1920,67
567,1,100,15,30,2313,2313,78
567,2,100,15,15,2771,2771,93
567,3,100,15,9,2117,2117,72
567,4,100,15,6,1900,1900,66
568,0,100,15,18,2450,2450,84
568,1,100,15,27,2316,2316,79
568,2,100,15,12,2297,2297,77
568,3,100,15,21,2592,2592,87
568,4,100,15,21,2115,2115,74
569,0,100,15,42,2449,2449,82
569,1,100,15,18,2579,2579,88
569,2,100,15,15,1892,1892,65
569,3,100,15,15,2161,2161,73
569,4,100,15,27,2207,2207,75
570,0,100,15,24,2307,2307,79
570,1,100,15,24,2176,2176,72
570,2,100,15,15,1924,1924,66
570,3,100,15,15,2375,2375,80
570,4,100,15,36,2304,2304,80
571,0,100,15,12,1849,1849,64
571,1,100,15,18,2075,2075,70
571,2,100,15,21,2318,2318,79
571,3,100,15,27,2253,2253,77
571,4,100,15,12,1789,1789,59
572,0,100,15,12,2387,2387,78
572,1,100,15,15,2342,2342,80
572,2,100,15,15,2422,2422,80
572,3,100,15,21,2856,2856,96
572,4,100,15,18,2579,2579,86
573,0,100,15,12,2334,2334,78
573,1,100,15,15,2282,2282,77
573,2,100,15,18,2039,2039,69
573,3,100,15,21,2659,2659,90
573,4,100,15,9,1891,1891,64
574,0,100,15,24,1992,1992,67
574,1,100,15,45,2564,2564,87
574,2,100,15,45,2556,2556,88
574,3,100,15,39,2219,2219,75
574,4,100,15,15,2371,2371,82
575,0,100,15,33,2924,2924,98
575,1,100,15,33,2685,2685,89
575,2,100,15,24,2518,2518,86
575,3,100,15,24,2798,2798,93
575,4,100,15,12,2131,2131,73
576,0,100,15,9,2124,2124,73
576,1,100,15,6,1859,1859,64
576,2,100,15,27,2424,2424,81
576,3,100,15,15,2145,2145,73
576,4,100,15,18,2305,2305,76
577,0,100,15,21,2480,2480,84
577,1,100,15,45,2658,2658,90
577,2,100,15,12,2676,2676,89
577,3,100,15,27,2135,2135,70
577,4,100,15,39,2162,2162,72
578,0,100,15,18,2471,2471,82
578,1,100,15,9,1880,1880,63
578,2,100,15,21,2611,2611,87
578,3,100,15,27,2096,2096,72
578,4,100,15,12,2483,2483,82
579,0,100,15,15,1950,1950,66
579,1,100,15,21,2302,2302,77
579,2,100,15,69,2792,2792,93
579,3,100,15,42,2288,2288,79
579,4,100,15,12,2090,2090,71
580,0,100,15,15,2381,2381,79
580,1,100,15,21,2328,2328,78
580,2,100,15,18,2377,2377,81
580,3,100,15,18,2836,2836,96
580,4,100,15,24,1918,1918,65
581,0,100,15,45,2210,2210,73
581,1,100,15,30,1911,1911,63
581,2,100,15,21,2320,2320,79
581,3,100,15,9,1965,1965,67
581,4,100,15,24,2276,2276,79
582,0,100,15,12,2308,2308,78
582,1,100,15,39,2568,2568,86
582,2,100,15,15,2116,2116,72
582,3,100,15,18,1746,1746,59
582,4,100,15,36,2434,2434,83
583,0,100,15,51,2820,2820,94
583,1,100,15,9,2479,2479,85
583,2,100,15,33,2444,2444,84
583,3,100,15,15,2070,2070,70
583,4,100,15,12,2099,2099,73
584,0,100,15,9,1982,1982,67
584,1,100,15,27,2683,2683,90
584,2,100,15,21,2337,2337,78
584,3,100,15,12,2040,2040,69
584,4,100,15,24,2649,2649,90
585,0,100,15,12,2317,2317,78
585,1,100,15,12,1547,1547,53
585,2,100,15,15,2929,2929,101
585,3,100,15,9,2615,2615,87
585,4,100,15,21,2450,2450,82
586,0,100,15,18,2350,2350,78
586,1,100,15,36,2519,2519,84
586,2,100,15,12,2006,2006,68
586,3,100,15,30,2141,2141,73
586,4,100,15,21,2140,2140,71
587,0,100,15,27,2204,2204,75
587,1,100,15,15,2293,2293,78
587,2,100,15,15,1694,1694,58
587,3,100,15,30,2800,2800,95
587,4,100,15,12,1573,1573,53
588,0,100,15,24,1951,1951,67
588,1,100,15,9,2301,2301,78
588,2,100,15,18,1796,1796,59
588,3,100,15,21,2389,2389,81
588,4,100,15,15,2304,2304,78
589,0,100,15,42,2706,2706,93
589,1,100,15,9,2456,2456,81
589,2,100,15,6,1901,1901,63
589,3,100,15,12,1907,1907,65
589,4,100,15,12,1985,1985,68
590,0,100,15,36,2338,2338,78
590,1,100,15,21,2105,2105,72
590,2,100,15,36,2340,2340,82
590,3,100,15,24,2375,2375,81
590,4,100,15,27,2323,2323,79
591,0,100,15,27,2511,2511,84
591,1,100,15,12,1708,1708,59
591,2,100,15,24,2287,2287,81
591,3,100,15,21,2148,2148,74
591,4,100,15,18,2551,2551,86
592,0,100,15,18,2468,2468,83
592,1,100,15,12,2179,2179,73
592,2,100,15,24,2251,2251,76
592,3,100,15,57,2306,2306,77
592,4,100,15,9,1996,1996,65
593,0,100,15,15,2269,2269,75
593,1,100,15,21,2540,2540,86
593,2,100,15,9,2205,2205,74
593,3,100,15,30,2275,2275,76
593,4,100,15,42,2553,2553,86
594,0,100,15,12,2371,2371,80
594,1,100,15,12,1862,1862,64
594,2,100,15,18,2390,2390,81
594,3,100,15,24,2263,2263,77
594,4,100,15,12,2126,2126,74
595,0,100,15,24,2580,2580,89
595,1,100,15,42,2149,2149,71
595,2,100,15,6,2090,2090,69
595,3,100,15,12,1964,1964,68
595,4,100,15,9,2287,2287,77
596,0,100,15,21,1952,1952,67
596,1,100,15,9,2089,2089,72
596,2,100,15,15,2169,2169,74
596,3,100,15,24,2389,2389,81
596,4,100,15,27,2378,2378,84
597,0,100,15,15,2471,2471,86
597,1,100,15,18,2359,2359,79
597,2,100,15,21,2335,2335,81
597,3,100,15,39,2593,2593,87
597,4,100,15,42,2193,2193,75
598,0,100,15,12,2346,2346,80
598,1,100,15,15,2411,2411,80
598,2,100,15,12,2050,2050,68
598,3,100,15,12,2015,2015,68
598,4,100,15,30,2464,2464,83
599,0,100,15,30,2835,2835,96
599,1,100,15,33,1803,1803,60
599,2,100,15,18,2616,2616,87
599,3,100,15,9,1848,1848,62
599,4,100,15,60,2568,2568,88
600,0,1000,3,36,5656,5656,1034
600,1,1000,3,39,5866,5866,1058
600,2,1000,3,36,5654,5654,1039
600,3,1000,3,36,5509,5509,1032
600,4,1000,3,60,5485,5485,1015
601,0,1000,3,39,5621,5621,1030
601,1,1000,3,30,5533,5533,1003
601,2,1000,3,33,5588,5588,1014
601,3,1000,3,51,5831,5831,1048
601,4,1000,3,33,5859,5859,1100
602,0,1000,3,33,5398,5398,1004
602,1,1000,3,39,5879,5879,1051
602,2,1000,3,48,5572,5572,1029
602,3,1000,3,51,5718,5718,1033
602,4,1000,3,57,5509,5509,1020
603,0,1000,3,48,5449,5449,1011
603,1,1000,3,57,5426,5426,1004
603,2,1000,3,60,5565,5565,1020
603,3,1000,3,57,5380,5380,977
603,4,1000,3,84,5690,5690,1037
604,0,1000,3,33,5760,5760,1033
604,1,1000,3,63,5605,5605,1036
604,2,1000,3,48,5724,5724,1045
604,3,1000,3,66,5798,5798,1060
604,4,1000,3,57,5705,5705,1058
605,0,1000,3,54,5582,5582,1046
605,1,1000,3,39,5690,5690,1039
605,2,1000,3,54,5547,5547,1028
605,3,1000,3,48,5726,5726,1028
605,4,1000,3,33,5414,5414,1011
606,0,1000,3,39,5447,5447,1004
606,1,1000,3,60,5592,5592,1026
606,2,1000,3,105,5853,5853,1058
606,3,1000,3,54,5672,5672,1018
606,4,1000,3,30,5700,5700,1047
607,0,1000,3,51,5764,5764,1080
607,1,1000,3,60,5837,5837,1078
607,2,1000,3,51,5673,5673,1065
607,3,1000,3,48,5399,5399,1002
607,4,1000,3,69,5724,5724,1047
608,0,1000,3,60,5591,5591,1034
608,1,1000,3,45,5509,5509,1032
608,2,1000,3,63,5384,5384,1009
608,3,1000,3,45,5642,5642,1036
608,4,1000,3,36,5799,5799,1075
609,0,1000,3,48,5873,5873,1079
609,1,1000,3,36,5675,5675,1028
609,2,1000,3,54,5820,5820,1047
609,3,1000,3,51,5673,5673,1054
609,4,1000,3,60,5629,5629,1043
610,0,1000,3,30,5630,5630,1028
610,1,1000,3,57,5650,5650,1039
610,2,1000,3,42,5648,5648,1026
610,3,1000,3,39,5443,5443,1000
610,4,1000,3,81,5541,5541,1018
611,0,1000,3,42,5673,5673,1049
611,1,1000,3,33,5945,5945,1091
611,2,1000,3,66,5694,5694,1062
611,3,1000,3,99,5712,5712,1051
611,4,1000,3,63,5453,5453,1007
612,0,1000,3,33,5512,5512,989
612,1,1000,3,42,5536,5536,1027
612,2,1000,3,39,5634,5634,1037
612,3,1000,3,57,5534,5534,1007
612,4,1000,3,39,5864,5864,1061
613,0,1000,3,42,5719,5719,1035
613,1,1000,3,63,5810,5810,1038
613,2,1000,3,36,5694,5694,1032
613,3,1000,3,51,5691,5691,1034
613,4,1000,3,123,5890,5890,1066
614,0,1000,3,39,5627,5627,1063
614,1,1000,3,48,5762,5762,1060
614,2,1000,3,45,5809,5809,1067
614,3,1000,3,54,5731,5731,1063
614,4,1000,3,45,5635,5635,1023
615,0,1000,3,66,5812,5812,1066
615,1,1000,3,60,5469,5469,984
615,2,1000,3,33,5419,5419,998
615,3,1000,3,63,5589,5589,1022
615,4,1000,3,51,5841,5841,1053
616,0,1000,3,90,5928,5928,1087
616,1,1000,3,48,5550,5550,1018
616,2,1000,3,72,5677,5677,1065
616,3,1000,3,60,5650,5650,1039
616,4,1000,3,63,5695,5695,1035
617,0,1000,3,51,5972,5972,1077
617,1,1000,3,45,5715,5715,1037
617,2,1000,3,60,5953,5953,1089
617,3,1000,3,45,5624,5624,1034
617,4,1000,3,33,5630,5630,1017
618,0,1000,3,45,5408,5408,1014
618,1,1000,3,51,5830,5830,1069
618,2,1000,3,36,5520,5520,1004
