epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1751275298069,2025-06-30T12.21.38.069,0.000,-0.133,-0.102,1.034
1751275298079,2025-06-30T12.21.38.079,0.010,-0.160,-0.100,1.059
1751275298089,2025-06-30T12.21.38.089,0.020,-0.188,-0.097,1.071
1751275298099,2025-06-30T12.21.38.099,0.030,-0.183,-0.094,1.071
1751275298109,2025-06-30T12.21.38.109,0.040,-0.171,-0.090,1.070
1751275298119,2025-06-30T12.21.38.119,0.050,-0.170,-0.088,1.075
1751275298129,2025-06-30T12.21.38.129,0.060,-0.172,-0.088,1.076
1751275298139,2025-06-30T12.21.38.139,0.070,-0.174,-0.087,1.070
1751275298149,2025-06-30T12.21.38.149,0.080,-0.176,-0.083,1.068
1751275298159,2025-06-30T12.21.38.159,0.090,-0.173,-0.082,1.060
1751275298169,2025-06-30T12.21.38.169,0.100,-0.169,-0.081,1.048
1751275298179,2025-06-30T12.21.38.179,0.110,-0.183,-0.081,1.032
1751275298189,2025-06-30T12.21.38.189,0.120,-0.187,-0.079,1.023
1751275298199,2025-06-30T12.21.38.199,0.130,-0.182,-0.080,1.019
1751275298209,2025-06-30T12.21.38.209,0.140,-0.177,-0.081,1.016
1751275298219,2025-06-30T12.21.38.219,0.150,-0.169,-0.082,1.032
1751275298229,2025-06-30T12.21.38.229,0.160,-0.153,-0.082,1.046
1751275298239,2025-06-30T12.21.38.239,0.170,-0.148,-0.078,1.036
1751275298249,2025-06-30T12.21.38.249,0.180,-0.155,-0.077,1.026
1751275298259,2025-06-30T12.21.38.259,0.190,-0.157,-0.078,1.016
1751275298269,2025-06-30T12.21.38.269,0.200,-0.163,-0.080,1.005
1751275298279,2025-06-30T12.21.38.279,0.210,-0.165,-0.076,1.004
1751275298289,2025-06-30T12.21.38.289,0.220,-0.164,-0.073,0.991
1751275298299,2025-06-30T12.21.38.299,0.230,-0.167,-0.076,0.978
1751275298309,2025-06-30T12.21.38.309,0.240,-0.163,-0.081,0.976
1751275298319,2025-06-30T12.21.38.319,0.250,-0.156,-0.088,0.978
1751275298329,2025-06-30T12.21.38.329,0.260,-0.152,-0.093,0.988
1751275298339,2025-06-30T12.21.38.339,0.270,-0.148,-0.091,0.984
1751275298349,2025-06-30T12.21.38.349,0.280,-0.148,-0.089,0.979
1751275298359,2025-06-30T12.21.38.359,0.290,-0.156,-0.087,0.977
1751275298369,2025-06-30T12.21.38.369,0.300,-0.167,-0.089,0.966
1751275298379,2025-06-30T12.21.38.379,0.310,-0.178,-0.085,0.950
1751275298389,2025-06-30T12.21.38.389,0.320,-0.181,-0.083,0.941
1751275298399,2025-06-30T12.21.38.399,0.330,-0.172,-0.082,0.938
1751275298409,2025-06-30T12.21.38.409,0.340,-0.162,-0.082,0.937
1751275298419,2025-06-30T12.21.38.419,0.350,-0.160,-0.083,0.931
1751275298429,2025-06-30T12.21.38.429,0.360,-0.165,-0.081,0.914
1751275298439,2025-06-30T12.21.38.439,0.370,-0.168,-0.080,0.901
1751275298449,2025-06-30T12.21.38.449,0.380,-0.163,-0.087,0.897
1751275298459,2025-06-30T12.21.38.459,0.390,-0.152,-0.082,0.890
1751275298469,2025-06-30T12.21.38.469,0.400,-0.144,-0.077,0.875
1751275298479,2025-06-30T12.21.38.479,0.410,-0.139,-0.077,0.859
1751275298489,2025-06-30T12.21.38.489,0.420,-0.130,-0.076,0.837
1751275298499,2025-06-30T12.21.38.499,0.430,-0.122,-0.076,0.813
1751275298509,2025-06-30T12.21.38.509,0.440,-0.114,-0.069,0.788
1751275298519,2025-06-30T12.21.38.519,0.450,-0.111,-0.062,0.757
1751275298529,2025-06-30T12.21.38.529,0.460,-0.107,-0.050,0.743
1751275298539,2025-06-30T12.21.38.539,0.470,-0.093,-0.042,0.727
1751275298549,2025-06-30T12.21.38.549,0.480,-0.087,-0.034,0.706
1751275298559,2025-06-30T12.21.38.559,0.490,-0.071,-0.021,0.681
1751275298569,2025-06-30T12.21.38.569,0.500,-0.043,-0.008,0.675
1751275298579,2025-06-30T12.21.38.579,0.510,-0.021,-0.002,0.678
1751275298589,2025-06-30T12.21.38.589,0.520,0.000,0.004,0.705
1751275298599,2025-06-30T12.21.38.599,0.530,0.029,0.009,0.746
1751275298609,2025-06-30T12.21.38.609,0.540,0.043,0.016,0.769
1751275298619,2025-06-30T12.21.38.619,0.550,0.022,0.029,0.767
1751275298629,2025-06-30T12.21.38.629,0.560,-0.036,0.044,0.761
1751275298639,2025-06-30T12.21.38.639,0.570,-0.083,0.051,0.760
1751275298649,2025-06-30T12.21.38.649,0.580,-0.088,0.049,0.764
1751275298659,2025-06-30T12.21.38.659,0.590,-0.066,0.053,0.778
1751275298669,2025-06-30T12.21.38.669,0.600,-0.022,0.062,0.802
1751275298679,2025-06-30T12.21.38.679,0.610,0.013,0.071,0.824
1751275298689,2025-06-30T12.21.38.689,0.620,0.029,0.072,0.850
1751275298699,2025-06-30T12.21.38.699,0.630,0.029,0.083,0.887
1751275298709,2025-06-30T12.21.38.709,0.640,0.015,0.106,0.924
1751275298719,2025-06-30T12.21.38.719,0.650,0.001,0.126,0.955
1751275298729,2025-06-30T12.21.38.729,0.660,-0.030,0.156,0.983
1751275298739,2025-06-30T12.21.38.739,0.670,-0.065,0.174,1.004
1751275298749,2025-06-30T12.21.38.749,0.680,-0.100,0.190,1.015
1751275298759,2025-06-30T12.21.38.759,0.690,-0.112,0.202,1.025
1751275298769,2025-06-30T12.21.38.769,0.700,-0.100,0.216,1.041
1751275298779,2025-06-30T12.21.38.779,0.710,-0.076,0.233,1.062
1751275298789,2025-06-30T12.21.38.789,0.720,-0.047,0.253,1.070
1751275298799,2025-06-30T12.21.38.799,0.730,-0.032,0.268,1.086
1751275298809,2025-06-30T12.21.38.809,0.740,-0.021,0.273,1.101
1751275298819,2025-06-30T12.21.38.819,0.750,-0.032,0.278,1.125
1751275298829,2025-06-30T12.21.38.829,0.760,-0.045,0.287,1.142
1751275298839,2025-06-30T12.21.38.839,0.770,-0.043,0.293,1.152
1751275298849,2025-06-30T12.21.38.849,0.780,-0.055,0.302,1.163
1751275298859,2025-06-30T12.21.38.859,0.790,-0.064,0.314,1.164
1751275298869,2025-06-30T12.21.38.869,0.800,-0.063,0.326,1.164
1751275298879,2025-06-30T12.21.38.879,0.810,-0.054,0.336,1.168
1751275298889,2025-06-30T12.21.38.889,0.820,-0.035,0.347,1.177
1751275298899,2025-06-30T12.21.38.899,0.830,-0.027,0.355,1.189
1751275298909,2025-06-30T12.21.38.909,0.840,-0.026,0.357,1.211
1751275298919,2025-06-30T12.21.38.919,0.850,-0.019,0.357,1.229
1751275298929,2025-06-30T12.21.38.929,0.860,-0.006,0.367,1.253
1751275298939,2025-06-30T12.21.38.939,0.870,-0.002,0.373,1.272
1751275298949,2025-06-30T12.21.38.949,0.880,0.000,0.379,1.282
1751275298959,2025-06-30T12.21.38.959,0.890,0.004,0.383,1.298
1751275298969,2025-06-30T12.21.38.969,0.900,0.021,0.380,1.307
1751275298979,2025-06-30T12.21.38.979,0.910,0.029,0.376,1.305
1751275298989,2025-06-30T12.21.38.989,0.920,0.026,0.381,1.295
1751275298999,2025-06-30T12.21.38.999,0.930,0.009,0.389,1.280
1751275299009,2025-06-30T12.21.39.009,0.940,-0.003,0.392,1.272
1751275299019,2025-06-30T12.21.39.019,0.950,-0.002,0.394,1.271
1751275299029,2025-06-30T12.21.39.029,0.960,-0.002,0.396,1.261
1751275299039,2025-06-30T12.21.39.039,0.970,-0.003,0.394,1.246
1751275299049,2025-06-30T12.21.39.049,0.980,-0.015,0.392,1.225
1751275299059,2025-06-30T12.21.39.059,0.990,-0.020,0.389,1.208
1751275299069,2025-06-30T12.21.39.069,1.000,-0.006,0.385,1.204
1751275299079,2025-06-30T12.21.39.079,1.010,0.011,0.382,1.200
1751275299089,2025-06-30T12.21.39.089,1.020,0.021,0.374,1.205
1751275299099,2025-06-30T12.21.39.099,1.030,0.021,0.371,1.220
1751275299109,2025-06-30T12.21.39.109,1.040,0.018,0.369,1.241
1751275299119,2025-06-30T12.21.39.119,1.050,0.012,0.374,1.270
1751275299129,2025-06-30T12.21.39.129,1.060,-0.006,0.377,1.303
1751275299139,2025-06-30T12.21.39.139,1.070,-0.014,0.387,1.320
1751275299149,2025-06-30T12.21.39.149,1.080,-0.015,0.395,1.318
1751275299159,2025-06-30T12.21.39.159,1.090,-0.025,0.390,1.311
1751275299169,2025-06-30T12.21.39.169,1.100,-0.047,0.383,1.292
1751275299179,2025-06-30T12.21.39.179,1.110,-0.054,0.385,1.279
1751275299189,2025-06-30T12.21.39.189,1.120,-0.046,0.380,1.269
1751275299199,2025-06-30T12.21.39.199,1.130,-0.049,0.370,1.263
1751275299209,2025-06-30T12.21.39.209,1.140,-0.047,0.359,1.254
1751275299219,2025-06-30T12.21.39.219,1.150,-0.026,0.346,1.248
1751275299229,2025-06-30T12.21.39.229,1.160,-0.009,0.337,1.241
1751275299239,2025-06-30T12.21.39.239,1.170,0.009,0.336,1.236
1751275299249,2025-06-30T12.21.39.249,1.180,0.038,0.333,1.222
1751275299259,2025-06-30T12.21.39.259,1.190,0.057,0.323,1.192
1751275299269,2025-06-30T12.21.39.269,1.200,0.061,0.312,1.158
1751275299279,2025-06-30T12.21.39.279,1.210,0.052,0.298,1.130
1751275299289,2025-06-30T12.21.39.289,1.220,0.028,0.287,1.089
1751275299299,2025-06-30T12.21.39.299,1.230,0.004,0.273,1.050
1751275299309,2025-06-30T12.21.39.309,1.240,-0.013,0.266,1.018
1751275299319,2025-06-30T12.21.39.319,1.250,-0.014,0.254,0.981
1751275299329,2025-06-30T12.21.39.329,1.260,-0.014,0.238,0.944
1751275299339,2025-06-30T12.21.39.339,1.270,-0.014,0.224,0.919
1751275299349,2025-06-30T12.21.39.349,1.280,-0.001,0.201,0.903
1751275299359,2025-06-30T12.21.39.359,1.290,0.022,0.176,0.887
1751275299369,2025-06-30T12.21.39.369,1.300,0.031,0.160,0.877
1751275299379,2025-06-30T12.21.39.379,1.310,0.027,0.151,0.865
1751275299389,2025-06-30T12.21.39.389,1.320,0.025,0.129,0.854
1751275299399,2025-06-30T12.21.39.399,1.330,0.019,0.111,0.856
1751275299409,2025-06-30T12.21.39.409,1.340,0.007,0.102,0.861
1751275299419,2025-06-30T12.21.39.419,1.350,-0.013,0.088,0.851
1751275299429,2025-06-30T12.21.39.429,1.360,-0.057,0.073,0.843
1751275299439,2025-06-30T12.21.39.439,1.370,-0.081,0.064,0.858
1751275299449,2025-06-30T12.21.39.449,1.380,-0.087,0.048,0.875
1751275299459,2025-06-30T12.21.39.459,1.390,-0.087,0.036,0.870
1751275299469,2025-06-30T12.21.39.469,1.400,-0.070,0.026,0.857
1751275299479,2025-06-30T12.21.39.479,1.410,-0.030,0.009,0.854
1751275299489,2025-06-30T12.21.39.489,1.420,0.022,-0.000,0.838
1751275299499,2025-06-30T12.21.39.499,1.430,0.037,-0.009,0.820
1751275299509,2025-06-30T12.21.39.509,1.440,0.031,-0.015,0.802
1751275299519,2025-06-30T12.21.39.519,1.450,0.024,-0.022,0.792
1751275299529,2025-06-30T12.21.39.529,1.460,0.049,-0.029,0.797
1751275299539,2025-06-30T12.21.39.539,1.470,0.087,-0.039,0.800
1751275299549,2025-06-30T12.21.39.549,1.480,0.086,-0.050,0.788
1751275299559,2025-06-30T12.21.39.559,1.490,0.076,-0.054,0.774
1751275299569,2025-06-30T12.21.39.569,1.500,0.065,-0.057,0.762
1751275299579,2025-06-30T12.21.39.579,1.510,0.049,-0.067,0.751
1751275299589,2025-06-30T12.21.39.589,1.520,0.028,-0.075,0.729
1751275299599,2025-06-30T12.21.39.599,1.530,0.010,-0.085,0.715
1751275299609,2025-06-30T12.21.39.609,1.540,0.007,-0.089,0.708
1751275299619,2025-06-30T12.21.39.619,1.550,0.027,-0.098,0.725
1751275299629,2025-06-30T12.21.39.629,1.560,0.064,-0.109,0.739
1751275299639,2025-06-30T12.21.39.639,1.570,0.075,-0.119,0.737
1751275299649,2025-06-30T12.21.39.649,1.580,0.066,-0.127,0.742
1751275299659,2025-06-30T12.21.39.659,1.590,0.073,-0.130,0.759
1751275299669,2025-06-30T12.21.39.669,1.600,0.071,-0.127,0.781
1751275299679,2025-06-30T12.21.39.679,1.610,0.051,-0.125,0.817
1751275299689,2025-06-30T12.21.39.689,1.620,0.029,-0.125,0.841
1751275299699,2025-06-30T12.21.39.699,1.630,0.010,-0.125,0.859
1751275299709,2025-06-30T12.21.39.709,1.640,0.007,-0.125,0.884
1751275299719,2025-06-30T12.21.39.719,1.650,0.008,-0.126,0.907
1751275299729,2025-06-30T12.21.39.729,1.660,0.002,-0.124,0.924
1751275299739,2025-06-30T12.21.39.739,1.670,-0.010,-0.121,0.938
1751275299749,2025-06-30T12.21.39.749,1.680,-0.017,-0.118,0.956
1751275299759,2025-06-30T12.21.39.759,1.690,-0.023,-0.113,0.989
1751275299769,2025-06-30T12.21.39.769,1.700,-0.020,-0.106,1.021
1751275299779,2025-06-30T12.21.39.779,1.710,-0.023,-0.103,1.040
1751275299789,2025-06-30T12.21.39.789,1.720,-0.020,-0.103,1.044
1751275299799,2025-06-30T12.21.39.799,1.730,-0.005,-0.101,1.054
1751275299809,2025-06-30T12.21.39.809,1.740,0.015,-0.093,1.063
1751275299819,2025-06-30T12.21.39.819,1.750,0.025,-0.089,1.069
1751275299829,2025-06-30T12.21.39.829,1.760,0.023,-0.091,1.068
1751275299839,2025-06-30T12.21.39.839,1.770,0.021,-0.088,1.067
1751275299849,2025-06-30T12.21.39.849,1.780,0.020,-0.090,1.060
1751275299859,2025-06-30T12.21.39.859,1.790,0.018,-0.089,1.057
1751275299869,2025-06-30T12.21.39.869,1.800,0.016,-0.087,1.043
1751275299879,2025-06-30T12.21.39.879,1.810,0.012,-0.085,1.041
1751275299889,2025-06-30T12.21.39.889,1.820,0.021,-0.089,1.042
1751275299899,2025-06-30T12.21.39.899,1.830,0.021,-0.090,1.040
1751275299909,2025-06-30T12.21.39.909,1.840,0.012,-0.088,1.035
1751275299919,2025-06-30T12.21.39.919,1.850,-0.004,-0.088,1.023
1751275299929,2025-06-30T12.21.39.929,1.860,-0.013,-0.087,1.016
1751275299939,2025-06-30T12.21.39.939,1.870,-0.008,-0.086,1.016
1751275299949,2025-06-30T12.21.39.949,1.880,-0.004,-0.087,1.015
1751275299959,2025-06-30T12.21.39.959,1.890,-0.002,-0.085,1.015
1751275299969,2025-06-30T12.21.39.969,1.900,0.001,-0.086,1.011
1751275299979,2025-06-30T12.21.39.979,1.910,0.002,-0.090,1.016
1751275299989,2025-06-30T12.21.39.989,1.920,0.004,-0.094,1.021
1751275299999,2025-06-30T12.21.39.999,1.930,0.002,-0.090,1.019
1751275300009,2025-06-30T12.21.40.009,1.940,-0.009,-0.086,1.004
1751275300019,2025-06-30T12.21.40.019,1.950,-0.012,-0.083,0.997
1751275300029,2025-06-30T12.21.40.029,1.960,-0.009,-0.089,0.999
1751275300039,2025-06-30T12.21.40.039,1.970,-0.012,-0.093,0.994
1751275300049,2025-06-30T12.21.40.049,1.980,-0.019,-0.096,0.987
1751275300059,2025-06-30T12.21.40.059,1.990,-0.013,-0.096,0.985
1751275300069,2025-06-30T12.21.40.069,2.000,-0.009,-0.098,0.975
1751275300079,2025-06-30T12.21.40.079,2.010,-0.008,-0.097,0.958
1751275300089,2025-06-30T12.21.40.089,2.020,-0.016,-0.097,0.945
1751275300099,2025-06-30T12.21.40.099,2.030,-0.025,-0.100,0.933
1751275300109,2025-06-30T12.21.40.109,2.040,-0.033,-0.102,0.922
1751275300119,2025-06-30T12.21.40.119,2.050,-0.032,-0.100,0.906
1751275300129,2025-06-30T12.21.40.129,2.060,-0.026,-0.099,0.896
1751275300139,2025-06-30T12.21.40.139,2.070,-0.017,-0.101,0.887
1751275300149,2025-06-30T12.21.40.149,2.080,-0.011,-0.101,0.874
1751275300159,2025-06-30T12.21.40.159,2.090,-0.016,-0.092,0.851
1751275300169,2025-06-30T12.21.40.169,2.100,-0.021,-0.083,0.822
1751275300179,2025-06-30T12.21.40.179,2.110,-0.018,-0.076,0.790
1751275300189,2025-06-30T12.21.40.189,2.120,-0.023,-0.077,0.767
1751275300199,2025-06-30T12.21.40.199,2.130,-0.046,-0.081,0.763
1751275300209,2025-06-30T12.21.40.209,2.140,-0.042,-0.083,0.781
1751275300219,2025-06-30T12.21.40.219,2.150,-0.003,-0.081,0.812
1751275300229,2025-06-30T12.21.40.229,2.160,0.041,-0.078,0.828
1751275300239,2025-06-30T12.21.40.239,2.170,0.056,-0.074,0.827
1751275300249,2025-06-30T12.21.40.249,2.180,0.060,-0.067,0.817
1751275300259,2025-06-30T12.21.40.259,2.190,0.058,-0.056,0.815
1751275300269,2025-06-30T12.21.40.269,2.200,0.060,-0.044,0.820
1751275300279,2025-06-30T12.21.40.279,2.210,0.058,-0.032,0.816
1751275300289,2025-06-30T12.21.40.289,2.220,0.048,-0.021,0.817
1751275300299,2025-06-30T12.21.40.299,2.230,0.049,-0.016,0.827
1751275300309,2025-06-30T12.21.40.309,2.240,0.063,-0.011,0.844
1751275300319,2025-06-30T12.21.40.319,2.250,0.081,-0.007,0.850
1751275300329,2025-06-30T12.21.40.329,2.260,0.089,0.012,0.850
1751275300339,2025-06-30T12.21.40.339,2.270,0.081,0.021,0.854
1751275300349,2025-06-30T12.21.40.349,2.280,0.074,0.028,0.860
1751275300359,2025-06-30T12.21.40.359,2.290,0.079,0.036,0.877
1751275300369,2025-06-30T12.21.40.369,2.300,0.081,0.047,0.880
1751275300379,2025-06-30T12.21.40.379,2.310,0.066,0.061,0.883
1751275300389,2025-06-30T12.21.40.389,2.320,0.067,0.066,0.893
1751275300399,2025-06-30T12.21.40.399,2.330,0.096,0.065,0.915
1751275300409,2025-06-30T12.21.40.409,2.340,0.132,0.069,0.938
1751275300419,2025-06-30T12.21.40.419,2.350,0.145,0.089,0.946
1751275300429,2025-06-30T12.21.40.429,2.360,0.119,0.115,0.943
1751275300439,2025-06-30T12.21.40.439,2.370,0.084,0.133,0.934
1751275300449,2025-06-30T12.21.40.449,2.380,0.045,0.139,0.940
1751275300459,2025-06-30T12.21.40.459,2.390,0.030,0.138,0.962
1751275300469,2025-06-30T12.21.40.469,2.400,0.033,0.135,0.989
1751275300479,2025-06-30T12.21.40.479,2.410,0.041,0.138,1.014
1751275300489,2025-06-30T12.21.40.489,2.420,0.056,0.151,1.022
1751275300499,2025-06-30T12.21.40.499,2.430,0.060,0.171,1.033
1751275300509,2025-06-30T12.21.40.509,2.440,0.070,0.194,1.053
1751275300519,2025-06-30T12.21.40.519,2.450,0.092,0.212,1.064
1751275300529,2025-06-30T12.21.40.529,2.460,0.113,0.226,1.068
1751275300539,2025-06-30T12.21.40.539,2.470,0.136,0.242,1.070
1751275300549,2025-06-30T12.21.40.549,2.480,0.145,0.251,1.069
1751275300559,2025-06-30T12.21.40.559,2.490,0.135,0.256,1.080
1751275300569,2025-06-30T12.21.40.569,2.500,0.129,0.269,1.091
1751275300579,2025-06-30T12.21.40.579,2.510,0.108,0.275,1.093
1751275300589,2025-06-30T12.21.40.589,2.520,0.078,0.282,1.092
1751275300599,2025-06-30T12.21.40.599,2.530,0.064,0.291,1.100
1751275300609,2025-06-30T12.21.40.609,2.540,0.070,0.300,1.105
1751275300619,2025-06-30T12.21.40.619,2.550,0.081,0.311,1.116
1751275300629,2025-06-30T12.21.40.629,2.560,0.091,0.316,1.121
1751275300639,2025-06-30T12.21.40.639,2.570,0.092,0.321,1.117
1751275300649,2025-06-30T12.21.40.649,2.580,0.100,0.325,1.118
1751275300659,2025-06-30T12.21.40.659,2.590,0.102,0.328,1.124
1751275300669,2025-06-30T12.21.40.669,2.600,0.096,0.327,1.133
1751275300679,2025-06-30T12.21.40.679,2.610,0.088,0.333,1.127
1751275300689,2025-06-30T12.21.40.689,2.620,0.082,0.349,1.110
1751275300699,2025-06-30T12.21.40.699,2.630,0.067,0.359,1.096
1751275300709,2025-06-30T12.21.40.709,2.640,0.040,0.365,1.083
1751275300719,2025-06-30T12.21.40.719,2.650,0.011,0.362,1.088
1751275300729,2025-06-30T12.21.40.729,2.660,-0.001,0.357,1.086
1751275300739,2025-06-30T12.21.40.739,2.670,0.001,0.355,1.086
1751275300749,2025-06-30T12.21.40.749,2.680,0.018,0.360,1.080
1751275300759,2025-06-30T12.21.40.759,2.690,0.047,0.375,1.080
1751275300769,2025-06-30T12.21.40.769,2.700,0.066,0.376,1.095
1751275300779,2025-06-30T12.21.40.779,2.710,0.079,0.368,1.112
1751275300789,2025-06-30T12.21.40.789,2.720,0.093,0.366,1.125
1751275300799,2025-06-30T12.21.40.799,2.730,0.101,0.368,1.130
1751275300809,2025-06-30T12.21.40.809,2.740,0.095,0.372,1.150
1751275300819,2025-06-30T12.21.40.819,2.750,0.085,0.380,1.167
1751275300829,2025-06-30T12.21.40.829,2.760,0.072,0.387,1.171
1751275300839,2025-06-30T12.21.40.839,2.770,0.067,0.391,1.164
1751275300849,2025-06-30T12.21.40.849,2.780,0.068,0.390,1.174
1751275300859,2025-06-30T12.21.40.859,2.790,0.083,0.387,1.193
1751275300869,2025-06-30T12.21.40.869,2.800,0.101,0.385,1.213
1751275300879,2025-06-30T12.21.40.879,2.810,0.099,0.392,1.225
1751275300889,2025-06-30T12.21.40.889,2.820,0.088,0.392,1.233
1751275300899,2025-06-30T12.21.40.899,2.830,0.093,0.390,1.251
1751275300909,2025-06-30T12.21.40.909,2.840,0.095,0.394,1.274
1751275300919,2025-06-30T12.21.40.919,2.850,0.087,0.396,1.289
1751275300929,2025-06-30T12.21.40.929,2.860,0.077,0.392,1.290
1751275300939,2025-06-30T12.21.40.939,2.870,0.059,0.381,1.282
1751275300949,2025-06-30T12.21.40.949,2.880,0.048,0.383,1.271
1751275300959,2025-06-30T12.21.40.959,2.890,0.044,0.384,1.264
1751275300969,2025-06-30T12.21.40.969,2.900,0.035,0.383,1.260
1751275300979,2025-06-30T12.21.40.979,2.910,0.051,0.394,1.270
1751275300989,2025-06-30T12.21.40.989,2.920,0.086,0.395,1.285
1751275300999,2025-06-30T12.21.40.999,2.930,0.097,0.386,1.282
1751275301009,2025-06-30T12.21.41.009,2.940,0.076,0.378,1.267
1751275301019,2025-06-30T12.21.41.019,2.950,0.044,0.369,1.246
1751275301029,2025-06-30T12.21.41.029,2.960,0.029,0.356,1.212
1751275301039,2025-06-30T12.21.41.039,2.970,0.042,0.357,1.201
1751275301049,2025-06-30T12.21.41.049,2.980,0.088,0.358,1.205
1751275301059,2025-06-30T12.21.41.059,2.990,0.106,0.341,1.206
1751275301069,2025-06-30T12.21.41.069,3.000,0.096,0.317,1.187
1751275301079,2025-06-30T12.21.41.079,3.010,0.073,0.300,1.151
1751275301089,2025-06-30T12.21.41.089,3.020,0.050,0.291,1.102
1751275301099,2025-06-30T12.21.41.099,3.030,0.036,0.282,1.064
1751275301109,2025-06-30T12.21.41.109,3.040,0.032,0.277,1.026
1751275301119,2025-06-30T12.21.41.119,3.050,0.041,0.261,0.990
1751275301129,2025-06-30T12.21.41.129,3.060,0.037,0.241,0.977
1751275301139,2025-06-30T12.21.41.139,3.070,0.047,0.221,0.968
1751275301149,2025-06-30T12.21.41.149,3.080,0.049,0.206,0.952
1751275301159,2025-06-30T12.21.41.159,3.090,0.042,0.195,0.935
1751275301169,2025-06-30T12.21.41.169,3.100,0.044,0.183,0.921
1751275301179,2025-06-30T12.21.41.179,3.110,0.055,0.169,0.910
1751275301189,2025-06-30T12.21.41.189,3.120,0.057,0.159,0.902
1751275301199,2025-06-30T12.21.41.199,3.130,0.053,0.150,0.905
1751275301209,2025-06-30T12.21.41.209,3.140,0.047,0.135,0.898
1751275301219,2025-06-30T12.21.41.219,3.150,0.031,0.122,0.873
1751275301229,2025-06-30T12.21.41.229,3.160,0.025,0.115,0.855
1751275301239,2025-06-30T12.21.41.239,3.170,0.036,0.101,0.851
1751275301249,2025-06-30T12.21.41.249,3.180,0.050,0.084,0.869
1751275301259,2025-06-30T12.21.41.259,3.190,0.065,0.063,0.903
1751275301269,2025-06-30T12.21.41.269,3.200,0.074,0.044,0.928
1751275301279,2025-06-30T12.21.41.279,3.210,0.065,0.038,0.914
1751275301289,2025-06-30T12.21.41.289,3.220,0.032,0.033,0.868
1751275301299,2025-06-30T12.21.41.299,3.230,-0.017,0.037,0.825
1751275301309,2025-06-30T12.21.41.309,3.240,-0.044,0.039,0.795
1751275301319,2025-06-30T12.21.41.319,3.250,-0.042,0.023,0.770
1751275301329,2025-06-30T12.21.41.329,3.260,-0.031,0.001,0.756
1751275301339,2025-06-30T12.21.41.339,3.270,-0.011,-0.019,0.745
1751275301349,2025-06-30T12.21.41.349,3.280,0.009,-0.034,0.756
1751275301359,2025-06-30T12.21.41.359,3.290,0.024,-0.048,0.770
1751275301369,2025-06-30T12.21.41.369,3.300,0.020,-0.055,0.780
1751275301379,2025-06-30T12.21.41.379,3.310,0.024,-0.057,0.774
1751275301389,2025-06-30T12.21.41.389,3.320,0.015,-0.062,0.749
1751275301399,2025-06-30T12.21.41.399,3.330,-0.013,-0.069,0.714
1751275301409,2025-06-30T12.21.41.409,3.340,-0.030,-0.079,0.688
1751275301419,2025-06-30T12.21.41.419,3.350,-0.035,-0.095,0.694
1751275301429,2025-06-30T12.21.41.429,3.360,-0.015,-0.106,0.710
1751275301439,2025-06-30T12.21.41.439,3.370,-0.005,-0.115,0.731
1751275301449,2025-06-30T12.21.41.449,3.380,-0.017,-0.121,0.756
1751275301459,2025-06-30T12.21.41.459,3.390,-0.022,-0.124,0.792
1751275301469,2025-06-30T12.21.41.469,3.400,-0.022,-0.127,0.814
1751275301479,2025-06-30T12.21.41.479,3.410,-0.038,-0.128,0.825
1751275301489,2025-06-30T12.21.41.489,3.420,-0.068,-0.121,0.835
1751275301499,2025-06-30T12.21.41.499,3.430,-0.076,-0.122,0.843
1751275301509,2025-06-30T12.21.41.509,3.440,-0.070,-0.124,0.852
1751275301519,2025-06-30T12.21.41.519,3.450,-0.056,-0.114,0.870
1751275301529,2025-06-30T12.21.41.529,3.460,-0.040,-0.112,0.893
1751275301539,2025-06-30T12.21.41.539,3.470,-0.039,-0.112,0.913
1751275301549,2025-06-30T12.21.41.549,3.480,-0.042,-0.107,0.924
1751275301559,2025-06-30T12.21.41.559,3.490,-0.038,-0.099,0.938
1751275301569,2025-06-30T12.21.41.569,3.500,-0.014,-0.087,0.960
1751275301579,2025-06-30T12.21.41.579,3.510,-0.004,-0.082,0.979
1751275301589,2025-06-30T12.21.41.589,3.520,-0.009,-0.079,0.985
1751275301599,2025-06-30T12.21.41.599,3.530,-0.014,-0.077,1.000
1751275301609,2025-06-30T12.21.41.609,3.540,-0.008,-0.081,1.023
1751275301619,2025-06-30T12.21.41.619,3.550,-0.005,-0.095,1.046
1751275301629,2025-06-30T12.21.41.629,3.560,-0.006,-0.096,1.058
1751275301639,2025-06-30T12.21.41.639,3.570,-0.009,-0.089,1.052
1751275301649,2025-06-30T12.21.41.649,3.580,-0.025,-0.094,1.053
1751275301659,2025-06-30T12.21.41.659,3.590,-0.043,-0.091,1.042
1751275301669,2025-06-30T12.21.41.669,3.600,-0.067,-0.087,1.030
1751275301679,2025-06-30T12.21.41.679,3.610,-0.079,-0.085,1.034
1751275301689,2025-06-30T12.21.41.689,3.620,-0.078,-0.090,1.044
1751275301699,2025-06-30T12.21.41.699,3.630,-0.074,-0.075,1.059
1751275301709,2025-06-30T12.21.41.709,3.640,-0.040,-0.074,1.062
1751275301719,2025-06-30T12.21.41.719,3.650,-0.019,-0.080,1.068
1751275301729,2025-06-30T12.21.41.729,3.660,-0.016,-0.076,1.069
