epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1751274849892,2025-06-30T12.14.09.892,0.000,0.223,0.218,1.082
1751274849902,2025-06-30T12.14.09.902,0.010,0.183,0.218,1.069
1751274849912,2025-06-30T12.14.09.912,0.020,0.156,0.211,1.024
1751274849922,2025-06-30T12.14.09.922,0.030,0.144,0.191,0.983
1751274849932,2025-06-30T12.14.09.932,0.040,0.148,0.176,0.959
1751274849942,2025-06-30T12.14.09.942,0.050,0.165,0.160,0.936
1751274849952,2025-06-30T12.14.09.952,0.060,0.192,0.145,0.925
1751274849962,2025-06-30T12.14.09.962,0.070,0.225,0.125,0.918
1751274849972,2025-06-30T12.14.09.972,0.080,0.250,0.109,0.896
1751274849982,2025-06-30T12.14.09.982,0.090,0.262,0.087,0.885
1751274849992,2025-06-30T12.14.09.992,0.100,0.260,0.074,0.866
1751274850002,2025-06-30T12.14.10.002,0.110,0.227,0.074,0.833
1751274850012,2025-06-30T12.14.10.012,0.120,0.186,0.070,0.798
1751274850022,2025-06-30T12.14.10.022,0.130,0.167,0.065,0.771
1751274850032,2025-06-30T12.14.10.032,0.140,0.162,0.047,0.755
1751274850042,2025-06-30T12.14.10.042,0.150,0.126,0.033,0.740
1751274850052,2025-06-30T12.14.10.052,0.160,0.084,0.022,0.728
1751274850062,2025-06-30T12.14.10.062,0.170,0.074,0.000,0.731
1751274850072,2025-06-30T12.14.10.072,0.180,0.078,-0.018,0.745
1751274850082,2025-06-30T12.14.10.082,0.190,0.089,-0.026,0.756
1751274850092,2025-06-30T12.14.10.092,0.200,0.075,-0.026,0.748
1751274850102,2025-06-30T12.14.10.102,0.210,0.025,-0.029,0.735
1751274850112,2025-06-30T12.14.10.112,0.220,-0.035,-0.029,0.719
1751274850122,2025-06-30T12.14.10.122,0.230,-0.105,-0.025,0.704
1751274850132,2025-06-30T12.14.10.132,0.240,-0.160,-0.028,0.703
1751274850142,2025-06-30T12.14.10.142,0.250,-0.189,-0.034,0.725
1751274850152,2025-06-30T12.14.10.152,0.260,-0.193,-0.038,0.753
1751274850162,2025-06-30T12.14.10.162,0.270,-0.198,-0.041,0.782
1751274850172,2025-06-30T12.14.10.172,0.280,-0.226,-0.042,0.799
1751274850182,2025-06-30T12.14.10.182,0.290,-0.270,-0.033,0.804
1751274850192,2025-06-30T12.14.10.192,0.300,-0.297,-0.025,0.812
1751274850202,2025-06-30T12.14.10.202,0.310,-0.299,-0.012,0.825
1751274850212,2025-06-30T12.14.10.212,0.320,-0.275,-0.002,0.836
1751274850222,2025-06-30T12.14.10.222,0.330,-0.239,0.002,0.852
1751274850232,2025-06-30T12.14.10.232,0.340,-0.206,0.014,0.872
1751274850242,2025-06-30T12.14.10.242,0.350,-0.176,0.022,0.884
1751274850252,2025-06-30T12.14.10.252,0.360,-0.181,0.020,0.900
1751274850262,2025-06-30T12.14.10.262,0.370,-0.168,0.013,0.942
1751274850272,2025-06-30T12.14.10.272,0.380,-0.118,0.001,0.997
1751274850282,2025-06-30T12.14.10.282,0.390,-0.095,-0.007,1.035
1751274850292,2025-06-30T12.14.10.292,0.400,-0.093,-0.015,1.046
1751274850302,2025-06-30T12.14.10.302,0.410,-0.088,-0.021,1.057
1751274850312,2025-06-30T12.14.10.312,0.420,-0.064,-0.019,1.077
1751274850322,2025-06-30T12.14.10.322,0.430,-0.038,-0.010,1.083
1751274850332,2025-06-30T12.14.10.332,0.440,-0.013,-0.003,1.092
1751274850342,2025-06-30T12.14.10.342,0.450,0.007,-0.005,1.088
1751274850352,2025-06-30T12.14.10.352,0.460,0.009,-0.002,1.076
1751274850362,2025-06-30T12.14.10.362,0.470,0.006,-0.003,1.059
1751274850372,2025-06-30T12.14.10.372,0.480,0.009,-0.010,1.044
1751274850382,2025-06-30T12.14.10.382,0.490,0.019,-0.018,1.050
1751274850392,2025-06-30T12.14.10.392,0.500,0.040,-0.023,1.065
1751274850402,2025-06-30T12.14.10.402,0.510,0.064,-0.030,1.081
1751274850412,2025-06-30T12.14.10.412,0.520,0.092,-0.035,1.089
1751274850422,2025-06-30T12.14.10.422,0.530,0.104,-0.035,1.096
1751274850432,2025-06-30T12.14.10.432,0.540,0.083,-0.038,1.097
1751274850442,2025-06-30T12.14.10.442,0.550,0.054,-0.042,1.093
1751274850452,2025-06-30T12.14.10.452,0.560,0.042,-0.039,1.087
1751274850462,2025-06-30T12.14.10.462,0.570,0.061,-0.038,1.055
1751274850472,2025-06-30T12.14.10.472,0.580,0.092,-0.036,1.031
1751274850482,2025-06-30T12.14.10.482,0.590,0.112,-0.036,1.021
1751274850492,2025-06-30T12.14.10.492,0.600,0.119,-0.042,1.018
1751274850502,2025-06-30T12.14.10.502,0.610,0.131,-0.051,1.021
1751274850512,2025-06-30T12.14.10.512,0.620,0.138,-0.057,1.029
1751274850522,2025-06-30T12.14.10.522,0.630,0.134,-0.055,1.029
1751274850532,2025-06-30T12.14.10.532,0.640,0.107,-0.052,1.016
1751274850542,2025-06-30T12.14.10.542,0.650,0.091,-0.049,1.004
1751274850552,2025-06-30T12.14.10.552,0.660,0.083,-0.051,0.999
1751274850562,2025-06-30T12.14.10.562,0.670,0.080,-0.051,0.994
1751274850572,2025-06-30T12.14.10.572,0.680,0.087,-0.047,0.983
1751274850582,2025-06-30T12.14.10.582,0.690,0.100,-0.045,0.973
1751274850592,2025-06-30T12.14.10.592,0.700,0.109,-0.046,0.958
1751274850602,2025-06-30T12.14.10.602,0.710,0.107,-0.047,0.951
1751274850612,2025-06-30T12.14.10.612,0.720,0.099,-0.048,0.946
1751274850622,2025-06-30T12.14.10.622,0.730,0.093,-0.043,0.935
1751274850632,2025-06-30T12.14.10.632,0.740,0.081,-0.042,0.924
1751274850642,2025-06-30T12.14.10.642,0.750,0.071,-0.043,0.913
1751274850652,2025-06-30T12.14.10.652,0.760,0.065,-0.042,0.897
1751274850662,2025-06-30T12.14.10.662,0.770,0.065,-0.046,0.905
1751274850672,2025-06-30T12.14.10.672,0.780,0.075,-0.047,0.919
1751274850682,2025-06-30T12.14.10.682,0.790,0.075,-0.044,0.925
1751274850692,2025-06-30T12.14.10.692,0.800,0.066,-0.042,0.927
1751274850702,2025-06-30T12.14.10.702,0.810,0.051,-0.033,0.918
1751274850712,2025-06-30T12.14.10.712,0.820,0.031,-0.026,0.912
1751274850722,2025-06-30T12.14.10.722,0.830,0.015,-0.019,0.908
1751274850732,2025-06-30T12.14.10.732,0.840,0.002,-0.009,0.892
1751274850742,2025-06-30T12.14.10.742,0.850,0.001,0.000,0.880
1751274850752,2025-06-30T12.14.10.752,0.860,0.005,0.003,0.875
1751274850762,2025-06-30T12.14.10.762,0.870,-0.004,0.005,0.867
1751274850772,2025-06-30T12.14.10.772,0.880,-0.010,0.010,0.854
1751274850782,2025-06-30T12.14.10.782,0.890,-0.012,0.004,0.843
1751274850792,2025-06-30T12.14.10.792,0.900,-0.010,0.000,0.845
1751274850802,2025-06-30T12.14.10.802,0.910,-0.006,0.004,0.857
1751274850812,2025-06-30T12.14.10.812,0.920,-0.001,0.001,0.864
1751274850822,2025-06-30T12.14.10.822,0.930,-0.015,0.008,0.850
1751274850832,2025-06-30T12.14.10.832,0.940,-0.035,0.020,0.836
1751274850842,2025-06-30T12.14.10.842,0.950,-0.035,0.022,0.824
1751274850852,2025-06-30T12.14.10.852,0.960,-0.037,0.020,0.829
1751274850862,2025-06-30T12.14.10.862,0.970,-0.033,0.021,0.837
1751274850872,2025-06-30T12.14.10.872,0.980,-0.010,0.035,0.839
1751274850882,2025-06-30T12.14.10.882,0.990,-0.005,0.052,0.840
1751274850892,2025-06-30T12.14.10.892,1.000,-0.016,0.057,0.850
1751274850902,2025-06-30T12.14.10.902,1.010,-0.012,0.060,0.863
1751274850912,2025-06-30T12.14.10.912,1.020,-0.009,0.060,0.893
1751274850922,2025-06-30T12.14.10.922,1.030,-0.008,0.061,0.923
1751274850932,2025-06-30T12.14.10.932,1.040,-0.020,0.070,0.949
1751274850942,2025-06-30T12.14.10.942,1.050,-0.025,0.079,0.966
1751274850952,2025-06-30T12.14.10.952,1.060,-0.039,0.095,0.961
1751274850962,2025-06-30T12.14.10.962,1.070,-0.070,0.121,0.955
1751274850972,2025-06-30T12.14.10.972,1.080,-0.102,0.144,0.958
1751274850982,2025-06-30T12.14.10.982,1.090,-0.137,0.157,0.956
1751274850992,2025-06-30T12.14.10.992,1.100,-0.165,0.162,0.954
1751274851002,2025-06-30T12.14.11.002,1.110,-0.166,0.168,0.943
1751274851012,2025-06-30T12.14.11.012,1.120,-0.158,0.188,0.944
1751274851022,2025-06-30T12.14.11.022,1.130,-0.143,0.201,0.958
1751274851032,2025-06-30T12.14.11.032,1.140,-0.126,0.208,0.965
1751274851042,2025-06-30T12.14.11.042,1.150,-0.122,0.222,0.962
1751274851052,2025-06-30T12.14.11.052,1.160,-0.117,0.225,0.964
1751274851062,2025-06-30T12.14.11.062,1.170,-0.111,0.217,0.996
1751274851072,2025-06-30T12.14.11.072,1.180,-0.097,0.208,1.042
1751274851082,2025-06-30T12.14.11.082,1.190,-0.085,0.212,1.071
1751274851092,2025-06-30T12.14.11.092,1.200,-0.083,0.229,1.090
1751274851102,2025-06-30T12.14.11.102,1.210,-0.091,0.248,1.088
1751274851112,2025-06-30T12.14.11.112,1.220,-0.114,0.270,1.070
1751274851122,2025-06-30T12.14.11.122,1.230,-0.143,0.285,1.052
1751274851132,2025-06-30T12.14.11.132,1.240,-0.143,0.295,1.042
1751274851142,2025-06-30T12.14.11.142,1.250,-0.131,0.305,1.055
1751274851152,2025-06-30T12.14.11.152,1.260,-0.123,0.312,1.077
1751274851162,2025-06-30T12.14.11.162,1.270,-0.099,0.314,1.091
1751274851172,2025-06-30T12.14.11.172,1.280,-0.067,0.313,1.097
1751274851182,2025-06-30T12.14.11.182,1.290,-0.062,0.310,1.096
1751274851192,2025-06-30T12.14.11.192,1.300,-0.070,0.314,1.105
1751274851202,2025-06-30T12.14.11.202,1.310,-0.080,0.326,1.116
1751274851212,2025-06-30T12.14.11.212,1.320,-0.083,0.338,1.122
1751274851222,2025-06-30T12.14.11.222,1.330,-0.078,0.342,1.116
1751274851232,2025-06-30T12.14.11.232,1.340,-0.061,0.338,1.127
1751274851242,2025-06-30T12.14.11.242,1.350,-0.035,0.334,1.144
1751274851252,2025-06-30T12.14.11.252,1.360,-0.015,0.336,1.156
1751274851262,2025-06-30T12.14.11.262,1.370,-0.011,0.346,1.159
1751274851272,2025-06-30T12.14.11.272,1.380,-0.028,0.353,1.147
1751274851282,2025-06-30T12.14.11.282,1.390,-0.038,0.359,1.127
1751274851292,2025-06-30T12.14.11.292,1.400,-0.034,0.368,1.117
1751274851302,2025-06-30T12.14.11.302,1.410,-0.028,0.372,1.113
1751274851312,2025-06-30T12.14.11.312,1.420,-0.013,0.368,1.113
1751274851322,2025-06-30T12.14.11.322,1.430,0.005,0.364,1.116
1751274851332,2025-06-30T12.14.11.332,1.440,0.029,0.357,1.127
1751274851342,2025-06-30T12.14.11.342,1.450,0.042,0.350,1.142
1751274851352,2025-06-30T12.14.11.352,1.460,0.038,0.349,1.129
1751274851362,2025-06-30T12.14.11.362,1.470,0.025,0.348,1.117
1751274851372,2025-06-30T12.14.11.372,1.480,0.023,0.349,1.114
1751274851382,2025-06-30T12.14.11.382,1.490,0.017,0.353,1.112
1751274851392,2025-06-30T12.14.11.392,1.500,0.011,0.353,1.110
1751274851402,2025-06-30T12.14.11.402,1.510,0.019,0.353,1.112
1751274851412,2025-06-30T12.14.11.412,1.520,0.028,0.351,1.118
1751274851422,2025-06-30T12.14.11.422,1.530,0.041,0.343,1.122
1751274851432,2025-06-30T12.14.11.432,1.540,0.049,0.338,1.129
1751274851442,2025-06-30T12.14.11.442,1.550,0.035,0.339,1.124
1751274851452,2025-06-30T12.14.11.452,1.560,0.009,0.346,1.112
1751274851462,2025-06-30T12.14.11.462,1.570,-0.011,0.355,1.113
1751274851472,2025-06-30T12.14.11.472,1.580,-0.028,0.354,1.117
1751274851482,2025-06-30T12.14.11.482,1.590,-0.036,0.341,1.108
1751274851492,2025-06-30T12.14.11.492,1.600,-0.023,0.334,1.118
1751274851502,2025-06-30T12.14.11.502,1.610,0.003,0.334,1.141
1751274851512,2025-06-30T12.14.11.512,1.620,0.025,0.341,1.149
1751274851522,2025-06-30T12.14.11.522,1.630,0.046,0.340,1.140
1751274851532,2025-06-30T12.14.11.532,1.640,0.053,0.322,1.143
1751274851542,2025-06-30T12.14.11.542,1.650,0.057,0.313,1.152
1751274851552,2025-06-30T12.14.11.552,1.660,0.047,0.318,1.159
1751274851562,2025-06-30T12.14.11.562,1.670,0.023,0.324,1.151
1751274851572,2025-06-30T12.14.11.572,1.680,0.007,0.331,1.148
1751274851582,2025-06-30T12.14.11.582,1.690,0.002,0.326,1.147
1751274851592,2025-06-30T12.14.11.592,1.700,0.012,0.314,1.148
1751274851602,2025-06-30T12.14.11.602,1.710,0.034,0.312,1.139
1751274851612,2025-06-30T12.14.11.612,1.720,0.045,0.310,1.134
1751274851622,2025-06-30T12.14.11.622,1.730,0.058,0.305,1.129
1751274851632,2025-06-30T12.14.11.632,1.740,0.066,0.299,1.128
1751274851642,2025-06-30T12.14.11.642,1.750,0.071,0.279,1.129
1751274851652,2025-06-30T12.14.11.652,1.760,0.076,0.259,1.131
1751274851662,2025-06-30T12.14.11.662,1.770,0.082,0.250,1.120
1751274851672,2025-06-30T12.14.11.672,1.780,0.071,0.239,1.105
1751274851682,2025-06-30T12.14.11.682,1.790,0.058,0.238,1.096
1751274851692,2025-06-30T12.14.11.692,1.800,0.044,0.229,1.089
1751274851702,2025-06-30T12.14.11.702,1.810,0.047,0.218,1.092
1751274851712,2025-06-30T12.14.11.712,1.820,0.057,0.206,1.091
1751274851722,2025-06-30T12.14.11.722,1.830,0.073,0.196,1.090
1751274851732,2025-06-30T12.14.11.732,1.840,0.078,0.187,1.094
1751274851742,2025-06-30T12.14.11.742,1.850,0.076,0.181,1.079
1751274851752,2025-06-30T12.14.11.752,1.860,0.057,0.176,1.058
1751274851762,2025-06-30T12.14.11.762,1.870,0.021,0.168,1.041
1751274851772,2025-06-30T12.14.11.772,1.880,-0.011,0.157,1.026
1751274851782,2025-06-30T12.14.11.782,1.890,-0.028,0.147,1.020
1751274851792,2025-06-30T12.14.11.792,1.900,-0.023,0.139,1.003
1751274851802,2025-06-30T12.14.11.802,1.910,-0.015,0.134,0.987
1751274851812,2025-06-30T12.14.11.812,1.920,-0.010,0.119,0.983
1751274851822,2025-06-30T12.14.11.822,1.930,0.012,0.106,0.992
1751274851832,2025-06-30T12.14.11.832,1.940,0.033,0.104,0.991
1751274851842,2025-06-30T12.14.11.842,1.950,0.032,0.099,0.988
1751274851852,2025-06-30T12.14.11.852,1.960,0.006,0.100,0.965
1751274851862,2025-06-30T12.14.11.862,1.970,-0.021,0.101,0.940
1751274851872,2025-06-30T12.14.11.872,1.980,-0.031,0.090,0.930
1751274851882,2025-06-30T12.14.11.882,1.990,-0.025,0.084,0.909
1751274851892,2025-06-30T12.14.11.892,2.000,-0.033,0.084,0.886
1751274851902,2025-06-30T12.14.11.902,2.010,-0.042,0.078,0.872
1751274851912,2025-06-30T12.14.11.912,2.020,-0.034,0.074,0.858
1751274851922,2025-06-30T12.14.11.922,2.030,-0.012,0.066,0.853
1751274851932,2025-06-30T12.14.11.932,2.040,-0.008,0.048,0.850
1751274851942,2025-06-30T12.14.11.942,2.050,-0.024,0.043,0.843
1751274851952,2025-06-30T12.14.11.952,2.060,-0.030,0.045,0.820
1751274851962,2025-06-30T12.14.11.962,2.070,-0.033,0.044,0.819
1751274851972,2025-06-30T12.14.11.972,2.080,-0.026,0.031,0.831
1751274851982,2025-06-30T12.14.11.982,2.090,-0.055,0.008,0.821
1751274851992,2025-06-30T12.14.11.992,2.100,-0.119,-0.007,0.801
1751274852002,2025-06-30T12.14.12.002,2.110,-0.170,-0.023,0.769
1751274852012,2025-06-30T12.14.12.012,2.120,-0.205,-0.040,0.758
1751274852022,2025-06-30T12.14.12.022,2.130,-0.219,-0.059,0.763
1751274852032,2025-06-30T12.14.12.032,2.140,-0.235,-0.068,0.766
1751274852042,2025-06-30T12.14.12.042,2.150,-0.254,-0.070,0.764
1751274852052,2025-06-30T12.14.12.052,2.160,-0.255,-0.067,0.773
1751274852062,2025-06-30T12.14.12.062,2.170,-0.230,-0.080,0.794
1751274852072,2025-06-30T12.14.12.072,2.180,-0.209,-0.089,0.820
1751274852082,2025-06-30T12.14.12.082,2.190,-0.214,-0.087,0.837
1751274852092,2025-06-30T12.14.12.092,2.200,-0.238,-0.082,0.855
1751274852102,2025-06-30T12.14.12.102,2.210,-0.262,-0.071,0.856
1751274852112,2025-06-30T12.14.12.112,2.220,-0.261,-0.063,0.858
1751274852122,2025-06-30T12.14.12.122,2.230,-0.263,-0.065,0.875
1751274852132,2025-06-30T12.14.12.132,2.240,-0.273,-0.063,0.880
1751274852142,2025-06-30T12.14.12.142,2.250,-0.281,-0.056,0.874
1751274852152,2025-06-30T12.14.12.152,2.260,-0.287,-0.055,0.875
1751274852162,2025-06-30T12.14.12.162,2.270,-0.281,-0.063,0.894
1751274852172,2025-06-30T12.14.12.172,2.280,-0.264,-0.059,0.920
1751274852182,2025-06-30T12.14.12.182,2.290,-0.244,-0.044,0.944
1751274852192,2025-06-30T12.14.12.192,2.300,-0.226,-0.037,0.958
1751274852202,2025-06-30T12.14.12.202,2.310,-0.217,-0.037,0.962
1751274852212,2025-06-30T12.14.12.212,2.320,-0.235,-0.039,0.961
1751274852222,2025-06-30T12.14.12.222,2.330,-0.260,-0.043,0.961
1751274852232,2025-06-30T12.14.12.232,2.340,-0.268,-0.039,0.970
1751274852242,2025-06-30T12.14.12.242,2.350,-0.257,-0.035,0.980
1751274852252,2025-06-30T12.14.12.252,2.360,-0.227,-0.035,0.989
1751274852262,2025-06-30T12.14.12.262,2.370,-0.202,-0.036,0.986
1751274852272,2025-06-30T12.14.12.272,2.380,-0.194,-0.036,0.983
1751274852282,2025-06-30T12.14.12.282,2.390,-0.193,-0.040,0.996
1751274852292,2025-06-30T12.14.12.292,2.400,-0.188,-0.047,1.004
1751274852302,2025-06-30T12.14.12.302,2.410,-0.189,-0.052,1.006
1751274852312,2025-06-30T12.14.12.312,2.420,-0.185,-0.057,1.012
1751274852322,2025-06-30T12.14.12.322,2.430,-0.177,-0.056,1.017
1751274852332,2025-06-30T12.14.12.332,2.440,-0.179,-0.058,1.024
1751274852342,2025-06-30T12.14.12.342,2.450,-0.188,-0.061,1.023
1751274852352,2025-06-30T12.14.12.352,2.460,-0.193,-0.057,1.022
1751274852362,2025-06-30T12.14.12.362,2.470,-0.187,-0.062,1.018
1751274852372,2025-06-30T12.14.12.372,2.480,-0.171,-0.065,1.003
1751274852382,2025-06-30T12.14.12.382,2.490,-0.162,-0.066,0.988
1751274852392,2025-06-30T12.14.12.392,2.500,-0.142,-0.074,0.986
1751274852402,2025-06-30T12.14.12.402,2.510,-0.115,-0.076,0.990
1751274852412,2025-06-30T12.14.12.412,2.520,-0.103,-0.081,0.985
1751274852422,2025-06-30T12.14.12.422,2.530,-0.104,-0.084,0.981
1751274852432,2025-06-30T12.14.12.432,2.540,-0.110,-0.088,0.967
1751274852442,2025-06-30T12.14.12.442,2.550,-0.109,-0.086,0.964
1751274852452,2025-06-30T12.14.12.452,2.560,-0.090,-0.090,0.966
1751274852462,2025-06-30T12.14.12.462,2.570,-0.053,-0.088,0.965
1751274852472,2025-06-30T12.14.12.472,2.580,-0.024,-0.081,0.964
1751274852482,2025-06-30T12.14.12.482,2.590,-0.011,-0.081,0.959
1751274852492,2025-06-30T12.14.12.492,2.600,-0.010,-0.081,0.957
1751274852502,2025-06-30T12.14.12.502,2.610,-0.015,-0.076,0.944
1751274852512,2025-06-30T12.14.12.512,2.620,-0.017,-0.074,0.931
1751274852522,2025-06-30T12.14.12.522,2.630,-0.016,-0.072,0.924
1751274852532,2025-06-30T12.14.12.532,2.640,-0.013,-0.070,0.931
1751274852542,2025-06-30T12.14.12.542,2.650,-0.008,-0.074,0.935
1751274852552,2025-06-30T12.14.12.552,2.660,-0.012,-0.069,0.934
1751274852562,2025-06-30T12.14.12.562,2.670,-0.020,-0.058,0.925
1751274852572,2025-06-30T12.14.12.572,2.680,-0.030,-0.058,0.912
1751274852582,2025-06-30T12.14.12.582,2.690,-0.038,-0.056,0.903
1751274852592,2025-06-30T12.14.12.592,2.700,-0.040,-0.049,0.896
1751274852602,2025-06-30T12.14.12.602,2.710,-0.031,-0.048,0.892
1751274852612,2025-06-30T12.14.12.612,2.720,-0.019,-0.043,0.891
1751274852622,2025-06-30T12.14.12.622,2.730,-0.015,-0.035,0.893
1751274852632,2025-06-30T12.14.12.632,2.740,-0.024,-0.023,0.899
1751274852642,2025-06-30T12.14.12.642,2.750,-0.056,-0.017,0.902
1751274852652,2025-06-30T12.14.12.652,2.760,-0.085,-0.015,0.899
1751274852662,2025-06-30T12.14.12.662,2.770,-0.090,-0.014,0.902
1751274852672,2025-06-30T12.14.12.672,2.780,-0.085,-0.018,0.918
1751274852682,2025-06-30T12.14.12.682,2.790,-0.063,-0.017,0.931
1751274852692,2025-06-30T12.14.12.692,2.800,-0.048,0.002,0.939
1751274852702,2025-06-30T12.14.12.702,2.810,-0.076,0.016,0.950
1751274852712,2025-06-30T12.14.12.712,2.820,-0.101,0.024,0.949
1751274852722,2025-06-30T12.14.12.722,2.830,-0.125,0.023,0.949
1751274852732,2025-06-30T12.14.12.732,2.840,-0.157,0.020,0.964
1751274852742,2025-06-30T12.14.12.742,2.850,-0.141,0.031,0.969
1751274852752,2025-06-30T12.14.12.752,2.860,-0.117,0.046,0.972
1751274852762,2025-06-30T12.14.12.762,2.870,-0.120,0.062,0.984
1751274852772,2025-06-30T12.14.12.772,2.880,-0.120,0.069,0.984
1751274852782,2025-06-30T12.14.12.782,2.890,-0.142,0.074,0.974
1751274852792,2025-06-30T12.14.12.792,2.900,-0.169,0.083,0.957
1751274852802,2025-06-30T12.14.12.802,2.910,-0.179,0.082,0.964
1751274852812,2025-06-30T12.14.12.812,2.920,-0.179,0.081,0.970
1751274852822,2025-06-30T12.14.12.822,2.930,-0.189,0.096,0.962
1751274852832,2025-06-30T12.14.12.832,2.940,-0.200,0.101,0.962
1751274852842,2025-06-30T12.14.12.842,2.950,-0.197,0.108,0.958
1751274852852,2025-06-30T12.14.12.852,2.960,-0.188,0.120,0.953
1751274852862,2025-06-30T12.14.12.862,2.970,-0.195,0.127,0.945
1751274852872,2025-06-30T12.14.12.872,2.980,-0.214,0.137,0.930
1751274852882,2025-06-30T12.14.12.882,2.990,-0.207,0.147,0.915
1751274852892,2025-06-30T12.14.12.892,3.000,-0.174,0.154,0.909
1751274852902,2025-06-30T12.14.12.902,3.010,-0.140,0.169,0.892
1751274852912,2025-06-30T12.14.12.912,3.020,-0.111,0.177,0.872
1751274852922,2025-06-30T12.14.12.922,3.030,-0.103,0.177,0.870
1751274852932,2025-06-30T12.14.12.932,3.040,-0.100,0.181,0.874
1751274852942,2025-06-30T12.14.12.942,3.050,-0.089,0.183,0.888
1751274852952,2025-06-30T12.14.12.952,3.060,-0.066,0.174,0.902
1751274852962,2025-06-30T12.14.12.962,3.070,-0.069,0.184,0.886
1751274852972,2025-06-30T12.14.12.972,3.080,-0.083,0.201,0.861
1751274852982,2025-06-30T12.14.12.982,3.090,-0.097,0.216,0.836
1751274852992,2025-06-30T12.14.12.992,3.100,-0.100,0.221,0.833
1751274853002,2025-06-30T12.14.13.002,3.110,-0.083,0.205,0.870
1751274853012,2025-06-30T12.14.13.012,3.120,-0.038,0.196,0.936
1751274853022,2025-06-30T12.14.13.022,3.130,0.004,0.200,0.987
1751274853032,2025-06-30T12.14.13.032,3.140,0.035,0.208,1.041
1751274853042,2025-06-30T12.14.13.042,3.150,0.050,0.219,1.085
1751274853052,2025-06-30T12.14.13.052,3.160,0.020,0.235,1.110
1751274853062,2025-06-30T12.14.13.062,3.170,-0.042,0.257,1.114
1751274853072,2025-06-30T12.14.13.072,3.180,-0.098,0.289,1.077
1751274853082,2025-06-30T12.14.13.082,3.190,-0.117,0.312,1.039
1751274853092,2025-06-30T12.14.13.092,3.200,-0.100,0.319,1.021
1751274853102,2025-06-30T12.14.13.102,3.210,-0.091,0.331,1.031
1751274853112,2025-06-30T12.14.13.112,3.220,-0.075,0.341,1.063
1751274853122,2025-06-30T12.14.13.122,3.230,-0.036,0.337,1.101
1751274853132,2025-06-30T12.14.13.132,3.240,0.021,0.341,1.144
1751274853142,2025-06-30T12.14.13.142,3.250,0.034,0.353,1.178
1751274853152,2025-06-30T12.14.13.152,3.260,0.017,0.363,1.199
1751274853162,2025-06-30T12.14.13.162,3.270,0.025,0.367,1.203
1751274853172,2025-06-30T12.14.13.172,3.280,0.016,0.381,1.192
1751274853182,2025-06-30T12.14.13.182,3.290,-0.016,0.394,1.184
1751274853192,2025-06-30T12.14.13.192,3.300,-0.055,0.404,1.182
1751274853202,2025-06-30T12.14.13.202,3.310,-0.070,0.412,1.183
1751274853212,2025-06-30T12.14.13.212,3.320,-0.065,0.423,1.191
1751274853222,2025-06-30T12.14.13.222,3.330,-0.068,0.423,1.185
1751274853232,2025-06-30T12.14.13.232,3.340,-0.077,0.422,1.176
1751274853242,2025-06-30T12.14.13.242,3.350,-0.070,0.424,1.177
1751274853252,2025-06-30T12.14.13.252,3.360,-0.035,0.430,1.197
1751274853262,2025-06-30T12.14.13.262,3.370,-0.001,0.425,1.224
1751274853272,2025-06-30T12.14.13.272,3.380,0.008,0.414,1.218
1751274853282,2025-06-30T12.14.13.282,3.390,-0.001,0.412,1.197
1751274853292,2025-06-30T12.14.13.292,3.400,-0.011,0.415,1.178
1751274853302,2025-06-30T12.14.13.302,3.410,-0.003,0.433,1.151
1751274853312,2025-06-30T12.14.13.312,3.420,0.009,0.460,1.142
1751274853322,2025-06-30T12.14.13.322,3.430,0.042,0.458,1.153
1751274853332,2025-06-30T12.14.13.332,3.440,0.098,0.432,1.170
1751274853342,2025-06-30T12.14.13.342,3.450,0.175,0.404,1.188
1751274853352,2025-06-30T12.14.13.352,3.460,0.244,0.383,1.190
1751274853362,2025-06-30T12.14.13.362,3.470,0.252,0.367,1.180
1751274853372,2025-06-30T12.14.13.372,3.480,0.224,0.358,1.171
1751274853382,2025-06-30T12.14.13.382,3.490,0.224,0.370,1.158
1751274853392,2025-06-30T12.14.13.392,3.500,0.249,0.374,1.146
1751274853402,2025-06-30T12.14.13.402,3.510,0.249,0.359,1.150
1751274853412,2025-06-30T12.14.13.412,3.520,0.233,0.347,1.154
1751274853422,2025-06-30T12.14.13.422,3.530,0.228,0.330,1.160
1751274853432,2025-06-30T12.14.13.432,3.540,0.220,0.314,1.164
1751274853442,2025-06-30T12.14.13.442,3.550,0.210,0.312,1.160
1751274853452,2025-06-30T12.14.13.452,3.560,0.206,0.326,1.150
1751274853462,2025-06-30T12.14.13.462,3.570,0.198,0.333,1.136
1751274853472,2025-06-30T12.14.13.472,3.580,0.198,0.318,1.138
1751274853482,2025-06-30T12.14.13.482,3.590,0.207,0.305,1.141
1751274853492,2025-06-30T12.14.13.492,3.600,0.212,0.294,1.140
1751274853502,2025-06-30T12.14.13.502,3.610,0.213,0.282,1.140
1751274853512,2025-06-30T12.14.13.512,3.620,0.204,0.275,1.127
1751274853522,2025-06-30T12.14.13.522,3.630,0.181,0.272,1.110
1751274853532,2025-06-30T12.14.13.532,3.640,0.171,0.273,1.094
1751274853542,2025-06-30T12.14.13.542,3.650,0.172,0.275,1.083
1751274853552,2025-06-30T12.14.13.552,3.660,0.160,0.268,1.070
