epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1751276291293,2025-06-30T12.38.11.293,0.000,0.635,-0.220,0.739
1751276291303,2025-06-30T12.38.11.303,0.010,0.600,-0.217,0.752
1751276291313,2025-06-30T12.38.11.313,0.020,0.553,-0.217,0.745
1751276291323,2025-06-30T12.38.11.323,0.030,0.527,-0.221,0.743
1751276291333,2025-06-30T12.38.11.333,0.040,0.510,-0.245,0.743
1751276291343,2025-06-30T12.38.11.343,0.050,0.484,-0.263,0.734
1751276291353,2025-06-30T12.38.11.353,0.060,0.499,-0.273,0.712
1751276291363,2025-06-30T12.38.11.363,0.070,0.539,-0.270,0.703
1751276291373,2025-06-30T12.38.11.373,0.080,0.555,-0.258,0.711
1751276291383,2025-06-30T12.38.11.383,0.090,0.570,-0.265,0.729
1751276291393,2025-06-30T12.38.11.393,0.100,0.568,-0.266,0.734
1751276291403,2025-06-30T12.38.11.403,0.110,0.557,-0.254,0.738
1751276291413,2025-06-30T12.38.11.413,0.120,0.550,-0.235,0.741
1751276291423,2025-06-30T12.38.11.423,0.130,0.534,-0.218,0.756
1751276291433,2025-06-30T12.38.11.433,0.140,0.545,-0.200,0.759
1751276291443,2025-06-30T12.38.11.443,0.150,0.548,-0.188,0.763
1751276291453,2025-06-30T12.38.11.453,0.160,0.537,-0.180,0.768
1751276291463,2025-06-30T12.38.11.463,0.170,0.534,-0.171,0.772
1751276291473,2025-06-30T12.38.11.473,0.180,0.548,-0.155,0.774
1751276291483,2025-06-30T12.38.11.483,0.190,0.561,-0.151,0.793
1751276291493,2025-06-30T12.38.11.493,0.200,0.575,-0.142,0.809
1751276291503,2025-06-30T12.38.11.503,0.210,0.576,-0.134,0.810
1751276291513,2025-06-30T12.38.11.513,0.220,0.568,-0.142,0.811
1751276291523,2025-06-30T12.38.11.523,0.230,0.582,-0.146,0.808
1751276291533,2025-06-30T12.38.11.533,0.240,0.580,-0.136,0.815
1751276291543,2025-06-30T12.38.11.543,0.250,0.553,-0.128,0.821
1751276291553,2025-06-30T12.38.11.553,0.260,0.538,-0.133,0.819
1751276291563,2025-06-30T12.38.11.563,0.270,0.547,-0.140,0.824
1751276291573,2025-06-30T12.38.11.573,0.280,0.544,-0.139,0.833
1751276291583,2025-06-30T12.38.11.583,0.290,0.543,-0.130,0.837
1751276291593,2025-06-30T12.38.11.593,0.300,0.542,-0.132,0.837
1751276291603,2025-06-30T12.38.11.603,0.310,0.545,-0.135,0.836
1751276291613,2025-06-30T12.38.11.613,0.320,0.543,-0.135,0.831
1751276291623,2025-06-30T12.38.11.623,0.330,0.538,-0.127,0.824
1751276291633,2025-06-30T12.38.11.633,0.340,0.541,-0.124,0.821
1751276291643,2025-06-30T12.38.11.643,0.350,0.549,-0.125,0.818
1751276291653,2025-06-30T12.38.11.653,0.360,0.555,-0.127,0.816
1751276291663,2025-06-30T12.38.11.663,0.370,0.562,-0.127,0.816
1751276291673,2025-06-30T12.38.11.673,0.380,0.563,-0.128,0.824
1751276291683,2025-06-30T12.38.11.683,0.390,0.560,-0.127,0.824
1751276291693,2025-06-30T12.38.11.693,0.400,0.553,-0.126,0.823
1751276291703,2025-06-30T12.38.11.703,0.410,0.553,-0.127,0.822
1751276291713,2025-06-30T12.38.11.713,0.420,0.549,-0.125,0.820
1751276291723,2025-06-30T12.38.11.723,0.430,0.542,-0.128,0.813
1751276291733,2025-06-30T12.38.11.733,0.440,0.538,-0.130,0.806
1751276291743,2025-06-30T12.38.11.743,0.450,0.541,-0.133,0.798
1751276291753,2025-06-30T12.38.11.753,0.460,0.535,-0.135,0.798
1751276291763,2025-06-30T12.38.11.763,0.470,0.535,-0.144,0.793
1751276291773,2025-06-30T12.38.11.773,0.480,0.546,-0.149,0.795
1751276291783,2025-06-30T12.38.11.783,0.490,0.562,-0.149,0.802
1751276291793,2025-06-30T12.38.11.793,0.500,0.568,-0.152,0.812
1751276291803,2025-06-30T12.38.11.803,0.510,0.570,-0.155,0.818
1751276291813,2025-06-30T12.38.11.813,0.520,0.578,-0.162,0.824
1751276291823,2025-06-30T12.38.11.823,0.530,0.586,-0.163,0.825
1751276291833,2025-06-30T12.38.11.833,0.540,0.581,-0.157,0.830
1751276291843,2025-06-30T12.38.11.843,0.550,0.566,-0.147,0.822
1751276291853,2025-06-30T12.38.11.853,0.560,0.570,-0.140,0.819
1751276291863,2025-06-30T12.38.11.863,0.570,0.578,-0.134,0.812
1751276291873,2025-06-30T12.38.11.873,0.580,0.573,-0.127,0.807
1751276291883,2025-06-30T12.38.11.883,0.590,0.568,-0.121,0.804
1751276291893,2025-06-30T12.38.11.893,0.600,0.573,-0.116,0.804
1751276291903,2025-06-30T12.38.11.903,0.610,0.579,-0.118,0.810
1751276291913,2025-06-30T12.38.11.913,0.620,0.593,-0.122,0.820
1751276291923,2025-06-30T12.38.11.923,0.630,0.601,-0.123,0.828
1751276291933,2025-06-30T12.38.11.933,0.640,0.601,-0.123,0.833
1751276291943,2025-06-30T12.38.11.943,0.650,0.588,-0.121,0.835
1751276291953,2025-06-30T12.38.11.953,0.660,0.570,-0.116,0.836
1751276291963,2025-06-30T12.38.11.963,0.670,0.565,-0.118,0.827
1751276291973,2025-06-30T12.38.11.973,0.680,0.561,-0.119,0.812
1751276291983,2025-06-30T12.38.11.983,0.690,0.559,-0.120,0.793
1751276291993,2025-06-30T12.38.11.993,0.700,0.557,-0.125,0.779
1751276292003,2025-06-30T12.38.12.003,0.710,0.556,-0.131,0.765
1751276292013,2025-06-30T12.38.12.013,0.720,0.554,-0.137,0.753
1751276292023,2025-06-30T12.38.12.023,0.730,0.549,-0.146,0.752
1751276292033,2025-06-30T12.38.12.033,0.740,0.542,-0.154,0.751
1751276292043,2025-06-30T12.38.12.043,0.750,0.539,-0.155,0.751
1751276292053,2025-06-30T12.38.12.053,0.760,0.538,-0.161,0.754
1751276292063,2025-06-30T12.38.12.063,0.770,0.539,-0.166,0.765
1751276292073,2025-06-30T12.38.12.073,0.780,0.531,-0.163,0.765
1751276292083,2025-06-30T12.38.12.083,0.790,0.527,-0.166,0.762
1751276292093,2025-06-30T12.38.12.093,0.800,0.529,-0.173,0.753
1751276292103,2025-06-30T12.38.12.103,0.810,0.537,-0.169,0.753
1751276292113,2025-06-30T12.38.12.113,0.820,0.553,-0.157,0.766
1751276292123,2025-06-30T12.38.12.123,0.830,0.592,-0.142,0.780
1751276292133,2025-06-30T12.38.12.133,0.840,0.640,-0.127,0.796
1751276292143,2025-06-30T12.38.12.143,0.850,0.667,-0.108,0.808
1751276292153,2025-06-30T12.38.12.153,0.860,0.682,-0.101,0.804
1751276292163,2025-06-30T12.38.12.163,0.870,0.667,-0.099,0.805
1751276292173,2025-06-30T12.38.12.173,0.880,0.634,-0.093,0.807
1751276292183,2025-06-30T12.38.12.183,0.890,0.611,-0.087,0.809
1751276292193,2025-06-30T12.38.12.193,0.900,0.599,-0.079,0.813
1751276292203,2025-06-30T12.38.12.203,0.910,0.597,-0.075,0.819
1751276292213,2025-06-30T12.38.12.213,0.920,0.604,-0.075,0.833
1751276292223,2025-06-30T12.38.12.223,0.930,0.609,-0.083,0.845
1751276292233,2025-06-30T12.38.12.233,0.940,0.621,-0.090,0.853
1751276292243,2025-06-30T12.38.12.243,0.950,0.639,-0.096,0.847
1751276292253,2025-06-30T12.38.12.253,0.960,0.644,-0.101,0.840
1751276292263,2025-06-30T12.38.12.263,0.970,0.649,-0.110,0.826
1751276292273,2025-06-30T12.38.12.273,0.980,0.654,-0.113,0.810
1751276292283,2025-06-30T12.38.12.283,0.990,0.645,-0.111,0.790
1751276292293,2025-06-30T12.38.12.293,1.000,0.645,-0.116,0.765
1751276292303,2025-06-30T12.38.12.303,1.010,0.649,-0.118,0.747
1751276292313,2025-06-30T12.38.12.313,1.020,0.648,-0.116,0.739
1751276292323,2025-06-30T12.38.12.323,1.030,0.643,-0.121,0.737
1751276292333,2025-06-30T12.38.12.333,1.040,0.639,-0.125,0.734
1751276292343,2025-06-30T12.38.12.343,1.050,0.635,-0.129,0.733
1751276292353,2025-06-30T12.38.12.353,1.060,0.639,-0.130,0.732
1751276292363,2025-06-30T12.38.12.363,1.070,0.652,-0.129,0.744
1751276292373,2025-06-30T12.38.12.373,1.080,0.655,-0.130,0.755
1751276292383,2025-06-30T12.38.12.383,1.090,0.653,-0.133,0.750
1751276292393,2025-06-30T12.38.12.393,1.100,0.646,-0.123,0.741
1751276292403,2025-06-30T12.38.12.403,1.110,0.645,-0.109,0.728
1751276292413,2025-06-30T12.38.12.413,1.120,0.671,-0.110,0.727
1751276292423,2025-06-30T12.38.12.423,1.130,0.707,-0.111,0.736
1751276292433,2025-06-30T12.38.12.433,1.140,0.707,-0.090,0.745
1751276292443,2025-06-30T12.38.12.443,1.150,0.673,-0.087,0.748
1751276292453,2025-06-30T12.38.12.453,1.160,0.619,-0.086,0.761
1751276292463,2025-06-30T12.38.12.463,1.170,0.608,-0.087,0.771
1751276292473,2025-06-30T12.38.12.473,1.180,0.640,-0.086,0.772
1751276292483,2025-06-30T12.38.12.483,1.190,0.650,-0.088,0.783
1751276292493,2025-06-30T12.38.12.493,1.200,0.643,-0.089,0.791
1751276292503,2025-06-30T12.38.12.503,1.210,0.641,-0.095,0.793
1751276292513,2025-06-30T12.38.12.513,1.220,0.635,-0.097,0.795
1751276292523,2025-06-30T12.38.12.523,1.230,0.642,-0.094,0.792
1751276292533,2025-06-30T12.38.12.533,1.240,0.649,-0.092,0.790
1751276292543,2025-06-30T12.38.12.543,1.250,0.658,-0.101,0.787
1751276292553,2025-06-30T12.38.12.553,1.260,0.664,-0.112,0.780
1751276292563,2025-06-30T12.38.12.563,1.270,0.647,-0.124,0.767
1751276292573,2025-06-30T12.38.12.573,1.280,0.638,-0.134,0.757
1751276292583,2025-06-30T12.38.12.583,1.290,0.666,-0.146,0.749
1751276292593,2025-06-30T12.38.12.593,1.300,0.689,-0.161,0.742
1751276292603,2025-06-30T12.38.12.603,1.310,0.709,-0.173,0.728
1751276292613,2025-06-30T12.38.12.613,1.320,0.729,-0.190,0.714
1751276292623,2025-06-30T12.38.12.623,1.330,0.741,-0.201,0.704
1751276292633,2025-06-30T12.38.12.633,1.340,0.761,-0.220,0.691
1751276292643,2025-06-30T12.38.12.643,1.350,0.795,-0.241,0.657
1751276292653,2025-06-30T12.38.12.653,1.360,0.831,-0.256,0.614
1751276292663,2025-06-30T12.38.12.663,1.370,0.856,-0.307,0.605
1751276292673,2025-06-30T12.38.12.673,1.380,0.867,-0.359,0.621
1751276292683,2025-06-30T12.38.12.683,1.390,0.825,-0.369,0.661
1751276292693,2025-06-30T12.38.12.693,1.400,0.720,-0.364,0.678
1751276292703,2025-06-30T12.38.12.703,1.410,0.540,-0.360,0.688
1751276292713,2025-06-30T12.38.12.713,1.420,0.388,-0.345,0.726
1751276292723,2025-06-30T12.38.12.723,1.430,0.332,-0.344,0.783
1751276292733,2025-06-30T12.38.12.733,1.440,0.328,-0.340,0.808
1751276292743,2025-06-30T12.38.12.743,1.450,0.372,-0.348,0.801
1751276292753,2025-06-30T12.38.12.753,1.460,0.469,-0.375,0.777
1751276292763,2025-06-30T12.38.12.763,1.470,0.589,-0.379,0.767
1751276292773,2025-06-30T12.38.12.773,1.480,0.685,-0.359,0.781
1751276292783,2025-06-30T12.38.12.783,1.490,0.709,-0.309,0.795
1751276292793,2025-06-30T12.38.12.793,1.500,0.674,-0.330,0.766
1751276292803,2025-06-30T12.38.12.803,1.510,0.566,-0.328,0.749
1751276292813,2025-06-30T12.38.12.813,1.520,0.469,-0.270,0.764
1751276292823,2025-06-30T12.38.12.823,1.530,0.409,-0.258,0.792
1751276292833,2025-06-30T12.38.12.833,1.540,0.344,-0.264,0.802
1751276292843,2025-06-30T12.38.12.843,1.550,0.308,-0.254,0.782
1751276292853,2025-06-30T12.38.12.853,1.560,0.351,-0.242,0.732
1751276292863,2025-06-30T12.38.12.863,1.570,0.416,-0.230,0.723
1751276292873,2025-06-30T12.38.12.873,1.580,0.479,-0.211,0.732
1751276292883,2025-06-30T12.38.12.883,1.590,0.506,-0.168,0.767
1751276292893,2025-06-30T12.38.12.893,1.600,0.516,-0.132,0.828
1751276292903,2025-06-30T12.38.12.903,1.610,0.511,-0.112,0.883
1751276292913,2025-06-30T12.38.12.913,1.620,0.447,-0.060,0.945
1751276292923,2025-06-30T12.38.12.923,1.630,0.388,-0.023,0.986
1751276292933,2025-06-30T12.38.12.933,1.640,0.328,-0.007,0.982
1751276292943,2025-06-30T12.38.12.943,1.650,0.206,0.018,0.952
1751276292953,2025-06-30T12.38.12.953,1.660,0.168,0.061,0.919
1751276292963,2025-06-30T12.38.12.963,1.670,0.228,0.081,0.909
1751276292973,2025-06-30T12.38.12.973,1.680,0.298,0.072,0.937
1751276292983,2025-06-30T12.38.12.983,1.690,0.380,0.071,0.996
1751276292993,2025-06-30T12.38.12.993,1.700,0.466,0.084,1.061
1751276293003,2025-06-30T12.38.13.003,1.710,0.470,0.111,1.087
1751276293013,2025-06-30T12.38.13.013,1.720,0.431,0.138,1.077
1751276293023,2025-06-30T12.38.13.023,1.730,0.405,0.148,1.030
1751276293033,2025-06-30T12.38.13.033,1.740,0.373,0.165,0.961
1751276293043,2025-06-30T12.38.13.043,1.750,0.357,0.177,0.907
1751276293053,2025-06-30T12.38.13.053,1.760,0.370,0.170,0.885
1751276293063,2025-06-30T12.38.13.063,1.770,0.418,0.151,0.885
1751276293073,2025-06-30T12.38.13.073,1.780,0.458,0.119,0.897
1751276293083,2025-06-30T12.38.13.083,1.790,0.452,0.101,0.904
1751276293093,2025-06-30T12.38.13.093,1.800,0.429,0.077,0.909
1751276293103,2025-06-30T12.38.13.103,1.810,0.401,0.040,0.893
1751276293113,2025-06-30T12.38.13.113,1.820,0.355,0.014,0.875
1751276293123,2025-06-30T12.38.13.123,1.830,0.273,0.001,0.846
1751276293133,2025-06-30T12.38.13.133,1.840,0.258,-0.023,0.791
1751276293143,2025-06-30T12.38.13.143,1.850,0.323,-0.074,0.781
1751276293153,2025-06-30T12.38.13.153,1.860,0.359,-0.100,0.830
1751276293163,2025-06-30T12.38.13.163,1.870,0.349,-0.097,0.879
1751276293173,2025-06-30T12.38.13.173,1.880,0.305,-0.096,0.919
1751276293183,2025-06-30T12.38.13.183,1.890,0.254,-0.104,0.945
1751276293193,2025-06-30T12.38.13.193,1.900,0.202,-0.094,0.957
1751276293203,2025-06-30T12.38.13.203,1.910,0.202,-0.071,0.968
1751276293213,2025-06-30T12.38.13.213,1.920,0.239,-0.070,0.989
1751276293223,2025-06-30T12.38.13.223,1.930,0.264,-0.078,0.985
1751276293233,2025-06-30T12.38.13.233,1.940,0.314,-0.083,0.971
1751276293243,2025-06-30T12.38.13.243,1.950,0.368,-0.098,0.946
1751276293253,2025-06-30T12.38.13.253,1.960,0.361,-0.101,0.936
1751276293263,2025-06-30T12.38.13.263,1.970,0.299,-0.086,0.943
1751276293273,2025-06-30T12.38.13.273,1.980,0.206,-0.055,0.967
1751276293283,2025-06-30T12.38.13.283,1.990,0.165,-0.036,0.984
1751276293293,2025-06-30T12.38.13.293,2.000,0.216,-0.034,1.013
1751276293303,2025-06-30T12.38.13.303,2.010,0.206,-0.001,1.055
1751276293313,2025-06-30T12.38.13.313,2.020,0.191,0.045,1.085
1751276293323,2025-06-30T12.38.13.323,2.030,0.262,0.050,1.096
1751276293333,2025-06-30T12.38.13.333,2.040,0.331,0.050,1.093
1751276293343,2025-06-30T12.38.13.343,2.050,0.354,0.066,1.089
1751276293353,2025-06-30T12.38.13.353,2.060,0.327,0.084,1.071
1751276293363,2025-06-30T12.38.13.363,2.070,0.323,0.084,1.036
1751276293373,2025-06-30T12.38.13.373,2.080,0.322,0.080,1.034
1751276293383,2025-06-30T12.38.13.383,2.090,0.285,0.089,1.052
1751276293393,2025-06-30T12.38.13.393,2.100,0.248,0.083,1.026
1751276293403,2025-06-30T12.38.13.403,2.110,0.226,0.070,0.980
1751276293413,2025-06-30T12.38.13.413,2.120,0.224,0.059,0.959
1751276293423,2025-06-30T12.38.13.423,2.130,0.213,0.050,0.958
1751276293433,2025-06-30T12.38.13.433,2.140,0.194,0.051,0.960
1751276293443,2025-06-30T12.38.13.443,2.150,0.179,0.057,0.960
1751276293453,2025-06-30T12.38.13.453,2.160,0.222,0.057,0.956
1751276293463,2025-06-30T12.38.13.463,2.170,0.310,0.021,0.926
1751276293473,2025-06-30T12.38.13.473,2.180,0.300,0.012,0.923
1751276293483,2025-06-30T12.38.13.483,2.190,0.294,0.005,0.909
1751276293493,2025-06-30T12.38.13.493,2.200,0.244,0.014,0.901
1751276293503,2025-06-30T12.38.13.503,2.210,0.201,0.031,0.895
1751276293513,2025-06-30T12.38.13.513,2.220,0.217,0.039,0.902
1751276293523,2025-06-30T12.38.13.523,2.230,0.236,0.047,0.929
1751276293533,2025-06-30T12.38.13.533,2.240,0.232,0.041,0.980
1751276293543,2025-06-30T12.38.13.543,2.250,0.215,0.023,1.035
1751276293553,2025-06-30T12.38.13.553,2.260,0.191,0.017,1.065
1751276293563,2025-06-30T12.38.13.563,2.270,0.175,0.013,1.069
1751276293573,2025-06-30T12.38.13.573,2.280,0.181,0.004,1.074
1751276293583,2025-06-30T12.38.13.583,2.290,0.215,0.031,1.059
1751276293593,2025-06-30T12.38.13.593,2.300,0.196,0.038,1.021
1751276293603,2025-06-30T12.38.13.603,2.310,0.165,0.034,0.974
1751276293613,2025-06-30T12.38.13.613,2.320,0.201,0.041,0.937
1751276293623,2025-06-30T12.38.13.623,2.330,0.270,0.048,0.949
1751276293633,2025-06-30T12.38.13.633,2.340,0.289,0.053,0.986
1751276293643,2025-06-30T12.38.13.643,2.350,0.280,0.045,1.014
1751276293653,2025-06-30T12.38.13.653,2.360,0.273,0.038,1.015
1751276293663,2025-06-30T12.38.13.663,2.370,0.258,0.022,1.009
1751276293673,2025-06-30T12.38.13.673,2.380,0.223,0.020,1.016
1751276293683,2025-06-30T12.38.13.683,2.390,0.234,0.018,1.041
1751276293693,2025-06-30T12.38.13.693,2.400,0.242,0.011,1.044
1751276293703,2025-06-30T12.38.13.703,2.410,0.252,-0.005,1.021
1751276293713,2025-06-30T12.38.13.713,2.420,0.298,-0.002,0.989
1751276293723,2025-06-30T12.38.13.723,2.430,0.374,-0.005,0.956
1751276293733,2025-06-30T12.38.13.733,2.440,0.456,-0.021,0.946
1751276293743,2025-06-30T12.38.13.743,2.450,0.459,-0.027,0.946
1751276293753,2025-06-30T12.38.13.753,2.460,0.376,-0.017,0.954
1751276293763,2025-06-30T12.38.13.763,2.470,0.239,0.015,0.976
1751276293773,2025-06-30T12.38.13.773,2.480,0.160,0.044,0.987
1751276293783,2025-06-30T12.38.13.783,2.490,0.156,0.059,0.976
1751276293793,2025-06-30T12.38.13.793,2.500,0.200,0.062,0.959
1751276293803,2025-06-30T12.38.13.803,2.510,0.231,0.055,0.975
1751276293813,2025-06-30T12.38.13.813,2.520,0.233,0.054,0.997
1751276293823,2025-06-30T12.38.13.823,2.530,0.214,0.060,1.007
1751276293833,2025-06-30T12.38.13.833,2.540,0.253,0.061,0.995
1751276293843,2025-06-30T12.38.13.843,2.550,0.318,0.049,0.979
1751276293853,2025-06-30T12.38.13.853,2.560,0.326,0.050,0.952
1751276293863,2025-06-30T12.38.13.863,2.570,0.313,0.057,0.934
1751276293873,2025-06-30T12.38.13.873,2.580,0.291,0.065,0.941
1751276293883,2025-06-30T12.38.13.883,2.590,0.271,0.068,0.950
1751276293893,2025-06-30T12.38.13.893,2.600,0.273,0.071,0.967
1751276293903,2025-06-30T12.38.13.903,2.610,0.299,0.074,0.990
1751276293913,2025-06-30T12.38.13.913,2.620,0.305,0.075,0.997
1751276293923,2025-06-30T12.38.13.923,2.630,0.262,0.075,0.979
1751276293933,2025-06-30T12.38.13.933,2.640,0.243,0.085,0.960
1751276293943,2025-06-30T12.38.13.943,2.650,0.249,0.089,0.952
1751276293953,2025-06-30T12.38.13.953,2.660,0.240,0.083,0.942
1751276293963,2025-06-30T12.38.13.963,2.670,0.245,0.073,0.941
1751276293973,2025-06-30T12.38.13.973,2.680,0.268,0.062,0.923
1751276293983,2025-06-30T12.38.13.983,2.690,0.279,0.058,0.918
1751276293993,2025-06-30T12.38.13.993,2.700,0.264,0.078,0.961
1751276294003,2025-06-30T12.38.14.003,2.710,0.266,0.088,0.998
1751276294013,2025-06-30T12.38.14.013,2.720,0.278,0.067,1.000
1751276294023,2025-06-30T12.38.14.023,2.730,0.262,0.045,0.996
1751276294033,2025-06-30T12.38.14.033,2.740,0.241,0.042,1.000
1751276294043,2025-06-30T12.38.14.043,2.750,0.223,0.046,1.001
1751276294053,2025-06-30T12.38.14.053,2.760,0.231,0.039,1.013
1751276294063,2025-06-30T12.38.14.063,2.770,0.237,0.034,1.014
1751276294073,2025-06-30T12.38.14.073,2.780,0.226,0.024,0.997
1751276294083,2025-06-30T12.38.14.083,2.790,0.229,0.024,0.977
1751276294093,2025-06-30T12.38.14.093,2.800,0.245,0.033,0.947
1751276294103,2025-06-30T12.38.14.103,2.810,0.254,0.046,0.943
1751276294113,2025-06-30T12.38.14.113,2.820,0.253,0.047,0.967
1751276294123,2025-06-30T12.38.14.123,2.830,0.250,0.062,1.005
1751276294133,2025-06-30T12.38.14.133,2.840,0.248,0.070,1.017
1751276294143,2025-06-30T12.38.14.143,2.850,0.216,0.057,0.997
1751276294153,2025-06-30T12.38.14.153,2.860,0.170,0.054,0.962
1751276294163,2025-06-30T12.38.14.163,2.870,0.141,0.071,0.920
1751276294173,2025-06-30T12.38.14.173,2.880,0.168,0.097,0.917
1751276294183,2025-06-30T12.38.14.183,2.890,0.250,0.113,0.936
1751276294193,2025-06-30T12.38.14.193,2.900,0.282,0.112,0.934
1751276294203,2025-06-30T12.38.14.203,2.910,0.268,0.123,0.928
1751276294213,2025-06-30T12.38.14.213,2.920,0.248,0.134,0.918
1751276294223,2025-06-30T12.38.14.223,2.930,0.261,0.133,0.923
1751276294233,2025-06-30T12.38.14.233,2.940,0.286,0.132,0.929
1751276294243,2025-06-30T12.38.14.243,2.950,0.286,0.125,0.908
1751276294253,2025-06-30T12.38.14.253,2.960,0.320,0.107,0.887
1751276294263,2025-06-30T12.38.14.263,2.970,0.342,0.094,0.891
1751276294273,2025-06-30T12.38.14.273,2.980,0.330,0.084,0.925
1751276294283,2025-06-30T12.38.14.283,2.990,0.277,0.085,0.966
1751276294293,2025-06-30T12.38.14.293,3.000,0.242,0.085,0.977
1751276294303,2025-06-30T12.38.14.303,3.010,0.259,0.075,0.969
1751276294313,2025-06-30T12.38.14.313,3.020,0.293,0.074,0.975
1751276294323,2025-06-30T12.38.14.323,3.030,0.305,0.066,0.980
1751276294333,2025-06-30T12.38.14.333,3.040,0.282,0.062,0.975
1751276294343,2025-06-30T12.38.14.343,3.050,0.246,0.070,0.986
1751276294353,2025-06-30T12.38.14.353,3.060,0.247,0.074,0.997
1751276294363,2025-06-30T12.38.14.363,3.070,0.244,0.070,0.991
1751276294373,2025-06-30T12.38.14.373,3.080,0.227,0.076,0.984
1751276294383,2025-06-30T12.38.14.383,3.090,0.223,0.094,0.976
1751276294393,2025-06-30T12.38.14.393,3.100,0.265,0.082,0.964
1751276294403,2025-06-30T12.38.14.403,3.110,0.290,0.076,0.959
1751276294413,2025-06-30T12.38.14.413,3.120,0.273,0.071,0.971
1751276294423,2025-06-30T12.38.14.423,3.130,0.256,0.082,1.008
1751276294433,2025-06-30T12.38.14.433,3.140,0.275,0.080,1.034
1751276294443,2025-06-30T12.38.14.443,3.150,0.332,0.065,1.020
1751276294453,2025-06-30T12.38.14.453,3.160,0.354,0.070,1.056
1751276294463,2025-06-30T12.38.14.463,3.170,0.336,0.066,1.112
1751276294473,2025-06-30T12.38.14.473,3.180,0.298,0.055,1.135
1751276294483,2025-06-30T12.38.14.483,3.190,0.270,0.041,1.116
1751276294493,2025-06-30T12.38.14.493,3.200,0.249,0.035,1.055
1751276294503,2025-06-30T12.38.14.503,3.210,0.271,0.036,0.996
1751276294513,2025-06-30T12.38.14.513,3.220,0.309,0.038,0.957
1751276294523,2025-06-30T12.38.14.523,3.230,0.282,0.065,0.934
1751276294533,2025-06-30T12.38.14.533,3.240,0.224,0.100,0.909
1751276294543,2025-06-30T12.38.14.543,3.250,0.198,0.126,0.895
1751276294553,2025-06-30T12.38.14.553,3.260,0.219,0.137,0.893
1751276294563,2025-06-30T12.38.14.563,3.270,0.232,0.141,0.890
1751276294573,2025-06-30T12.38.14.573,3.280,0.214,0.149,0.904
1751276294583,2025-06-30T12.38.14.583,3.290,0.229,0.161,0.898
1751276294593,2025-06-30T12.38.14.593,3.300,0.250,0.146,0.901
1751276294603,2025-06-30T12.38.14.603,3.310,0.247,0.122,0.903
1751276294613,2025-06-30T12.38.14.613,3.320,0.205,0.118,0.904
1751276294623,2025-06-30T12.38.14.623,3.330,0.179,0.155,0.924
1751276294633,2025-06-30T12.38.14.633,3.340,0.186,0.192,0.925
1751276294643,2025-06-30T12.38.14.643,3.350,0.170,0.188,0.899
1751276294653,2025-06-30T12.38.14.653,3.360,0.138,0.197,0.895
1751276294663,2025-06-30T12.38.14.663,3.370,0.157,0.208,0.895
1751276294673,2025-06-30T12.38.14.673,3.380,0.167,0.205,0.879
1751276294683,2025-06-30T12.38.14.683,3.390,0.167,0.202,0.871
1751276294693,2025-06-30T12.38.14.693,3.400,0.213,0.212,0.890
1751276294703,2025-06-30T12.38.14.703,3.410,0.309,0.226,0.925
1751276294713,2025-06-30T12.38.14.713,3.420,0.424,0.205,0.972
1751276294723,2025-06-30T12.38.14.723,3.430,0.437,0.173,1.023
1751276294733,2025-06-30T12.38.14.733,3.440,0.371,0.163,1.062
1751276294743,2025-06-30T12.38.14.743,3.450,0.354,0.129,1.074
1751276294753,2025-06-30T12.38.14.753,3.460,0.384,0.098,1.059
1751276294763,2025-06-30T12.38.14.763,3.470,0.435,0.091,1.035
1751276294773,2025-06-30T12.38.14.773,3.480,0.498,0.091,1.032
1751276294783,2025-06-30T12.38.14.783,3.490,0.563,0.086,1.040
1751276294793,2025-06-30T12.38.14.793,3.500,0.613,0.046,1.014
1751276294803,2025-06-30T12.38.14.803,3.510,0.555,0.026,0.977
1751276294813,2025-06-30T12.38.14.813,3.520,0.411,0.018,0.935
1751276294823,2025-06-30T12.38.14.823,3.530,0.297,0.010,0.905
1751276294833,2025-06-30T12.38.14.833,3.540,0.286,-0.003,0.862
1751276294843,2025-06-30T12.38.14.843,3.550,0.334,-0.013,0.842
1751276294853,2025-06-30T12.38.14.853,3.560,0.338,-0.026,0.824
1751276294863,2025-06-30T12.38.14.863,3.570,0.326,-0.030,0.836
1751276294873,2025-06-30T12.38.14.873,3.580,0.331,-0.034,0.833
1751276294883,2025-06-30T12.38.14.883,3.590,0.338,-0.006,0.831
1751276294893,2025-06-30T12.38.14.893,3.600,0.357,0.011,0.864
1751276294903,2025-06-30T12.38.14.903,3.610,0.364,0.050,0.878
1751276294913,2025-06-30T12.38.14.913,3.620,0.354,0.111,0.912
1751276294923,2025-06-30T12.38.14.923,3.630,0.397,0.123,0.950
1751276294933,2025-06-30T12.38.14.933,3.640,0.454,0.105,0.969
1751276294943,2025-06-30T12.38.14.943,3.650,0.469,0.095,0.922
1751276294953,2025-06-30T12.38.14.953,3.660,0.373,0.146,0.966
1751276294963,2025-06-30T12.38.14.963,3.670,0.352,0.104,1.089
1751276294973,2025-06-30T12.38.14.973,3.680,0.426,-0.000,1.031
1751276294983,2025-06-30T12.38.14.983,3.690,0.515,-0.032,0.381
1751276294993,2025-06-30T12.38.14.993,3.700,0.006,0.368,0.960
