epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1751285032320,2025-06-30T15:03:52.320,0.000,-0.456,0.237,0.898
1751285032330,2025-06-30T15:03:52.330,0.010,-0.434,0.227,0.912
1751285032340,2025-06-30T15:03:52.340,0.020,-0.412,0.226,0.924
1751285032350,2025-06-30T15:03:52.350,0.030,-0.387,0.235,0.927
1751285032360,2025-06-30T15:03:52.360,0.040,-0.385,0.236,0.926
1751285032370,2025-06-30T15:03:52.370,0.050,-0.395,0.227,0.931
1751285032380,2025-06-30T15:03:52.380,0.060,-0.375,0.221,0.957
1751285032390,2025-06-30T15:03:52.390,0.070,-0.334,0.226,0.981
1751285032400,2025-06-30T15:03:52.400,0.080,-0.280,0.229,1.003
1751285032410,2025-06-30T15:03:52.410,0.090,-0.242,0.232,1.017
1751285032420,2025-06-30T15:03:52.420,0.100,-0.193,0.235,1.034
1751285032430,2025-06-30T15:03:52.430,0.110,-0.154,0.236,1.046
1751285032440,2025-06-30T15:03:52.440,0.120,-0.116,0.238,1.058
1751285032450,2025-06-30T15:03:52.450,0.130,-0.085,0.229,1.065
1751285032460,2025-06-30T15:03:52.460,0.140,-0.076,0.223,1.058
1751285032470,2025-06-30T15:03:52.470,0.150,-0.071,0.221,1.047
1751285032480,2025-06-30T15:03:52.480,0.160,-0.038,0.222,1.054
1751285032490,2025-06-30T15:03:52.490,0.170,0.021,0.219,1.069
1751285032500,2025-06-30T15:03:52.500,0.180,0.084,0.207,1.084
1751285032510,2025-06-30T15:03:52.510,0.190,0.175,0.191,1.108
1751285032520,2025-06-30T15:03:52.520,0.200,0.276,0.165,1.125
1751285032530,2025-06-30T15:03:52.530,0.210,0.281,0.146,1.112
1751285032540,2025-06-30T15:03:52.540,0.220,0.236,0.124,1.095
1751285032550,2025-06-30T15:03:52.550,0.230,0.218,0.112,1.075
1751285032560,2025-06-30T15:03:52.560,0.240,0.174,0.099,1.058
1751285032570,2025-06-30T15:03:52.570,0.250,0.114,0.085,1.057
1751285032580,2025-06-30T15:03:52.580,0.260,0.075,0.078,1.062
