epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1751285247862,2025-06-30T15:07:27.862,0.000,-0.193,-0.012,0.908
1751285247872,2025-06-30T15:07:27.872,0.010,-0.240,-0.016,0.905
1751285247882,2025-06-30T15:07:27.882,0.020,-0.272,-0.032,0.910
1751285247892,2025-06-30T15:07:27.892,0.030,-0.284,-0.041,0.920
1751285247902,2025-06-30T15:07:27.902,0.040,-0.256,-0.052,0.948
1751285247912,2025-06-30T15:07:27.912,0.050,-0.203,-0.062,0.986
1751285247922,2025-06-30T15:07:27.922,0.060,-0.191,-0.061,1.004
1751285247932,2025-06-30T15:07:27.932,0.070,-0.217,-0.060,0.986
1751285247942,2025-06-30T15:07:27.942,0.080,-0.234,-0.067,0.983
1751285247952,2025-06-30T15:07:27.952,0.090,-0.228,-0.074,0.981
1751285247962,2025-06-30T15:07:27.962,0.100,-0.201,-0.077,0.959
1751285247972,2025-06-30T15:07:27.972,0.110,-0.183,-0.078,0.953
1751285247982,2025-06-30T15:07:27.982,0.120,-0.192,-0.074,0.962
1751285247992,2025-06-30T15:07:27.992,0.130,-0.196,-0.063,0.962
1751285248002,2025-06-30T15:07:28.002,0.140,-0.191,-0.059,0.948
1751285248012,2025-06-30T15:07:28.012,0.150,-0.178,-0.063,0.943
1751285248022,2025-06-30T15:07:28.022,0.160,-0.157,-0.063,0.926
1751285248032,2025-06-30T15:07:28.032,0.170,-0.143,-0.063,0.896
1751285248042,2025-06-30T15:07:28.042,0.180,-0.134,-0.059,0.860
1751285248052,2025-06-30T15:07:28.052,0.190,-0.129,-0.055,0.824
1751285248062,2025-06-30T15:07:28.062,0.200,-0.120,-0.053,0.786
1751285248072,2025-06-30T15:07:28.072,0.210,-0.114,-0.054,0.747
1751285248082,2025-06-30T15:07:28.082,0.220,-0.109,-0.048,0.699
1751285248092,2025-06-30T15:07:28.092,0.230,-0.100,-0.040,0.640
1751285248102,2025-06-30T15:07:28.102,0.240,-0.082,-0.031,0.578
