epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1750790819386,2025-06-24T21:46:59.386,0.000,0.396,0.784,0.027
1750790819396,2025-06-24T21:46:59.396,0.010,0.414,0.779,0.031
1750790819406,2025-06-24T21:46:59.406,0.020,0.415,0.785,0.036
1750790819416,2025-06-24T21:46:59.416,0.030,0.414,0.799,0.037
1750790819426,2025-06-24T21:46:59.426,0.040,0.411,0.818,0.029
1750790819436,2025-06-24T21:46:59.436,0.050,0.401,0.832,0.039
1750790819446,2025-06-24T21:46:59.446,0.060,0.384,0.836,0.052
1750790819456,2025-06-24T21:46:59.456,0.070,0.358,0.827,0.056
1750790819466,2025-06-24T21:46:59.466,0.080,0.342,0.813,0.059
1750790819476,2025-06-24T21:46:59.476,0.090,0.328,0.810,0.058
1750790819486,2025-06-24T21:46:59.486,0.100,0.310,0.806,0.045
1750790819496,2025-06-24T21:46:59.496,0.110,0.308,0.811,0.045
1750790819506,2025-06-24T21:46:59.506,0.120,0.309,0.833,0.051
1750790819516,2025-06-24T21:46:59.516,0.130,0.308,0.863,0.049
1750790819526,2025-06-24T21:46:59.526,0.140,0.304,0.894,0.056
1750790819536,2025-06-24T21:46:59.536,0.150,0.292,0.926,0.059
1750790819546,2025-06-24T21:46:59.546,0.160,0.254,0.943,0.050
1750790819556,2025-06-24T21:46:59.556,0.170,0.209,0.949,0.028
1750790819566,2025-06-24T21:46:59.566,0.180,0.180,0.962,-0.002
1750790819576,2025-06-24T21:46:59.576,0.190,0.188,1.014,-0.012
1750790819586,2025-06-24T21:46:59.586,0.200,0.231,1.090,-0.000
1750790819596,2025-06-24T21:46:59.596,0.210,0.262,1.158,0.006
1750790819606,2025-06-24T21:46:59.606,0.220,0.295,1.213,0.018
1750790819616,2025-06-24T21:46:59.616,0.230,0.345,1.261,0.045
1750790819626,2025-06-24T21:46:59.626,0.240,0.381,1.274,0.075
1750790819636,2025-06-24T21:46:59.636,0.250,0.358,1.215,0.097
1750790819646,2025-06-24T21:46:59.646,0.260,0.300,1.073,0.098
1750790819656,2025-06-24T21:46:59.656,0.270,0.243,0.926,0.091
1750790819666,2025-06-24T21:46:59.666,0.280,0.222,0.831,0.104
1750790819676,2025-06-24T21:46:59.676,0.290,0.220,0.772,0.133
1750790819686,2025-06-24T21:46:59.686,0.300,0.195,0.745,0.163
1750790819696,2025-06-24T21:46:59.696,0.310,0.156,0.758,0.182
1750790819706,2025-06-24T21:46:59.706,0.320,0.134,0.812,0.183
1750790819716,2025-06-24T21:46:59.716,0.330,0.140,0.886,0.161
1750790819726,2025-06-24T21:46:59.726,0.340,0.149,0.955,0.130
1750790819736,2025-06-24T21:46:59.736,0.350,0.184,1.004,0.100
1750790819746,2025-06-24T21:46:59.746,0.360,0.233,1.042,0.072
1750790819756,2025-06-24T21:46:59.756,0.370,0.275,1.076,0.054
1750790819766,2025-06-24T21:46:59.766,0.380,0.297,1.083,0.048
1750790819776,2025-06-24T21:46:59.776,0.390,0.283,1.063,0.053
1750790819786,2025-06-24T21:46:59.786,0.400,0.270,1.042,0.075
1750790819796,2025-06-24T21:46:59.796,0.410,0.283,1.008,0.102
1750790819806,2025-06-24T21:46:59.806,0.420,0.279,0.968,0.123
1750790819816,2025-06-24T21:46:59.816,0.430,0.313,0.935,0.157
1750790819826,2025-06-24T21:46:59.826,0.440,0.355,0.896,0.202
1750790819836,2025-06-24T21:46:59.836,0.450,0.363,0.847,0.215
1750790819846,2025-06-24T21:46:59.846,0.460,0.386,0.811,0.218
1750790819856,2025-06-24T21:46:59.856,0.470,0.418,0.788,0.207
1750790819866,2025-06-24T21:46:59.866,0.480,0.441,0.771,0.194
1750790819876,2025-06-24T21:46:59.876,0.490,0.457,0.755,0.181
1750790819886,2025-06-24T21:46:59.886,0.500,0.466,0.751,0.174
1750790819896,2025-06-24T21:46:59.896,0.510,0.467,0.756,0.177
1750790819906,2025-06-24T21:46:59.906,0.520,0.452,0.771,0.188
1750790819916,2025-06-24T21:46:59.916,0.530,0.437,0.790,0.205
1750790819926,2025-06-24T21:46:59.926,0.540,0.432,0.808,0.227
1750790819936,2025-06-24T21:46:59.936,0.550,0.422,0.825,0.252
1750790819946,2025-06-24T21:46:59.946,0.560,0.413,0.838,0.273
1750790819956,2025-06-24T21:46:59.956,0.570,0.413,0.847,0.295
1750790819966,2025-06-24T21:46:59.966,0.580,0.408,0.864,0.307
1750790819976,2025-06-24T21:46:59.976,0.590,0.401,0.877,0.315
1750790819986,2025-06-24T21:46:59.986,0.600,0.401,0.885,0.331
1750790819996,2025-06-24T21:46:59.996,0.610,0.418,0.877,0.343
1750790820006,2025-06-24T21:47:00.006,0.620,0.415,0.866,0.364
1750790820016,2025-06-24T21:47:00.016,0.630,0.402,0.858,0.383
1750790820026,2025-06-24T21:47:00.026,0.640,0.401,0.860,0.402
1750790820036,2025-06-24T21:47:00.036,0.650,0.407,0.868,0.413
1750790820046,2025-06-24T21:47:00.046,0.660,0.407,0.886,0.429
1750790820056,2025-06-24T21:47:00.056,0.670,0.413,0.916,0.438
1750790820066,2025-06-24T21:47:00.066,0.680,0.429,0.956,0.443
1750790820076,2025-06-24T21:47:00.076,0.690,0.448,1.008,0.449
1750790820086,2025-06-24T21:47:00.086,0.700,0.464,1.065,0.451
1750790820096,2025-06-24T21:47:00.096,0.710,0.465,1.108,0.440
1750790820106,2025-06-24T21:47:00.106,0.720,0.451,1.128,0.419
1750790820116,2025-06-24T21:47:00.116,0.730,0.425,1.153,0.388
1750790820126,2025-06-24T21:47:00.126,0.740,0.422,1.214,0.380
1750790820136,2025-06-24T21:47:00.136,0.750,0.432,1.302,0.391
1750790820146,2025-06-24T21:47:00.146,0.760,0.447,1.384,0.413
1750790820156,2025-06-24T21:47:00.156,0.770,0.452,1.428,0.426
1750790820166,2025-06-24T21:47:00.166,0.780,0.430,1.410,0.438
1750790820176,2025-06-24T21:47:00.176,0.790,0.395,1.325,0.432
1750790820186,2025-06-24T21:47:00.186,0.800,0.372,1.196,0.401
1750790820196,2025-06-24T21:47:00.196,0.810,0.370,1.076,0.361
1750790820206,2025-06-24T21:47:00.206,0.820,0.367,0.974,0.320
1750790820216,2025-06-24T21:47:00.216,0.830,0.371,0.908,0.296
1750790820226,2025-06-24T21:47:00.226,0.840,0.383,0.895,0.287
1750790820236,2025-06-24T21:47:00.236,0.850,0.388,0.909,0.286
