epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1750790757598,2025-06-24T21:45:57.598,0.000,-0.188,-0.167,0.110
1750790757608,2025-06-24T21:45:57.608,0.010,-0.188,-0.199,0.064
1750790757618,2025-06-24T21:45:57.618,0.020,-0.183,-0.223,0.012
1750790757628,2025-06-24T21:45:57.628,0.030,-0.179,-0.233,-0.036
1750790757638,2025-06-24T21:45:57.638,0.040,-0.169,-0.240,-0.070
1750790757648,2025-06-24T21:45:57.648,0.050,-0.134,-0.249,-0.104
1750790757658,2025-06-24T21:45:57.658,0.060,-0.100,-0.254,-0.127
1750790757668,2025-06-24T21:45:57.668,0.070,-0.096,-0.260,-0.147
1750790757678,2025-06-24T21:45:57.678,0.080,-0.116,-0.270,-0.140
1750790757688,2025-06-24T21:45:57.688,0.090,-0.112,-0.279,-0.119
1750790757698,2025-06-24T21:45:57.698,0.100,-0.096,-0.278,-0.084
1750790757708,2025-06-24T21:45:57.708,0.110,-0.076,-0.273,-0.022
1750790757718,2025-06-24T21:45:57.718,0.120,-0.061,-0.249,0.031
1750790757728,2025-06-24T21:45:57.728,0.130,-0.072,-0.202,0.094
1750790757738,2025-06-24T21:45:57.738,0.140,-0.070,-0.140,0.155
1750790757748,2025-06-24T21:45:57.748,0.150,-0.066,-0.061,0.224
1750790757758,2025-06-24T21:45:57.758,0.160,-0.095,0.014,0.354
1750790757768,2025-06-24T21:45:57.768,0.170,-0.075,0.053,0.507
1750790757778,2025-06-24T21:45:57.778,0.180,-0.036,0.089,0.644
1750790757788,2025-06-24T21:45:57.788,0.190,-0.020,0.127,0.820
1750790757798,2025-06-24T21:45:57.798,0.200,0.014,0.148,1.024
1750790757808,2025-06-24T21:45:57.808,0.210,0.027,0.175,1.197
1750790757818,2025-06-24T21:45:57.818,0.220,-0.039,0.222,1.349
1750790757828,2025-06-24T21:45:57.828,0.230,-0.124,0.271,1.457
1750790757838,2025-06-24T21:45:57.838,0.240,-0.177,0.319,1.552
1750790757848,2025-06-24T21:45:57.848,0.250,-0.172,0.338,1.671
1750790757858,2025-06-24T21:45:57.858,0.260,-0.117,0.318,1.821
1750790757868,2025-06-24T21:45:57.868,0.270,-0.034,0.290,1.924
1750790757878,2025-06-24T21:45:57.878,0.280,0.014,0.273,1.954
1750790757888,2025-06-24T21:45:57.888,0.290,-0.067,0.295,1.935
1750790757898,2025-06-24T21:45:57.898,0.300,-0.200,0.314,1.890
1750790757908,2025-06-24T21:45:57.908,0.310,-0.255,0.303,1.830
1750790757918,2025-06-24T21:45:57.918,0.320,-0.198,0.275,1.784
1750790757928,2025-06-24T21:45:57.928,0.330,-0.094,0.242,1.763
1750790757938,2025-06-24T21:45:57.938,0.340,-0.039,0.214,1.751
1750790757948,2025-06-24T21:45:57.948,0.350,-0.047,0.199,1.728
1750790757958,2025-06-24T21:45:57.958,0.360,-0.055,0.203,1.704
1750790757968,2025-06-24T21:45:57.968,0.370,-0.056,0.192,1.682
1750790757978,2025-06-24T21:45:57.978,0.380,-0.063,0.198,1.654
1750790757988,2025-06-24T21:45:57.988,0.390,-0.096,0.218,1.632
1750790757998,2025-06-24T21:45:57.998,0.400,-0.124,0.222,1.625
1750790758008,2025-06-24T21:45:58.008,0.410,-0.117,0.222,1.653
1750790758018,2025-06-24T21:45:58.018,0.420,-0.056,0.212,1.708
1750790758028,2025-06-24T21:45:58.028,0.430,-0.053,0.194,1.779
1750790758038,2025-06-24T21:45:58.038,0.440,-0.117,0.200,1.814
1750790758048,2025-06-24T21:45:58.048,0.450,-0.170,0.225,1.826
1750790758058,2025-06-24T21:45:58.058,0.460,-0.184,0.230,1.829
1750790758068,2025-06-24T21:45:58.068,0.470,-0.173,0.241,1.787
1750790758078,2025-06-24T21:45:58.078,0.480,-0.172,0.273,1.724
1750790758088,2025-06-24T21:45:58.088,0.490,-0.164,0.288,1.655
1750790758098,2025-06-24T21:45:58.098,0.500,-0.144,0.286,1.560
1750790758108,2025-06-24T21:45:58.108,0.510,-0.128,0.273,1.439
1750790758118,2025-06-24T21:45:58.118,0.520,-0.086,0.259,1.318
1750790758128,2025-06-24T21:45:58.128,0.530,-0.080,0.242,1.199
1750790758138,2025-06-24T21:45:58.138,0.540,-0.112,0.210,1.061
1750790758148,2025-06-24T21:45:58.148,0.550,-0.100,0.171,0.947
1750790758158,2025-06-24T21:45:58.158,0.560,-0.084,0.146,0.831
1750790758168,2025-06-24T21:45:58.168,0.570,-0.087,0.115,0.695
1750790758178,2025-06-24T21:45:58.178,0.580,-0.094,0.076,0.570
1750790758188,2025-06-24T21:45:58.188,0.590,-0.117,0.037,0.441
1750790758198,2025-06-24T21:45:58.198,0.600,-0.162,-0.015,0.327
