Precision,Recall,F1-score,True Positives,False Positives,False Negatives,AP,RR
0.017456359102244388,0.2,0.03211009174311927,7,393,28,0.03104847066435884,0.03333333333333333
0.017456359102244388,0.22580645161290322,0.032407407407407406,7,393,24,0.057691502845632556,0.14285714285714285
0.059850374064837904,0.47058823529411764,0.10619469026548671,24,376,27,0.10494407142683705,0.3333333333333333
0.04488778054862843,0.5454545454545454,0.08294930875576037,18,382,15,0.1211304983304187,0.5
0.00997506234413965,0.36363636363636365,0.019417475728155338,4,396,7,0.09994460622942516,0.3333333333333333
0.05486284289276808,0.43137254901960786,0.09734513274336283,22,378,29,0.16875976886271649,0.5
0.04239401496259352,0.38636363636363635,0.07640449438202247,17,383,27,0.18123641796278794,0.5
0.0199501246882793,0.47058823529411764,0.03827751196172249,8,392,9,0.01680558756096887,0.009523809523809525
0.06234413965087282,0.43103448275862066,0.10893246187363834,25,375,33,0.07846989232804773,0.1
0.032418952618453865,0.43333333333333335,0.06032482598607889,13,387,17,0.056574839734629054,0.1
0.04987531172069826,0.3508771929824561,0.08733624454148473,20,380,37,0.05720021304077444,0.023809523809523808
0.034912718204488775,0.358974358974359,0.06363636363636363,14,386,25,0.03202296567371445,0.02040816326530612
0.00997506234413965,0.2857142857142857,0.01927710843373494,4,396,10,0.013954035634018647,0.006578947368421052
0.014962593516209476,0.6666666666666666,0.02926829268292683,6,394,3,0.027061782315265282,0.025
0.06234413965087282,0.25510204081632654,0.10020040080160321,25,375,73,0.09517951228526642,0.5
0.057356608478802994,0.4339622641509434,0.10132158590308371,23,377,30,0.0602019618728001,0.05555555555555555
0.14463840399002495,0.35802469135802467,0.20603907637655416,58,342,104,0.1538496512340783,0.125
0.1172069825436409,0.3219178082191781,0.17184643510054845,47,353,99,0.12688855082119757,0.5
0.017456359102244388,0.4666666666666667,0.033653846153846145,7,393,8,0.028146377329111055,0.023809523809523808
0.04239401496259352,0.3617021276595745,0.07589285714285715,17,383,30,0.0832701336417291,0.0625
0.0773067331670823,0.3163265306122449,0.12424849699398798,31,369,67,0.11833227868973485,0.25
0.12718204488778054,0.36428571428571427,0.188539741219963,51,349,89,0.12680736974034443,0.041666666666666664
0.00997506234413965,0.2,0.01900237529691211,4,396,16,0.013329483881866291,0.017857142857142856
0.012468827930174564,0.2777777777777778,0.02386634844868735,5,395,13,0.037272025399393734,0.041666666666666664
0.04239401496259352,0.2833333333333333,0.0737527114967462,17,383,43,0.05919831187936279,0.023809523809523808
0.02493765586034913,0.3333333333333333,0.046403712296983764,10,390,20,0.017294955001434693,0.007352941176470588
0.04239401496259352,0.4722222222222222,0.07780320366132723,17,383,19,0.05252160262677258,0.041666666666666664
0.02743142144638404,0.44,0.05164319248826291,11,389,14,0.032088355690763376,0.03333333333333333
0.22443890274314215,0.37344398340248963,0.28037383177570097,90,310,151,0.3200428088195173,1.0
0.0024937655860349127,0.5,0.004962779156327543,1,399,1,0.022727272727272728,0.022727272727272728
0.017456359102244388,0.30434782608695654,0.0330188679245283,7,393,16,0.02224041646070285,0.023809523809523808
0.04488778054862843,0.2903225806451613,0.07775377969762419,18,382,44,0.0832619621118056,0.5
0.034912718204488775,0.5833333333333334,0.06588235294117646,14,386,10,0.06793082077905728,0.07142857142857142
0.032418952618453865,0.40625,0.060046189376443425,13,387,19,0.11465110701321116,1.0
0.032418952618453865,0.2549019607843137,0.05752212389380531,13,387,38,0.1132893756132611,1.0
0.0798004987531172,0.3368421052631579,0.12903225806451615,32,368,63,0.15030817357145967,1.0
0.11221945137157108,0.3103448275862069,0.16483516483516483,45,355,100,0.1812607590511433,1.0
0.032418952618453865,0.38235294117647056,0.05977011494252874,13,387,21,0.04818248280076645,0.0625
0.06483790523690773,0.37142857142857144,0.11040339702760084,26,374,44,0.08526994022253105,0.125
0.1371571072319202,0.3819444444444444,0.2018348623853211,55,345,89,0.22174384587432414,0.5
0.0399002493765586,0.41025641025641024,0.07272727272727271,16,384,23,0.10818295924593012,1.0
0.05236907730673317,0.42,0.09312638580931264,21,379,29,0.132627832156868,1.0
0.09476309226932668,0.40425531914893614,0.15353535353535352,38,362,56,0.09584199874706899,0.0625
0.034912718204488775,0.2222222222222222,0.06034482758620689,14,386,49,0.04405177009156669,0.058823529411764705
0.017456359102244388,0.5,0.03373493975903614,7,393,7,0.03368104025945486,0.1
0.05236907730673317,0.4666666666666667,0.09417040358744395,21,379,24,0.06665787391536206,0.0625
0.02493765586034913,0.6666666666666666,0.04807692307692308,10,390,5,0.03816908518194679,0.0625
0.017456359102244388,0.4117647058823529,0.03349282296650717,7,393,10,0.029778585835982162,0.02857142857142857
0.007481296758104738,0.5,0.014742014742014743,3,397,3,0.018822583885875026,0.023809523809523808
0.014962593516209476,0.46153846153846156,0.02898550724637681,6,394,7,0.1137674937032049,0.5
0.0199501246882793,0.4444444444444444,0.03818615751789976,8,392,10,0.05878857352819398,0.2
0.007481296758104738,0.42857142857142855,0.014705882352941178,3,397,4,0.026044806108097243,0.023809523809523808
0.0199501246882793,0.38095238095238093,0.037914691943127965,8,392,13,0.022233573944452835,0.023809523809523808
