Precision,Recall,F1-score,True Positives,False Positives,False Negatives,AP,RR
0.24688279301745636,0.3256578947368421,0.28085106382978725,99,301,205,0.2905149079558994,1.0
0.0773067331670823,0.28703703703703703,0.12180746561886051,31,369,77,0.07407452906007143,0.05555555555555555
0.022443890274314215,0.5,0.04295942720763723,9,391,9,0.020955028734576164,0.017241379310344827
0.04987531172069826,0.46511627906976744,0.0900900900900901,20,380,23,0.11452145721500182,1.0
0.014962593516209476,0.6666666666666666,0.02926829268292683,6,394,3,0.013456533986261511,0.017857142857142856
0.014962593516209476,0.5,0.029055690072639227,6,394,6,0.045570123245399996,0.14285714285714285
0.014962593516209476,0.5454545454545454,0.02912621359223301,6,394,5,0.07055752302399491,0.3333333333333333
0.022443890274314215,0.6,0.04326923076923077,9,391,6,0.02221092305208537,0.017241379310344827
0.0024937655860349127,0.2,0.004926108374384236,1,399,4,0.007518796992481203,0.007518796992481203
0.00997506234413965,0.36363636363636365,0.019417475728155338,4,396,7,0.008431321264945172,0.005235602094240838
